_,4.1.4,0
_,4.4.7,0
1.1.1,1.1.1,1
2.1.2,2.1.2,1
3.1.3,3.1.3,1
4.1.4,4.3.6,0.7599366
4.2.5,4.2.5,1
4.3.6,4.5.8,1
5.1.7,5.1.9,1
6.1.8,6.1.10,1
6.2.9,6.2.11,1
6.3.10,6.3.12,1
6.4.11,6.5.14,0.8221338
6.5.12,6.4.13,0.8123927
7.1.13,7.1.15,1
7.2.14,7.2.16,1
7.3.15,7.3.17,1
8.1.16,8.1.18,1
9.1.17,9.1.19,1
9.2.18,9.2.20,1
9.3.19,9.3.21,1
10.1.20,10.1.22,1
11.1.21,11.1.23,1
11.2.22,11.2.24,1
11.3.23,11.3.25,1
12.1.24,_,0
13.1.25,12.1.26,1
14.1.26,13.1.27,1
15.1.27,14.1.28,1
16.1.28,15.1.29,1
17.1.29,16.1.30,1
17.2.30,16.2.31,1
17.3.31,16.3.32,1
17.4.32,16.4.33,1
17.5.33,16.5.34,1
17.6.34,16.6.35,1
17.7.35,16.7.36,1
17.8.36,16.8.37,1
17.9.37,16.9.38,1
17.10.38,16.10.39,1
18.1.39,17.1.40,1
19.1.40,18.1.41,1
20.1.41,19.1.42,1
20.2.42,19.2.43,1
20.3.43,19.3.44,1
20.4.44,19.4.45,1
20.5.45,19.5.46,1
20.6.46,19.6.47,1
20.7.47,19.7.48,1
20.8.48,19.8.49,1
21.1.49,20.1.50,1
22.1.50,21.1.51,1
23.1.51,22.1.52,1
24.1.52,23.1.53,1
24.2.53,23.2.54,1
24.3.54,23.3.55,1
24.4.55,23.4.56,1
24.5.56,23.5.57,1
24.6.57,23.6.58,1
24.7.58,23.7.59,1
24.8.59,23.8.60,1
