1.1.1,1.1.1,0.9809524
2.1.2,2.1.2,1
3.1.3,3.1.3,1
4.1.4,4.1.4,1
5.1.5,5.1.5,1
6.1.6,6.1.6,1
7.1.7,7.1.7,1
8.1.8,8.1.8,1
8.2.9,8.2.9,1
8.3.10,8.3.10,1
8.4.11,8.4.11,1
8.5.12,8.5.12,1
8.6.13,8.6.13,1
9.1.14,9.1.14,1
10.1.15,10.1.15,1
11.1.16,11.1.16,1
11.2.17,11.2.17,1
11.3.18,11.3.18,1
11.4.19,11.4.19,1
12.1.20,12.1.20,1
13.1.21,13.1.21,1
14.1.22,14.1.22,1
15.1.23,15.1.23,1
15.2.24,15.2.24,1
15.3.25,15.3.25,1
15.4.26,15.4.26,1
15.5.27,15.5.27,1
16.1.28,16.1.28,1
17.1.29,17.1.29,1
18.1.30,18.1.30,1
19.1.31,19.1.31,1
20.1.32,20.1.32,1
20.2.33,20.2.33,1
20.3.34,20.3.34,1
20.4.35,20.4.35,1
20.5.36,20.5.36,1
20.6.37,20.6.37,1
20.7.38,20.7.38,1
20.8.39,20.8.39,1
20.9.40,20.9.40,1
20.10.41,20.10.41,1
20.11.42,20.11.42,1
20.12.43,20.12.43,1
20.13.44,20.13.44,1
20.14.45,20.14.45,1
20.15.46,20.15.46,1
20.16.47,20.16.47,1
20.17.48,20.17.48,1
20.18.49,20.18.49,1
20.19.50,20.19.50,1
20.20.51,20.20.51,1
20.21.52,20.21.52,1
20.22.53,20.22.53,1
20.23.54,20.23.54,1
20.24.55,20.24.55,1
20.25.56,20.25.56,1
20.26.57,20.26.57,1
20.27.58,20.27.58,1
20.28.59,20.28.59,1
20.29.60,20.29.60,1
21.1.61,21.1.61,1
22.1.62,22.1.62,1
22.2.63,22.2.63,1
22.3.64,22.3.64,1
23.1.65,23.1.65,1
23.2.66,23.2.66,1
23.3.67,23.3.67,1
23.4.68,23.4.68,1
23.5.69,23.5.69,1
24.1.70,24.1.70,1
