1.1.1,1.1.1,0.9809524
2.1.2,2.1.2,1
3.1.3,3.1.3,1
4.1.4,4.1.4,1
5.1.5,5.1.5,1
6.1.6,6.1.6,1
7.1.7,7.1.7,1
7.2.8,7.2.8,1
7.3.9,7.3.9,1
7.4.10,7.4.10,1
8.1.11,8.1.11,1
9.1.12,9.1.12,1
9.2.13,9.2.13,1
9.3.14,9.3.14,1
9.4.15,9.4.15,1
9.5.16,9.5.16,1
9.6.17,9.6.17,1
9.7.18,9.7.18,1
9.8.19,9.8.19,1
9.9.20,9.9.20,1
9.10.21,9.10.21,1
9.11.22,9.11.22,1
9.12.23,9.12.23,1
9.13.24,9.13.24,1
9.14.25,9.14.25,1
9.15.26,9.15.26,1
10.1.27,10.1.27,1
11.1.28,11.1.28,1
11.2.29,11.2.29,1
11.3.30,11.3.30,1
11.4.31,11.4.31,1
11.5.32,11.5.32,1
12.1.33,12.1.33,1
13.1.34,13.1.34,1
14.1.35,14.1.35,1
14.2.36,14.2.36,1
14.3.37,14.3.37,1
15.1.38,15.1.38,1
16.1.39,16.1.39,1
17.1.40,17.1.40,1
17.2.41,17.2.41,1
17.3.42,17.3.42,1
17.4.43,17.4.43,1
17.5.44,17.5.44,1
17.6.45,17.6.45,1
17.7.46,17.7.46,1
18.1.47,18.1.47,1
19.1.48,19.1.48,1
19.2.49,19.2.49,1
19.3.50,19.3.50,1
19.4.51,19.4.51,1
19.5.52,19.5.52,1
19.6.53,19.6.53,1
19.7.54,19.7.54,1
20.1.55,20.1.55,1
21.1.56,21.1.56,1
21.2.57,21.2.57,1
21.3.58,21.3.58,1
21.4.59,21.4.59,1
21.5.60,21.5.60,1
21.6.61,21.6.61,1
21.7.62,21.7.62,1
22.1.63,22.1.63,1
23.1.64,23.1.64,1
24.1.65,24.1.65,1
25.1.66,25.1.66,1
26.1.67,26.1.67,1
27.1.68,27.1.68,1
27.2.69,27.2.69,1
27.3.70,27.3.70,1
28.1.71,28.1.71,1
28.2.72,28.2.72,1
28.3.73,28.3.73,1
28.4.74,28.4.74,1
28.5.75,28.5.75,1
28.6.76,28.6.76,1
29.1.77,29.1.77,1
30.1.78,30.1.78,1
31.1.79,31.1.79,1
31.2.80,31.2.80,1
31.3.81,31.3.81,1
31.4.82,31.4.82,1
31.5.83,31.5.83,1
31.6.84,31.6.84,1
31.7.85,31.7.85,1
31.8.86,31.8.86,1
32.1.87,32.1.87,1
