1.1.1,_,0
29.1.139,28.1.138,1
30.1.140,29.1.139,1
30.2.141,29.2.140,1
30.3.142,29.3.141,1
30.4.143,29.4.142,1
31.1.144,30.1.143,1
32.1.145,31.1.144,1
33.1.146,32.1.145,1
33.2.147,32.2.146,1
34.1.148,33.1.147,1
35.1.149,34.1.148,1
36.1.150,35.1.149,1
36.2.151,35.2.150,1
36.3.152,35.3.151,1
36.4.153,35.4.152,1
36.5.154,35.5.153,1
36.6.155,35.6.154,1
36.7.156,35.7.155,1
36.8.157,35.8.156,1
36.9.158,35.9.157,1
36.10.159,35.10.158,1
36.11.160,35.11.159,1
36.12.161,35.12.160,1
36.13.162,35.13.161,1
37.1.163,36.1.162,1
38.1.164,37.1.163,1
39.1.165,38.1.164,1
39.2.166,38.2.165,1
40.1.167,39.1.166,1
40.2.168,39.2.167,1
40.3.169,39.3.168,1
40.4.170,39.4.169,1
40.5.171,39.5.170,1
41.1.172,40.1.171,1
41.2.173,40.2.172,1
41.3.174,40.3.173,1
42.1.175,41.1.174,1
43.1.176,42.1.175,1
44.1.177,43.1.176,1
44.2.178,43.2.177,1
44.3.179,43.3.178,1
44.4.180,43.4.179,1
44.5.181,43.5.180,1
44.6.182,43.6.181,1
44.7.183,43.7.182,1
44.8.184,43.8.183,1
44.9.185,43.9.184,1
44.10.186,43.10.185,1
45.1.187,44.1.186,1
45.2.188,44.2.187,1
45.3.189,44.3.188,1
45.4.190,44.4.189,1
45.5.191,44.5.190,1
45.6.192,44.6.191,1
45.7.193,44.7.192,1
45.8.194,44.8.193,1
46.1.195,45.1.194,1
47.1.196,46.1.195,1
48.1.197,47.1.196,1
49.1.198,48.1.197,1
49.2.199,48.2.198,1
49.3.200,48.3.199,1
50.1.201,49.1.200,1
51.1.202,50.1.201,1
52.1.203,51.1.202,1
52.2.204,51.2.203,1
52.3.205,51.3.204,1
52.4.206,51.4.205,1
52.5.207,51.5.206,1
52.6.208,51.6.207,1
52.7.209,51.7.208,1
52.8.210,51.8.209,1
53.1.211,52.1.210,1
53.2.212,52.2.211,1
53.3.213,52.3.212,1
54.1.214,53.1.213,1
54.2.215,53.2.214,1
54.3.216,53.3.215,1
55.1.217,54.1.216,1
55.2.218,54.2.217,1
55.3.219,54.3.218,1
55.4.220,54.4.219,1
55.5.221,54.5.220,1
56.1.222,55.1.221,1
57.1.223,56.1.222,1
58.1.224,57.1.223,1
58.2.225,57.2.224,1
58.3.226,57.3.225,1
58.4.227,57.4.226,1
58.5.228,57.5.227,1
58.6.229,57.6.228,1
58.7.230,57.7.229,1
58.8.231,57.8.230,1
58.9.232,57.9.231,1
58.10.233,57.10.232,1
58.11.234,57.11.233,1
58.12.235,57.12.234,1
58.13.236,57.13.235,1
58.14.237,57.14.236,1
58.15.238,57.15.237,1
58.16.239,57.16.238,1
58.17.240,57.17.239,1
58.18.241,57.18.240,1
58.19.242,57.19.241,1
58.20.243,57.20.242,1
58.21.244,57.21.243,1
58.22.245,57.22.244,1
58.23.246,57.23.245,1
58.24.247,57.24.246,1
58.25.248,57.25.247,1
59.1.249,58.1.248,1
60.1.250,59.1.249,1
60.2.251,59.2.250,1
60.3.252,59.3.251,1
60.4.253,59.4.252,1
60.5.254,59.5.253,1
60.6.255,59.6.254,1
60.7.256,59.7.255,1
60.8.257,59.8.256,1
60.9.258,59.9.257,1
60.10.259,59.10.258,1
60.11.260,59.11.259,1
60.12.261,59.12.260,1
60.13.262,59.13.261,1
60.14.263,59.14.262,1
60.15.264,59.15.263,1
60.16.265,59.16.264,1
61.1.266,60.1.265,1
62.1.267,61.1.266,1
62.2.268,61.2.267,1
62.3.269,61.3.268,1
62.4.270,61.4.269,1
62.5.271,61.5.270,1
62.6.272,61.6.271,1
62.7.273,61.7.272,1
63.1.274,62.1.273,1
64.1.275,63.1.274,1
65.1.276,64.1.275,1
65.2.277,64.2.276,1
65.3.278,64.3.277,1
65.4.279,64.4.278,1
65.5.280,64.5.279,1
65.6.281,64.6.280,1
65.7.282,64.7.281,1
65.8.283,64.8.282,1
65.9.284,64.9.283,1
65.10.285,64.10.284,1
65.11.286,64.11.285,1
65.12.287,64.12.286,1
65.13.288,64.13.287,1
65.14.289,64.14.288,1
65.15.290,64.15.289,1
65.16.291,64.16.290,1
65.17.292,64.17.291,1
65.18.293,64.18.292,1
65.19.294,64.19.293,1
66.1.295,65.1.294,1
67.1.296,66.1.295,1
67.2.297,66.2.296,1
67.3.298,66.3.297,1
67.4.299,66.4.298,1
67.5.300,66.5.299,1
67.6.301,66.6.300,1
67.7.302,66.7.301,1
67.8.303,66.8.302,1
67.9.304,66.9.303,1
67.10.305,66.10.304,1
67.11.306,66.11.305,1
67.12.307,66.12.306,1
67.13.308,66.13.307,1
67.14.309,66.14.308,1
67.15.310,66.15.309,1
67.16.311,66.16.310,1
68.1.312,67.1.311,1
69.1.313,68.1.312,1
70.1.314,69.1.313,1
70.2.315,69.2.314,1
70.3.316,69.3.315,1
70.4.317,69.4.316,1
70.5.318,69.5.317,1
70.6.319,69.6.318,1
70.7.320,69.7.319,1
70.8.321,69.8.320,1
70.9.322,69.9.321,1
70.10.323,69.10.322,1
70.11.324,69.11.323,1
70.12.325,69.12.324,1
70.13.326,69.13.325,1
70.14.327,69.14.326,1
71.1.328,70.1.327,1
72.1.329,71.1.328,1
72.2.330,71.2.329,1
72.3.331,71.3.330,1
72.4.332,71.4.331,1
72.5.333,71.5.332,1
72.6.334,71.6.333,1
72.7.335,71.7.334,1
72.8.336,71.8.335,1
72.9.337,71.9.336,1
72.10.338,71.10.337,1
72.11.339,71.11.338,1
72.12.340,71.12.339,1
72.13.341,71.13.340,1
72.14.342,71.14.341,1
72.15.343,71.15.342,1
72.16.344,71.16.343,1
