1.1.1,_,0
2.1.2,1.1.1,1
3.1.3,2.1.2,1
4.1.4,3.1.3,1
5.1.5,4.1.4,1
6.1.6,5.1.5,1
7.1.7,6.1.6,1
7.2.8,6.2.7,1
7.3.9,6.3.8,1
7.4.10,6.4.9,1
7.5.11,6.5.10,1
8.1.12,7.1.11,1
9.1.13,8.1.12,1
10.1.14,9.1.13,1
10.2.15,9.2.14,1
10.3.16,9.3.15,1
11.1.17,10.1.16,1
11.2.18,10.2.17,1
11.3.19,10.3.18,1
11.4.20,10.4.19,1
11.5.21,10.5.20,1
11.6.22,10.6.21,1
11.7.23,10.7.22,1
11.8.24,10.8.23,1
11.9.25,10.9.24,1
11.10.26,10.10.25,1
11.11.27,10.11.26,1
11.12.28,10.12.27,1
11.13.29,10.13.28,1
11.14.30,10.14.29,1
11.15.31,10.15.30,1
11.16.32,10.16.31,1
11.17.33,10.17.32,1
11.18.34,10.18.33,1
11.19.35,10.19.34,1
11.20.36,10.20.35,1
11.21.37,10.21.36,1
11.22.38,10.22.37,1
11.23.39,10.23.38,1
11.24.40,10.24.39,1
11.25.41,10.25.40,1
11.26.42,10.26.41,1
11.27.43,10.27.42,1
11.28.44,10.28.43,1
11.29.45,10.29.44,1
11.30.46,10.30.45,1
11.31.47,10.31.46,1
12.1.48,11.1.47,1
12.2.49,11.2.48,1
12.3.50,11.3.49,1
12.4.51,11.4.50,1
12.5.52,11.5.51,1
12.6.53,11.6.52,1
12.7.54,11.7.53,1
12.8.55,11.8.54,1
12.9.56,11.9.55,1
12.10.57,11.10.56,1
13.1.58,12.1.57,1
14.1.59,13.1.58,1
15.1.60,14.1.59,1
15.2.61,14.2.60,1
15.3.62,14.3.61,1
15.4.63,14.4.62,1
16.1.64,15.1.63,1
17.1.65,16.1.64,1
17.2.66,16.2.65,1
17.3.67,16.3.66,1
17.4.68,16.4.67,1
17.5.69,16.5.68,1
18.1.70,17.1.69,1
18.2.71,17.2.70,1
18.3.72,17.3.71,1
18.4.73,17.4.72,1
18.5.74,17.5.73,1
18.6.75,17.6.74,1
18.7.76,17.7.75,1
18.8.77,17.8.76,1
18.9.78,17.9.77,1
18.10.79,17.10.78,1
18.11.80,17.11.79,1
18.12.81,17.12.80,1
18.13.82,17.13.81,1
18.14.83,17.14.82,1
18.15.84,17.15.83,1
18.16.85,17.16.84,1
18.17.86,17.17.85,1
18.18.87,17.18.86,1
18.19.88,17.19.87,1
18.20.89,17.20.88,1
18.21.90,17.21.89,1
19.1.91,18.1.90,1
20.1.92,19.1.91,1
21.1.93,20.1.92,1
22.1.94,21.1.93,1
22.2.95,21.2.94,1
22.3.96,21.3.95,1
22.4.97,21.4.96,1
23.1.98,22.1.97,1
24.1.99,23.1.98,1
24.2.100,23.2.99,1
24.3.101,23.3.100,1
24.4.102,23.4.101,1
24.5.103,23.5.102,1
25.1.104,24.1.103,1
26.1.105,25.1.104,1
26.2.106,25.2.105,1
26.3.107,25.3.106,1
26.4.108,25.4.107,1
26.5.109,25.5.108,1
26.6.110,25.6.109,1
26.7.111,25.7.110,1
26.8.112,25.8.111,1
26.9.113,25.9.112,1
26.10.114,25.10.113,1
26.11.115,25.11.114,1
26.12.116,25.12.115,1
26.13.117,25.13.116,1
26.14.118,25.14.117,1
26.15.119,25.15.118,1
26.16.120,25.16.119,1
26.17.121,25.17.120,1
26.18.122,25.18.121,1
26.19.123,25.19.122,1
26.20.124,25.20.123,1
26.21.125,25.21.124,1
26.22.126,25.22.125,1
26.23.127,25.23.126,1
26.24.128,25.24.127,1
26.25.129,25.25.128,1
26.26.130,25.26.129,1
26.27.131,25.27.130,1
26.28.132,25.28.131,1
26.29.133,25.29.132,1
26.30.134,25.30.133,1
26.31.135,25.31.134,1
26.32.136,25.32.135,1
27.1.137,26.1.136,1
28.1.138,27.1.137,1
