_,8.5.17,0
_,9.1.18,0
_,10.1.19,0
1.1.1,1.1.1,1
2.1.2,2.1.2,0.48851967
3.1.3,_,0
4.1.4,_,0
4.2.5,_,0
4.3.6,_,0
5.1.7,3.1.3,1
6.1.8,4.1.4,1
6.2.9,4.2.5,1
6.3.10,4.3.6,1
6.4.11,4.4.7,1
7.1.12,5.1.8,1
8.1.13,6.1.9,1
8.2.14,6.2.10,1
8.3.15,6.3.11,1
9.1.16,7.1.12,1
10.1.17,8.1.13,0.8412079
10.2.18,_,0
10.3.19,8.3.15,0.88909984
10.4.20,_,0
10.5.21,_,0
10.6.22,_,0
10.7.23,_,0
10.8.24,_,0
10.9.25,_,0
11.1.26,_,0
12.1.27,_,0
13.1.28,_,0
14.1.29,_,0
15.1.30,_,0
16.1.31,_,0
17.1.32,_,0
18.1.33,_,0
18.2.34,_,0
18.3.35,_,0
18.4.36,_,0
19.1.37,_,0
19.2.38,_,0
19.3.39,_,0
19.4.40,8.2.14,1
19.5.41,_,0
19.6.42,8.4.16,1
19.7.43,_,0
20.1.44,_,0
21.1.45,_,0
22.1.46,_,0
23.1.47,_,0
24.1.48,_,0
24.2.49,_,0
24.3.50,_,0
24.4.51,_,0
24.5.52,_,0
24.6.53,_,0
24.7.54,_,0
24.8.55,_,0
24.9.56,_,0
24.10.57,_,0
24.11.58,_,0
25.1.59,_,0
25.2.60,_,0
25.3.61,_,0
26.1.62,_,0
27.1.63,_,0
28.1.64,_,0
29.1.65,11.1.20,0.66104466
30.1.66,12.1.21,1
30.2.67,12.2.22,1
30.3.68,12.3.23,1
30.4.69,12.4.24,1
30.5.70,12.5.25,1
30.6.71,12.6.26,1
30.7.72,12.7.27,1
31.1.73,13.1.28,1
32.1.74,14.1.29,1
32.2.75,14.2.30,1
32.3.76,14.3.31,1
32.4.77,14.4.32,1
32.5.78,14.5.33,1
32.6.79,14.6.34,1
32.7.80,14.7.35,1
32.8.81,14.8.36,1
32.9.82,14.9.37,1
32.10.83,14.10.38,1
32.11.84,14.11.39,1
32.12.85,14.12.40,1
32.13.86,14.13.41,1
32.14.87,14.14.42,1
32.15.88,14.15.43,1
32.16.89,14.16.44,1
32.17.90,14.17.45,1
32.18.91,14.18.46,1
32.19.92,14.19.47,1
32.20.93,14.20.48,1
32.21.94,14.21.49,1
33.1.95,15.1.50,0.55070394
34.1.96,16.1.51,1
35.1.97,_,0
36.1.98,_,0
36.2.99,_,0
36.3.100,_,0
37.1.101,_,0
37.2.102,_,0
37.3.103,_,0
37.4.104,_,0
37.5.105,_,0
37.6.106,_,0
37.7.107,_,0
37.8.108,_,0
37.9.109,_,0
37.10.110,_,0
37.11.111,_,0
37.12.112,_,0
37.13.113,_,0
38.1.114,17.1.52,1
39.1.115,18.1.53,1
39.2.116,18.2.54,1
39.3.117,18.3.55,0.80805063
39.4.118,18.4.56,1
