_,4.1.4,0
_,6.2.7,0
1.1.1,1.1.1,1
2.1.2,2.1.2,1
3.1.3,3.1.3,1
4.1.4,5.1.5,1
5.1.5,6.1.6,0.60818523
6.1.6,7.1.8,1
6.2.7,7.2.9,1
6.3.8,7.3.10,1
6.4.9,7.4.11,1
6.5.10,7.5.12,1
6.6.11,7.6.13,1
7.1.12,8.1.14,1
8.1.13,9.1.15,1
8.2.14,9.2.16,1
8.3.15,9.3.17,1
8.4.16,9.4.18,1
8.5.17,9.5.19,1
8.6.18,9.6.20,1
8.7.19,9.7.21,1
8.8.20,9.8.22,1
8.9.21,9.9.23,1
8.10.22,9.10.24,1
8.11.23,9.11.25,1
8.12.24,9.12.26,1
8.13.25,9.13.27,1
8.14.26,9.14.28,1
8.15.27,9.15.29,1
8.16.28,9.16.30,1
8.17.29,9.17.31,1
9.1.30,10.1.32,1
10.1.31,11.1.33,1
10.2.32,11.2.34,1
10.3.33,11.3.35,0.9871795
10.4.34,11.4.36,1
10.5.35,11.5.37,1
11.1.36,12.1.38,1
12.1.37,13.1.39,1
13.1.38,14.1.40,1
14.1.39,15.1.41,1
14.2.40,15.2.42,1
14.3.41,15.3.43,1
15.1.42,16.1.44,1
16.1.43,17.1.45,1
17.1.44,18.1.46,1
18.1.45,19.1.47,1
18.2.46,19.2.48,1
18.3.47,19.3.49,1
18.4.48,19.4.50,1
18.5.49,19.5.51,1
18.6.50,19.6.52,1
18.7.51,19.7.53,1
19.1.52,20.1.54,1
20.1.53,21.1.55,1
20.2.54,21.2.56,1
20.3.55,21.3.57,1
20.4.56,21.4.58,1
20.5.57,21.5.59,1
20.6.58,21.6.60,1
20.7.59,21.7.61,1
21.1.60,22.1.62,1
21.2.61,22.2.63,1
22.1.62,23.1.64,1
22.2.63,23.2.65,1
22.3.64,23.3.66,1
22.4.65,23.4.67,1
22.5.66,23.5.68,1
22.6.67,23.6.69,1
22.7.68,23.7.70,1
23.1.69,24.1.71,1
24.1.70,25.1.72,1
25.1.71,26.1.73,1
26.1.72,27.1.74,1
27.1.73,28.1.75,1
28.1.74,29.1.76,1
29.1.75,30.1.77,1
30.1.76,31.1.78,1
31.1.77,32.1.79,1
32.1.78,33.1.80,1
32.2.79,33.2.81,1
32.3.80,33.3.82,1
33.1.81,34.1.83,1
33.2.82,34.2.84,1
33.3.83,34.3.85,1
33.4.84,34.4.86,1
33.5.85,34.5.87,1
33.6.86,34.6.88,1
34.1.87,35.1.89,1
35.1.88,36.1.90,1
36.1.89,37.1.91,1
36.2.90,37.2.92,1
36.3.91,37.3.93,1
36.4.92,37.4.94,1
36.5.93,37.5.95,1
36.6.94,37.6.96,1
36.7.95,37.7.97,1
36.8.96,37.8.98,1
37.1.97,38.1.99,1
