_,7.9.19,0
_,7.11.21,0
_,7.12.22,0
1.1.1,1.1.1,1
2.1.2,2.1.2,1
2.2.3,2.2.3,1
2.3.4,2.3.4,1
3.1.5,3.1.5,1
4.1.6,4.1.6,1
5.1.7,5.1.7,0.9583317
5.2.8,5.2.8,1
5.3.9,5.3.9,1
6.1.10,6.1.10,1
7.1.11,7.1.11,0.8226228
7.2.12,7.2.12,1
7.3.13,7.3.13,0.7300279
7.4.14,7.4.14,1
7.5.15,7.5.15,1
7.6.16,7.6.16,0.64653015
7.7.17,7.7.17,1
7.8.18,7.8.18,0.66996974
7.9.19,7.10.20,1
7.10.20,7.13.23,1
8.1.21,8.1.24,0.9710306
8.2.22,8.2.25,1
8.3.23,8.3.26,0.99246067
9.1.24,9.1.27,1
10.1.25,10.1.28,1
11.1.26,11.1.29,1
12.1.27,12.1.30,1
12.2.28,12.2.31,1
12.3.29,12.3.32,0.89103556
13.1.30,13.1.33,1
14.1.31,14.1.34,1
15.1.32,15.1.35,0.70314384
16.1.33,16.1.36,1
17.1.34,17.1.37,0.9728641
18.1.35,18.1.38,1
19.1.36,19.1.39,1
20.1.37,20.1.40,1
20.2.38,20.2.41,1
20.3.39,20.3.42,1
21.1.40,21.1.43,1
22.1.41,22.1.44,1
23.1.42,23.1.45,1
24.1.43,24.1.46,1
25.1.44,25.1.47,1
26.1.45,26.1.48,1
27.1.46,27.1.49,1
28.1.47,28.1.50,1
29.1.48,29.1.51,1
30.1.49,30.1.52,1
31.1.50,31.1.53,1
32.1.51,32.1.54,1
33.1.52,33.1.55,1
33.2.53,33.2.56,1
33.3.54,33.3.57,1
