1.1.1,1.1.1,0.9809524
52.3.217,52.3.217,1
52.4.218,52.4.218,1
52.5.219,52.5.219,1
52.6.220,52.6.220,1
52.7.221,52.7.221,1
52.8.222,52.8.222,1
52.9.223,52.9.223,1
52.10.224,52.10.224,1
52.11.225,52.11.225,1
52.12.226,52.12.226,1
52.13.227,52.13.227,1
53.1.228,53.1.228,1
54.1.229,54.1.229,1
55.1.230,55.1.230,1
56.1.231,56.1.231,1
56.2.232,56.2.232,1
56.3.233,56.3.233,1
56.4.234,56.4.234,1
56.5.235,56.5.235,1
56.6.236,56.6.236,1
56.7.237,56.7.237,1
56.8.238,56.8.238,1
56.9.239,56.9.239,1
56.10.240,56.10.240,1
56.11.241,56.11.241,1
56.12.242,56.12.242,1
56.13.243,56.13.243,1
56.14.244,56.14.244,1
56.15.245,56.15.245,1
56.16.246,56.16.246,1
56.17.247,56.17.247,1
56.18.248,56.18.248,1
56.19.249,56.19.249,1
57.1.250,57.1.250,1
58.1.251,58.1.251,1
59.1.252,59.1.252,1
60.1.253,60.1.253,1
60.2.254,60.2.254,1
60.3.255,60.3.255,1
60.4.256,60.4.256,1
60.5.257,60.5.257,1
60.6.258,60.6.258,1
60.7.259,60.7.259,1
60.8.260,60.8.260,1
60.9.261,60.9.261,1
60.10.262,60.10.262,1
60.11.263,60.11.263,1
60.12.264,60.12.264,1
60.13.265,60.13.265,1
60.14.266,60.14.266,1
60.15.267,60.15.267,1
60.16.268,60.16.268,1
60.17.269,60.17.269,1
61.1.270,61.1.270,1
62.1.271,62.1.271,1
63.1.272,63.1.272,1
64.1.273,64.1.273,1
64.2.274,64.2.274,1
64.3.275,64.3.275,1
65.1.276,65.1.276,1
66.1.277,66.1.277,1
66.2.278,66.2.278,1
66.3.279,66.3.279,1
66.4.280,66.4.280,1
67.1.281,67.1.281,1
