_,1.1.1,0
1.1.1,2.1.2,1
2.1.2,3.1.3,1
2.2.3,3.2.4,1
2.3.4,3.3.5,1
2.4.5,3.4.6,1
2.5.6,3.5.7,1
2.6.7,3.6.8,1
2.7.8,3.7.9,1
2.8.9,3.8.10,1
3.1.10,4.1.11,1
3.2.11,4.2.12,1
3.3.12,4.3.13,1
4.1.13,5.1.14,1
4.2.14,5.2.15,1
4.3.15,5.3.16,1
4.4.16,5.4.17,1
4.5.17,5.5.18,1
5.1.18,6.1.19,1
6.1.19,7.1.20,1
7.1.20,8.1.21,1
7.2.21,8.2.22,1
7.3.22,8.3.23,1
8.1.23,9.1.24,1
9.1.24,10.1.25,1
9.2.25,10.2.26,1
9.3.26,10.3.27,1
9.4.27,10.4.28,1
9.5.28,10.5.29,1
9.6.29,10.6.30,1
9.7.30,10.7.31,1
9.8.31,10.8.32,1
9.9.32,10.9.33,1
9.10.33,10.10.34,1
9.11.34,10.11.35,1
9.12.35,10.12.36,1
10.1.36,11.1.37,1
10.2.37,11.2.38,1
10.3.38,11.3.39,1
11.1.39,12.1.40,1
12.1.40,13.1.41,1
13.1.41,14.1.42,1
14.1.42,15.1.43,1
14.2.43,15.2.44,1
14.3.44,15.3.45,1
14.4.45,15.4.46,1
14.5.46,15.5.47,1
15.1.47,16.1.48,1
16.1.48,17.1.49,1
16.2.49,17.2.50,1
17.1.50,18.1.51,1
17.2.51,18.2.52,1
17.3.52,18.3.53,1
17.4.53,18.4.54,1
17.5.54,18.5.55,1
18.1.55,19.1.56,1
19.1.56,20.1.57,1
20.1.57,21.1.58,1
21.1.58,22.1.59,1
22.1.59,23.1.60,1
23.1.60,24.1.61,1
24.1.61,25.1.62,1
25.1.62,26.1.63,1
26.1.63,27.1.64,1
26.2.64,27.2.65,1
26.3.65,27.3.66,1
27.1.66,28.1.67,1
28.1.67,29.1.68,1
29.1.68,30.1.69,1
