_,1.1.1,0
_,1.2.2,0
_,1.3.3,0
_,1.4.4,0
_,1.5.5,0
1.1.1,_,0
2.1.2,2.1.6,1
3.1.3,3.1.7,1
4.1.4,4.1.8,1
5.1.5,5.1.9,0.8988068
6.1.6,6.1.10,1
7.1.7,7.1.11,1
8.1.8,8.1.12,1
9.1.9,9.1.13,1
10.1.10,10.1.14,1
11.1.11,11.1.15,0.991892
11.2.12,11.2.16,1
11.3.13,11.3.17,1
11.4.14,11.4.18,1
11.5.15,11.5.19,1
11.6.16,11.6.20,1
11.7.17,11.7.21,1
11.8.18,11.8.22,1
12.1.19,12.1.23,1
12.2.20,12.2.24,1
12.3.21,12.3.25,0.97142863
13.1.22,13.1.26,1
14.1.23,14.1.27,1
14.2.24,14.2.28,1
15.1.25,15.1.29,1
16.1.26,16.1.30,0.96515834
17.1.27,17.1.31,1
17.2.28,17.2.32,1
17.3.29,17.3.33,1
18.1.30,18.1.34,0.9688226
18.2.31,18.2.35,1
19.1.32,19.1.36,1
19.2.33,19.2.37,0.9655615
19.3.34,19.3.38,1
20.1.35,20.1.39,1
21.1.36,21.1.40,0.9782651
22.1.37,22.1.41,1
23.1.38,23.1.42,1
24.1.39,24.1.43,1
25.1.40,25.1.44,0.9807671
26.1.41,26.1.45,1
26.2.42,26.2.46,1
26.3.43,26.3.47,1
27.1.44,27.1.48,0.97370636
27.2.45,27.2.49,1
27.3.46,27.3.50,0.98936856
28.1.47,28.1.51,1
29.1.48,29.1.52,1
30.1.49,30.1.53,1
30.2.50,30.2.54,1
30.3.51,30.3.55,0.94285715
31.1.52,31.1.56,1
32.1.53,32.1.57,1
33.1.54,33.1.58,1
34.1.55,34.1.59,1
35.1.56,35.1.60,0.9818261
36.1.57,36.1.61,1
37.1.58,37.1.62,0.92931783
38.1.59,38.1.63,1
38.2.60,38.2.64,1
39.1.61,39.1.65,1
40.1.62,40.1.66,0.77156866
41.1.63,41.1.67,1
41.2.64,41.2.68,1
42.1.65,42.1.69,1
43.1.66,43.1.70,1
44.1.67,44.1.71,0.99736845
45.1.68,45.1.72,1
45.2.69,45.2.73,1
45.3.70,45.3.74,1
45.4.71,45.4.75,1
45.5.72,45.5.76,1
45.6.73,45.6.77,1
46.1.74,46.1.78,1
46.2.75,46.2.79,1
46.3.76,46.3.80,1
46.4.77,46.4.81,1
46.5.78,46.5.82,1
46.6.79,46.6.83,1
47.1.80,47.1.84,0.9777778
48.1.81,48.1.85,1
48.2.82,48.2.86,1
49.1.83,49.1.87,0.96024007
50.1.84,50.1.88,1
50.2.85,50.2.89,1
51.1.86,51.1.90,0.95466673
52.1.87,52.1.91,1
52.2.88,52.2.92,1
