_,2.1.2,0
_,4.1.4,0
_,5.1.5,0
1.1.1,1.1.1,1
2.1.2,_,0
2.2.3,_,0
2.3.4,_,0
3.1.5,_,0
4.1.6,_,0
5.1.7,_,0
6.1.8,_,0
6.2.9,6.1.6,0.63549334
6.3.10,7.1.7,0.55952287
7.1.11,8.1.8,0.5320421
8.1.12,9.1.9,1
8.2.13,9.2.10,0.58816534
9.1.14,_,0
9.2.15,10.1.11,0.4552381
10.1.16,3.1.3,0.53449434
11.1.17,_,0
12.1.18,_,0
12.2.19,_,0
12.3.20,_,0
13.1.21,_,0
13.2.22,_,0
13.3.23,_,0
13.4.24,_,0
14.1.25,_,0
14.2.26,6.1.6,0.5977129
14.3.27,7.1.7,0.559448
15.1.28,8.1.8,0.6106765
16.1.29,_,0
16.2.30,9.2.10,0.5858571
17.1.31,_,0
17.2.32,10.1.11,0.48839858
18.1.33,_,0
19.1.34,_,0
20.1.35,_,0
20.2.36,_,0
21.1.37,_,0
22.1.38,_,0
23.1.39,_,0
24.1.40,_,0
25.1.41,_,0
25.2.42,_,0
25.3.43,_,0
25.4.44,_,0
25.5.45,_,0
25.6.46,_,0
25.7.47,_,0
25.8.48,_,0
25.9.49,_,0
25.10.50,_,0
25.11.51,_,0
25.12.52,_,0
25.13.53,_,0
25.14.54,_,0
25.15.55,_,0
25.16.56,_,0
25.17.57,_,0
25.18.58,_,0
25.19.59,_,0
25.20.60,_,0
25.21.61,_,0
25.22.62,_,0
25.23.63,_,0
25.24.64,_,0
26.1.65,6.1.6,0.6417662
27.1.66,7.1.7,0.66464627
28.1.67,_,0
28.2.68,_,0
28.3.69,8.1.8,0.78396076
29.1.70,_,0
29.2.71,9.2.10,0.71237457
29.3.72,_,0
30.1.73,10.1.11,0.7733185
