1.1.1,_,0
2.1.2,1.1.1,1
3.1.3,2.1.2,1
4.1.4,3.1.3,1
5.1.5,4.1.4,1
5.2.6,4.2.5,1
5.3.7,4.3.6,1
5.4.8,4.4.7,1
5.5.9,4.5.8,1
5.6.10,4.6.9,1
5.7.11,4.7.10,1
6.1.12,5.1.11,1
7.1.13,6.1.12,1
7.2.14,6.2.13,1
7.3.15,6.3.14,1
7.4.16,6.4.15,1
7.5.17,6.5.16,1
7.6.18,6.6.17,1
7.7.19,6.7.18,1
7.8.20,6.8.19,1
8.1.21,7.1.20,1
8.2.22,7.2.21,1
8.3.23,7.3.22,1
9.1.24,8.1.23,1
10.1.25,9.1.24,1
11.1.26,10.1.25,1
11.2.27,10.2.26,1
11.3.28,10.3.27,1
11.4.29,10.4.28,1
11.5.30,10.5.29,1
11.6.31,10.6.30,1
11.7.32,10.7.31,1
11.8.33,10.8.32,1
11.9.34,10.9.33,1
11.10.35,10.10.34,1
11.11.36,10.11.35,1
11.12.37,10.12.36,1
11.13.38,10.13.37,1
11.14.39,10.14.38,1
11.15.40,10.15.39,1
11.16.41,10.16.40,1
11.17.42,10.17.41,1
12.1.43,11.1.42,1
12.2.44,11.2.43,1
12.3.45,11.3.44,1
12.4.46,11.4.45,1
12.5.47,11.5.46,1
12.6.48,11.6.47,1
12.7.49,11.7.48,1
12.8.50,11.8.49,1
12.9.51,11.9.50,1
12.10.52,11.10.51,1
12.11.53,11.11.52,1
13.1.54,12.1.53,1
14.1.55,13.1.54,1
15.1.56,14.1.55,1
16.1.57,15.1.56,1
17.1.58,16.1.57,1
18.1.59,17.1.58,1
18.2.60,17.2.59,1
18.3.61,17.3.60,1
18.4.62,17.4.61,1
19.1.63,18.1.62,1
19.2.64,18.2.63,1
19.3.65,18.3.64,1
19.4.66,18.4.65,1
19.5.67,18.5.66,1
20.1.68,19.1.67,1
20.2.69,19.2.68,1
20.3.70,19.3.69,1
20.4.71,19.4.70,1
20.5.72,19.5.71,1
20.6.73,19.6.72,1
20.7.74,19.7.73,1
20.8.75,19.8.74,1
20.9.76,19.9.75,1
20.10.77,19.10.76,1
20.11.78,19.11.77,1
20.12.79,19.12.78,1
20.13.80,19.13.79,1
20.14.81,19.14.80,1
20.15.82,19.15.81,1
20.16.83,19.16.82,1
21.1.84,20.1.83,1
21.2.85,20.2.84,1
21.3.86,20.3.85,1
21.4.87,20.4.86,1
21.5.88,20.5.87,1
22.1.89,21.1.88,1
23.1.90,22.1.89,1
24.1.91,23.1.90,1
25.1.92,24.1.91,1
25.2.93,24.2.92,1
25.3.94,24.3.93,1
25.4.95,24.4.94,1
26.1.96,25.1.95,1
27.1.97,26.1.96,1
28.1.98,27.1.97,1
29.1.99,28.1.98,1
30.1.100,29.1.99,1
31.1.101,30.1.100,1
32.1.102,31.1.101,1
33.1.103,32.1.102,1
34.1.104,33.1.103,1
35.1.105,34.1.104,1
35.2.106,34.2.105,1
35.3.107,34.3.106,1
