_,5.1.9,0
_,8.8.19,0
_,16.2.73,0
_,31.2.154,0
_,36.3.171,0
_,36.4.172,0
_,36.17.185,0
_,36.23.191,0
_,36.31.199,0
_,36.33.201,0
_,43.4.248,0
1.1.1,1.1.1,0.9612928
2.1.2,_,0
3.1.3,2.1.2,1
4.1.4,3.1.3,1
5.1.5,4.1.4,1
5.2.6,4.2.5,1
5.3.7,4.3.6,0.9288825
5.4.8,4.4.7,1
5.5.9,_,0
5.6.10,_,0
5.7.11,4.5.8,0.78398955
6.1.12,6.1.10,1
7.1.13,7.1.11,1
8.1.14,8.1.12,1
8.2.15,8.2.13,1
8.3.16,8.3.14,1
8.4.17,8.4.15,1
8.5.18,8.5.16,1
8.6.19,8.6.17,1
8.7.20,8.7.18,1
8.8.21,_,0
8.9.22,8.9.20,1
9.1.23,_,0
9.2.24,_,0
9.3.25,8.10.21,1
9.4.26,9.1.22,1
9.5.27,9.2.23,1
9.6.28,9.3.24,0.6575738
9.7.29,9.4.25,1
9.8.30,9.5.26,1
9.9.31,9.6.27,0.93142855
9.10.32,9.7.28,1
9.11.33,9.8.29,0.7346939
9.12.34,9.9.30,1
9.13.35,9.10.31,1
9.14.36,9.11.32,1
9.15.37,9.12.33,1
9.16.38,9.13.34,1
9.17.39,9.14.35,1
10.1.40,_,0
10.2.41,_,0
11.1.42,_,0
11.2.43,_,0
12.1.44,10.1.36,0.5272057
13.1.45,_,0
13.2.46,_,0
13.3.47,_,0
13.4.48,_,0
14.1.49,10.1.36,0.7097259
15.1.50,_,0
16.1.51,11.1.37,1
16.2.52,11.2.38,0.95454836
16.3.53,11.3.39,1
16.4.54,11.4.40,0.95489633
17.1.55,12.1.41,1
18.1.56,13.1.42,0.9029412
18.2.57,13.2.43,1
18.3.58,13.3.44,1
18.4.59,13.4.45,1
18.5.60,13.5.46,0.8323672
18.6.61,13.6.47,1
18.7.62,13.7.48,1
18.8.63,13.8.49,1
18.9.64,13.9.50,1
18.10.65,13.10.51,1
18.11.66,13.11.52,1
18.12.67,13.12.53,1
18.13.68,13.13.54,1
18.14.69,13.14.55,1
18.15.70,13.15.56,1
18.16.71,13.16.57,0.6957867
18.17.72,13.17.58,0.67178524
18.18.73,13.18.59,1
18.19.74,13.19.60,1
18.20.75,13.20.61,1
18.21.76,13.21.62,1
18.22.77,13.22.63,1
18.23.78,_,0
18.24.79,13.23.64,1
18.25.80,_,0
18.26.81,13.24.65,1
18.27.82,_,0
18.28.83,13.25.66,1
18.29.84,13.26.67,1
18.30.85,13.27.68,1
18.31.86,13.28.69,1
19.1.87,14.1.70,1
20.1.88,15.1.71,1
21.1.89,16.1.72,1
21.2.90,_,0
21.3.91,16.3.74,1
21.4.92,16.4.75,1
21.5.93,16.5.76,1
21.6.94,16.6.77,1
21.7.95,16.7.78,1
