_,1.1.1,0
1.1.1,_,0
2.1.2,_,0
3.1.3,_,0
4.1.4,_,0
5.1.5,_,0
5.2.6,_,0
5.3.7,_,0
6.1.8,_,0
7.1.9,_,0
8.1.10,_,0
9.1.11,_,0
9.2.12,_,0
9.3.13,_,0
9.4.14,_,0
9.5.15,_,0
10.1.16,_,0
10.2.17,_,0
10.3.18,_,0
10.4.19,_,0
10.5.20,_,0
10.6.21,_,0
11.1.22,_,0
12.1.23,_,0
13.1.24,_,0
14.1.25,_,0
15.1.26,_,0
15.2.27,_,0
15.3.28,_,0
16.1.29,_,0
16.2.30,_,0
16.3.31,_,0
16.4.32,_,0
16.5.33,_,0
16.6.34,_,0
17.1.35,_,0
18.1.36,_,0
19.1.37,_,0
20.1.38,_,0
21.1.39,_,0
22.1.40,_,0
23.1.41,_,0
23.2.42,_,0
23.3.43,_,0
23.4.44,_,0
23.5.45,_,0
24.1.46,_,0
24.2.47,_,0
24.3.48,_,0
24.4.49,_,0
24.5.50,_,0
24.6.51,_,0
24.7.52,_,0
24.8.53,_,0
25.1.54,_,0
26.1.55,_,0
27.1.56,_,0
27.2.57,_,0
27.3.58,_,0
27.4.59,_,0
27.5.60,_,0
27.6.61,_,0
27.7.62,_,0
28.1.63,_,0
29.1.64,_,0
30.1.65,_,0
30.2.66,_,0
30.3.67,_,0
31.1.68,_,0
31.2.69,_,0
31.3.70,_,0
31.4.71,_,0
31.5.72,_,0
32.1.73,_,0
33.1.74,_,0
33.2.75,_,0
33.3.76,_,0
33.4.77,_,0
33.5.78,_,0
