_,2.1.2,0
_,4.1.6,0
_,5.1.7,0
_,5.2.8,0
_,5.3.9,0
_,5.4.10,0
_,5.5.11,0
_,6.1.13,0
_,6.2.14,0
_,6.3.15,0
_,6.4.16,0
_,7.2.19,0
_,7.3.20,0
1.1.1,1.1.1,1
2.1.2,_,0
3.1.3,_,0
4.1.4,_,0
4.2.5,_,0
4.3.6,_,0
4.4.7,_,0
4.5.8,_,0
5.1.9,_,0
6.1.10,_,0
6.2.11,6.5.17,0.68
6.3.12,7.1.18,0.49441865
6.4.13,_,0
7.1.14,_,0
8.1.15,_,0
9.1.16,_,0
10.1.17,_,0
10.2.18,_,0
10.3.19,_,0
10.4.20,_,0
10.5.21,_,0
11.1.22,_,0
12.1.23,_,0
12.2.24,6.5.17,0.62412095
12.3.25,_,0
12.4.26,_,0
12.5.27,5.6.12,0.5147665
12.6.28,_,0
13.1.29,_,0
14.1.30,3.1.3,1
14.2.31,3.2.4,1
14.3.32,3.3.5,0.52980274
14.4.33,_,0
14.5.34,_,0
15.1.35,8.1.21,1
15.2.36,8.2.22,1
15.3.37,8.3.23,1
15.4.38,8.4.24,0.6174884
15.5.39,8.5.25,1
15.6.40,8.6.26,1
16.1.41,_,0
17.1.42,_,0
17.2.43,_,0
17.3.44,_,0
17.4.45,_,0
18.1.46,_,0
18.2.47,_,0
18.3.48,_,0
18.4.49,_,0
19.1.50,_,0
20.1.51,_,0
20.2.52,_,0
20.3.53,_,0
21.1.54,_,0
22.1.55,_,0
22.2.56,_,0
22.3.57,_,0
22.4.58,_,0
22.5.59,_,0
23.1.60,_,0
24.1.61,_,0
25.1.62,_,0
25.2.63,_,0
25.3.64,_,0
25.4.65,_,0
25.5.66,_,0
25.6.67,_,0
26.1.68,_,0
27.1.69,_,0
27.2.70,_,0
27.3.71,_,0
27.4.72,_,0
27.5.73,_,0
27.6.74,5.6.12,0.6
27.7.75,_,0
28.1.76,_,0
29.1.77,_,0
29.2.78,_,0
29.3.79,6.5.17,0.6
29.4.80,_,0
29.5.81,_,0
29.6.82,_,0
29.7.83,_,0
29.8.84,_,0
30.1.85,_,0
31.1.86,_,0
32.1.87,_,0
32.2.88,_,0
33.1.89,_,0
33.2.90,_,0
33.3.91,_,0
33.4.92,_,0
33.5.93,_,0
33.6.94,_,0
34.1.95,_,0
34.2.96,_,0
34.3.97,_,0
34.4.98,_,0
34.5.99,_,0
34.6.100,_,0
34.7.101,_,0
34.8.102,_,0
35.1.103,_,0
35.2.104,_,0
35.3.105,_,0
35.4.106,_,0
36.1.107,_,0
37.1.108,_,0
37.2.109,_,0
37.3.110,_,0
38.1.111,_,0
39.1.112,_,0
