_,2.3.4,0
_,2.5.6,0
_,2.6.7,0
_,2.7.8,0
_,14.5.43,0
_,15.1.45,0
1.1.1,1.1.1,1
2.1.2,2.1.2,1
2.2.3,2.2.3,1
2.3.4,_,0
2.4.5,_,0
2.5.6,2.4.5,0.600469
2.6.7,_,0
2.7.8,_,0
2.8.9,_,0
3.1.10,3.1.9,1
3.2.11,3.2.10,1
3.3.12,3.3.11,1
4.1.13,4.1.12,0.9167285
4.2.14,4.2.13,1
4.3.15,4.3.14,1
4.4.16,4.4.15,1
4.5.17,4.5.16,0.96410275
5.1.18,5.1.17,1
6.1.19,6.1.18,1
7.1.20,7.1.19,1
7.2.21,7.2.20,1
7.3.22,7.3.21,1
8.1.23,8.1.22,0.9931818
9.1.24,9.1.23,1
9.2.25,9.2.24,1
9.3.26,9.3.25,1
9.4.27,9.4.26,1
9.5.28,9.5.27,1
9.6.29,9.6.28,1
9.7.30,9.7.29,1
9.8.31,9.8.30,1
9.9.32,9.9.31,1
9.10.33,9.10.32,1
9.11.34,9.11.33,1
9.12.35,9.12.34,1
10.1.36,10.1.35,0.58001614
10.2.37,_,0
10.3.38,_,0
11.1.39,11.1.36,0.78172636
12.1.40,12.1.37,1
13.1.41,13.1.38,0.7573955
14.1.42,14.1.39,0.8588908
14.2.43,14.2.40,1
14.3.44,14.3.41,1
14.4.45,14.4.42,1
14.5.46,14.6.44,1
15.1.47,16.1.46,1
16.1.48,17.1.47,1
16.2.49,17.2.48,1
17.1.50,18.1.49,1
17.2.51,18.2.50,1
17.3.52,18.3.51,0.9953126
17.4.53,18.4.52,1
17.5.54,18.5.53,1
18.1.55,19.1.54,1
19.1.56,20.1.55,1
20.1.57,21.1.56,1
20.2.58,21.2.57,1
20.3.59,21.3.58,1
21.1.60,22.1.59,0.941859
22.1.61,23.1.60,0.75290966
23.1.62,24.1.61,0.9536762
24.1.63,25.1.62,1
24.2.64,25.2.63,1
24.3.65,25.3.64,1
24.4.66,25.4.65,1
25.1.67,26.1.66,1
26.1.68,27.1.67,1
27.1.69,28.1.68,0.98765403
28.1.70,29.1.69,0.9041745
29.1.71,30.1.70,1
29.2.72,30.2.71,1
29.3.73,30.3.72,1
30.1.74,31.1.73,1
31.1.75,32.1.74,1
32.1.76,33.1.75,0.9451088
33.1.77,34.1.76,1
34.1.78,35.1.77,0.9708172
