_,17.1.26,0
_,19.1.28,0
_,21.1.32,0
1.1.1,1.1.1,1
2.1.2,2.1.2,1
3.1.3,3.1.3,1
4.1.4,4.1.4,1
4.2.5,4.2.5,1
4.3.6,4.3.6,1
5.1.7,5.1.7,1
6.1.8,6.1.8,1
7.1.9,7.1.9,1
7.2.10,7.2.10,1
7.3.11,7.3.11,1
8.1.12,8.1.12,1
8.2.13,8.2.13,1
9.1.14,9.1.14,1
10.1.15,10.1.15,1
11.1.16,11.1.16,1
12.1.17,12.1.17,1
13.1.18,13.1.18,1
14.1.19,14.1.19,1
14.2.20,14.2.20,1
14.3.21,14.3.21,1
14.4.22,14.4.22,1
14.5.23,14.5.23,1
15.1.24,15.1.24,0.6342418
16.1.25,18.1.27,1
17.1.26,_,0
18.1.27,20.1.29,1
18.2.28,20.2.30,1
18.3.29,20.3.31,1
19.1.30,_,0
20.1.31,16.1.25,0.75874954
21.1.32,22.1.33,1
22.1.33,23.1.34,1
22.2.34,23.2.35,1
22.3.35,23.3.36,1
22.4.36,23.4.37,1
22.5.37,23.5.38,1
23.1.38,24.1.39,1
24.1.39,25.1.40,1
24.2.40,25.2.41,1
24.3.41,25.3.42,1
24.4.42,25.4.43,1
24.5.43,25.5.44,1
24.6.44,25.6.45,1
24.7.45,25.7.46,1
24.8.46,25.8.47,1
25.1.47,26.1.48,1
26.1.48,27.1.49,1
26.2.49,27.2.50,1
26.3.50,27.3.51,1
26.4.51,27.4.52,1
26.5.52,27.5.53,1
26.6.53,27.6.54,1
26.7.54,27.7.55,1
26.8.55,27.8.56,1
27.1.56,28.1.57,1
28.1.57,29.1.58,1
29.1.58,30.1.59,1
29.2.59,30.2.60,1
29.3.60,30.3.61,1
30.1.61,31.1.62,1
31.1.62,32.1.63,1
31.2.63,32.2.64,1
31.3.64,32.3.65,1
31.4.65,32.4.66,1
31.5.66,32.5.67,1
31.6.67,32.6.68,1
31.7.68,32.7.69,1
32.1.69,33.1.70,1
33.1.70,34.1.71,1
33.2.71,34.2.72,1
33.3.72,34.3.73,1
33.4.73,34.4.74,1
33.5.74,34.5.75,1
33.6.75,34.6.76,1
33.7.76,34.7.77,1
33.8.77,34.8.78,1
33.9.78,34.9.79,1
34.1.79,35.1.80,1
35.1.80,36.1.81,1
35.2.81,36.2.82,1
35.3.82,36.3.83,1
35.4.83,36.4.84,1
35.5.84,36.5.85,1
35.6.85,36.6.86,1
35.7.86,36.7.87,1
36.1.87,37.1.88,1
37.1.88,38.1.89,1
