1.1.1,_,0
2.1.2,1.1.1,1
3.1.3,2.1.2,1
4.1.4,3.1.3,1
5.1.5,4.1.4,1
6.1.6,5.1.5,1
6.2.7,5.2.6,1
6.3.8,5.3.7,1
6.4.9,5.4.8,1
7.1.10,6.1.9,1
7.2.11,6.2.10,1
8.1.12,7.1.11,1
8.2.13,7.2.12,1
8.3.14,7.3.13,1
8.4.15,7.4.14,1
8.5.16,7.5.15,1
8.6.17,7.6.16,1
8.7.18,7.7.17,1
9.1.19,8.1.18,1
9.2.20,8.2.19,1
9.3.21,8.3.20,1
9.4.22,8.4.21,1
9.5.23,8.5.22,1
10.1.24,9.1.23,1
11.1.25,10.1.24,1
12.1.26,11.1.25,1
13.1.27,12.1.26,1
13.2.28,12.2.27,1
13.3.29,12.3.28,1
13.4.30,12.4.29,1
13.5.31,12.5.30,1
13.6.32,12.6.31,1
14.1.33,13.1.32,1
15.1.34,14.1.33,1
16.1.35,15.1.34,1
17.1.36,16.1.35,1
17.2.37,16.2.36,1
17.3.38,16.3.37,1
17.4.39,16.4.38,1
17.5.40,16.5.39,1
17.6.41,16.6.40,1
17.7.42,16.7.41,1
18.1.43,17.1.42,1
19.1.44,18.1.43,1
20.1.45,19.1.44,1
21.1.46,20.1.45,1
22.1.47,21.1.46,1
23.1.48,22.1.47,1
24.1.49,23.1.48,1
24.2.50,23.2.49,1
24.3.51,23.3.50,1
24.4.52,23.4.51,1
25.1.53,24.1.52,1
25.2.54,24.2.53,1
26.1.55,25.1.54,1
27.1.56,26.1.55,1
27.2.57,26.2.56,1
27.3.58,26.3.57,1
27.4.59,26.4.58,1
28.1.60,27.1.59,1
29.1.61,28.1.60,1
29.2.62,28.2.61,1
30.1.63,29.1.62,1
31.1.64,30.1.63,1
32.1.65,31.1.64,1
32.2.66,31.2.65,1
33.1.67,32.1.66,1
34.1.68,33.1.67,1
