_,1.1.1,0
_,12.1.19,0
_,14.1.24,0
_,21.1.44,0
_,22.3.47,0
1.1.1,_,0
1.2.2,_,0
1.3.3,_,0
1.4.4,_,0
1.5.5,_,0
2.1.6,2.1.2,1
3.1.7,3.1.3,1
4.1.8,4.1.4,1
5.1.9,5.1.5,1
6.1.10,6.1.6,1
6.2.11,6.2.7,1
6.3.12,6.3.8,1
6.4.13,6.4.9,1
6.5.14,6.5.10,1
6.6.15,6.6.11,1
7.1.16,7.1.12,1
8.1.17,8.1.13,1
9.1.18,9.1.14,1
10.1.19,10.1.15,1
11.1.20,11.1.16,1
11.2.21,11.2.17,1
11.3.22,11.3.18,1
12.1.23,_,0
12.2.24,12.2.20,1
12.3.25,12.3.21,1
13.1.26,13.1.22,1
13.2.27,13.2.23,1
14.1.28,_,0
14.2.29,14.2.25,1
14.3.30,14.3.26,0.6743889
15.1.31,15.1.27,1
15.2.32,15.2.28,1
16.1.33,16.1.29,1
17.1.34,17.1.30,1
17.2.35,17.2.31,1
17.3.36,17.3.32,1
17.4.37,17.4.33,1
18.1.38,18.1.34,1
18.2.39,18.2.35,1
18.3.40,18.3.36,1
18.4.41,18.4.37,1
19.1.42,19.1.38,1
20.1.43,20.1.39,1
20.2.44,20.2.40,1
20.3.45,20.3.41,1
20.4.46,20.4.42,1
20.5.47,20.5.43,1
21.1.48,22.1.45,1
21.2.49,22.2.46,1
21.3.50,_,0
21.4.51,22.4.48,0.9697859
22.1.52,23.1.49,1
23.1.53,24.1.50,1
24.1.54,25.1.51,1
25.1.55,26.1.52,1
25.2.56,26.2.53,1
25.3.57,26.3.54,1
25.4.58,26.4.55,1
26.1.59,27.1.56,1
27.1.60,28.1.57,1
28.1.61,29.1.58,1
28.2.62,29.2.59,1
28.3.63,29.3.60,1
29.1.64,30.1.61,1
29.2.65,30.2.62,1
29.3.66,30.3.63,1
30.1.67,31.1.64,1
30.2.68,31.2.65,1
30.3.69,31.3.66,1
31.1.70,32.1.67,1
32.1.71,33.1.68,1
32.2.72,33.2.69,1
32.3.73,33.3.70,1
32.4.74,33.4.71,1
32.5.75,33.5.72,1
33.1.76,34.1.73,1
34.1.77,35.1.74,1
35.1.78,36.1.75,1
36.1.79,37.1.76,1
37.1.80,38.1.77,1
37.2.81,38.2.78,1
37.3.82,38.3.79,1
37.4.83,38.4.80,1
37.5.84,38.5.81,1
38.1.85,39.1.82,1
39.1.86,40.1.83,1
40.1.87,41.1.84,1
41.1.88,42.1.85,1
41.2.89,42.2.86,1
41.3.90,42.3.87,1
41.4.91,42.4.88,1
41.5.92,42.5.89,1
41.6.93,42.6.90,1
41.7.94,42.7.91,1
42.1.95,43.1.92,1
43.1.96,44.1.93,1
44.1.97,45.1.94,1
45.1.98,46.1.95,1
46.1.99,47.1.96,1
46.2.100,47.2.97,1
47.1.101,48.1.98,1
48.1.102,49.1.99,1
48.2.103,49.2.100,1
49.1.104,50.1.101,1
50.1.105,51.1.102,1
50.2.106,51.2.103,1
51.1.107,52.1.104,1
52.1.108,53.1.105,1
53.1.109,54.1.106,1
54.1.110,55.1.107,1
54.2.111,55.2.108,1
54.3.112,55.3.109,1
54.4.113,55.4.110,1
55.1.114,56.1.111,1
56.1.115,57.1.112,1
56.2.116,57.2.113,1
56.3.117,57.3.114,1
