1.1.1,1.1.1,1
1.2.2,1.2.2,1
1.3.3,1.3.3,1
1.4.4,1.4.4,1
1.5.5,1.5.5,1
2.1.6,2.1.6,1
3.1.7,3.1.7,1
4.1.8,4.1.8,1
5.1.9,5.1.9,1
5.2.10,5.2.10,1
5.3.11,5.3.11,1
5.4.12,5.4.12,1
5.5.13,5.5.13,1
6.1.14,6.1.14,1
6.2.15,6.2.15,1
6.3.16,6.3.16,1
7.1.17,7.1.17,1
7.2.18,7.2.18,1
7.3.19,7.3.19,1
8.1.20,8.1.20,1
9.1.21,9.1.21,1
10.1.22,10.1.22,1
10.2.23,10.2.23,1
10.3.24,10.3.24,1
11.1.25,11.1.25,1
12.1.26,12.1.26,1
12.2.27,12.2.27,1
12.3.28,12.3.28,1
12.4.29,12.4.29,1
12.5.30,12.5.30,1
12.6.31,12.6.31,1
12.7.32,12.7.32,1
12.8.33,12.8.33,1
12.9.34,12.9.34,1
12.10.35,12.10.35,1
12.11.36,12.11.36,1
12.12.37,12.12.37,1
12.13.38,12.13.38,1
12.14.39,12.14.39,1
12.15.40,12.15.40,1
12.16.41,12.16.41,1
12.17.42,12.17.42,1
12.18.43,12.18.43,1
12.19.44,12.19.44,1
13.1.45,_,0
14.1.46,_,0
15.1.47,_,0
16.1.48,_,0
16.2.49,_,0
16.3.50,_,0
17.1.51,_,0
17.2.52,_,0
17.3.53,_,0
18.1.54,_,0
19.1.55,_,0
19.2.56,_,0
20.1.57,_,0
20.2.58,_,0
21.1.59,_,0
22.1.60,_,0
23.1.61,_,0
23.2.62,_,0
23.3.63,_,0
23.4.64,_,0
23.5.65,_,0
24.1.66,_,0
24.2.67,_,0
24.3.68,_,0
24.4.69,_,0
24.5.70,_,0
24.6.71,_,0
24.7.72,_,0
25.1.73,_,0
26.1.74,_,0
26.2.75,_,0
27.1.76,_,0
28.1.77,_,0
29.1.78,_,0
29.2.79,_,0
30.1.80,13.1.45,1
31.1.81,14.1.46,1
