_,2.1.2,0
1.1.1,1.1.1,0.6962295
2.1.2,3.1.3,1
3.1.3,4.1.4,1
4.1.4,5.1.5,1
4.2.5,5.2.6,1
4.3.6,5.3.7,1
4.4.7,5.4.8,1
5.1.8,6.1.9,1
5.2.9,6.2.10,1
5.3.10,6.3.11,1
5.4.11,6.4.12,1
5.5.12,6.5.13,1
5.6.13,6.6.14,1
5.7.14,6.7.15,1
6.1.15,7.1.16,1
6.2.16,7.2.17,1
6.3.17,7.3.18,1
6.4.18,7.4.19,1
6.5.19,7.5.20,1
7.1.20,8.1.21,1
8.1.21,9.1.22,1
8.2.22,9.2.23,1
9.1.23,10.1.24,1
9.2.24,10.2.25,1
9.3.25,10.3.26,1
9.4.26,10.4.27,1
9.5.27,10.5.28,1
9.6.28,10.6.29,1
10.1.29,11.1.30,1
11.1.30,12.1.31,1
12.1.31,13.1.32,1
12.2.32,13.2.33,1
12.3.33,13.3.34,1
12.4.34,13.4.35,1
12.5.35,13.5.36,1
12.6.36,13.6.37,1
13.1.37,14.1.38,1
14.1.38,15.1.39,1
15.1.39,16.1.40,1
16.1.40,17.1.41,1
17.1.41,18.1.42,1
17.2.42,18.2.43,1
17.3.43,18.3.44,1
17.4.44,18.4.45,1
18.1.45,19.1.46,1
18.2.46,19.2.47,1
19.1.47,20.1.48,1
19.2.48,20.2.49,1
19.3.49,20.3.50,1
19.4.50,20.4.51,1
20.1.51,21.1.52,1
21.1.52,22.1.53,1
21.2.53,22.2.54,1
22.1.54,23.1.55,1
23.1.55,24.1.56,1
24.1.56,25.1.57,1
