1.1.1,_,0
37.7.139,36.7.138,1
37.8.140,36.8.139,1
37.9.141,36.9.140,1
37.10.142,36.10.141,1
37.11.143,36.11.142,1
37.12.144,36.12.143,1
37.13.145,36.13.144,1
37.14.146,36.14.145,1
37.15.147,36.15.146,1
37.16.148,36.16.147,1
37.17.149,36.17.148,1
37.18.150,36.18.149,1
37.19.151,36.19.150,1
38.1.152,37.1.151,1
38.2.153,37.2.152,1
38.3.154,37.3.153,1
39.1.155,38.1.154,1
40.1.156,39.1.155,1
41.1.157,40.1.156,1
42.1.158,41.1.157,1
42.2.159,41.2.158,1
42.3.160,41.3.159,1
42.4.161,41.4.160,1
43.1.162,42.1.161,1
44.1.163,43.1.162,1
45.1.164,44.1.163,1
45.2.165,44.2.164,1
45.3.166,44.3.165,1
45.4.167,44.4.166,1
45.5.168,44.5.167,1
45.6.169,44.6.168,1
45.7.170,44.7.169,1
45.8.171,44.8.170,1
45.9.172,44.9.171,1
45.10.173,44.10.172,1
45.11.174,44.11.173,1
45.12.175,44.12.174,1
45.13.176,44.13.175,1
46.1.177,45.1.176,1
47.1.178,46.1.177,1
48.1.179,47.1.178,1
49.1.180,48.1.179,1
50.1.181,49.1.180,1
50.2.182,49.2.181,1
50.3.183,49.3.182,1
50.4.184,49.4.183,1
50.5.185,49.5.184,1
50.6.186,49.6.185,1
50.7.187,49.7.186,1
50.8.188,49.8.187,1
50.9.189,49.9.188,1
50.10.190,49.10.189,1
50.11.191,49.11.190,1
50.12.192,49.12.191,1
50.13.193,49.13.192,1
51.1.194,50.1.193,1
51.2.195,50.2.194,1
51.3.196,50.3.195,1
52.1.197,51.1.196,1
53.1.198,52.1.197,1
53.2.199,52.2.198,1
53.3.200,52.3.199,1
53.4.201,52.4.200,1
53.5.202,52.5.201,1
53.6.203,52.6.202,1
53.7.204,52.7.203,1
53.8.205,52.8.204,1
53.9.206,52.9.205,1
53.10.207,52.10.206,1
53.11.208,52.11.207,1
53.12.209,52.12.208,1
53.13.210,52.13.209,1
53.14.211,52.14.210,1
53.15.212,52.15.211,1
53.16.213,52.16.212,1
53.17.214,52.17.213,1
53.18.215,52.18.214,1
53.19.216,52.19.215,1
53.20.217,52.20.216,1
53.21.218,52.21.217,1
54.1.219,53.1.218,1
55.1.220,54.1.219,1
55.2.221,54.2.220,1
55.3.222,54.3.221,1
55.4.223,54.4.222,1
55.5.224,54.5.223,1
55.6.225,54.6.224,1
55.7.226,54.7.225,1
55.8.227,54.8.226,1
55.9.228,54.9.227,1
55.10.229,54.10.228,1
55.11.230,54.11.229,1
55.12.231,54.12.230,1
55.13.232,54.13.231,1
55.14.233,54.14.232,1
55.15.234,54.15.233,1
55.16.235,54.16.234,1
55.17.236,54.17.235,1
55.18.237,54.18.236,1
55.19.238,54.19.237,1
55.20.239,54.20.238,1
55.21.240,54.21.239,1
55.22.241,54.22.240,1
55.23.242,54.23.241,1
55.24.243,54.24.242,1
55.25.244,54.25.243,1
55.26.245,54.26.244,1
55.27.246,54.27.245,1
55.28.247,54.28.246,1
55.29.248,54.29.247,1
55.30.249,54.30.248,1
55.31.250,54.31.249,1
55.32.251,54.32.250,1
55.33.252,54.33.251,1
55.34.253,54.34.252,1
55.35.254,54.35.253,1
55.36.255,54.36.254,1
55.37.256,54.37.255,1
55.38.257,54.38.256,1
55.39.258,54.39.257,1
55.40.259,54.40.258,1
55.41.260,54.41.259,1
55.42.261,54.42.260,1
55.43.262,54.43.261,1
55.44.263,54.44.262,1
55.45.264,54.45.263,1
55.46.265,54.46.264,1
55.47.266,54.47.265,1
55.48.267,54.48.266,1
55.49.268,54.49.267,1
55.50.269,54.50.268,1
56.1.270,55.1.269,1
57.1.271,56.1.270,1
58.1.272,57.1.271,1
58.2.273,57.2.272,1
58.3.274,57.3.273,1
58.4.275,57.4.274,1
58.5.276,57.5.275,1
58.6.277,57.6.276,1
58.7.278,57.7.277,1
58.8.279,57.8.278,1
58.9.280,57.9.279,1
58.10.281,57.10.280,1
