_,3.1.7,0
_,44.1.88,0
_,44.2.89,0
_,45.1.93,0
_,46.1.97,0
1.1.1,1.1.1,1
1.2.2,1.2.2,1
1.3.3,1.3.3,1
1.4.4,1.4.4,1
1.5.5,1.5.5,1
2.1.6,2.1.6,1
3.1.7,3.2.8,1
3.2.8,3.3.9,1
3.3.9,3.4.10,1
4.1.10,4.1.11,1
5.1.11,5.1.12,1
6.1.12,6.1.13,1
6.2.13,6.2.14,1
6.3.14,6.3.15,1
7.1.15,7.1.16,1
8.1.16,8.1.17,1
9.1.17,9.1.18,1
10.1.18,10.1.19,1
11.1.19,11.1.20,1
11.2.20,11.2.21,1
11.3.21,11.3.22,1
11.4.22,11.4.23,1
12.1.23,12.1.24,1
13.1.24,13.1.25,1
14.1.25,14.1.26,1
15.1.26,15.1.27,1
15.2.27,15.2.28,0.71428573
16.1.28,16.1.29,1
17.1.29,17.1.30,1
18.1.30,18.1.31,1
18.2.31,18.2.32,1
18.3.32,18.3.33,1
18.4.33,18.4.34,1
18.5.34,18.5.35,1
19.1.35,19.1.36,1
20.1.36,20.1.37,1
21.1.37,21.1.38,1
22.1.38,22.1.39,1
23.1.39,23.1.40,1
23.2.40,23.2.41,1
24.1.41,24.1.42,1
24.2.42,24.2.43,1
24.3.43,24.3.44,1
24.4.44,24.4.45,1
25.1.45,25.1.46,1
25.2.46,_,0
25.3.47,_,0
25.4.48,25.2.47,0.6043939
25.5.49,_,0
25.6.50,_,0
26.1.51,26.1.48,1
27.1.52,27.1.49,1
28.1.53,28.1.50,1
28.2.54,28.2.51,1
28.3.55,28.3.52,1
28.4.56,28.4.53,1
29.1.57,29.1.54,0.90649354
30.1.58,30.1.55,1
30.2.59,30.2.56,1
30.3.60,30.3.57,1
30.4.61,30.4.58,1
31.1.62,31.1.59,1
32.1.63,32.1.60,1
33.1.64,33.1.61,1
34.1.65,34.1.62,1
34.2.66,34.2.63,1
34.3.67,34.3.64,1
34.4.68,34.4.65,1
34.5.69,34.5.66,1
34.6.70,34.6.67,1
35.1.71,35.1.68,1
36.1.72,36.1.69,1
36.2.73,36.2.70,1
36.3.74,36.3.71,1
36.4.75,36.4.72,1
36.5.76,36.5.73,1
36.6.77,36.6.74,1
36.7.78,36.7.75,1
36.8.79,36.8.76,1
37.1.80,37.1.77,1
37.2.81,37.2.78,1
37.3.82,37.3.79,1
38.1.83,38.1.80,1
39.1.84,39.1.81,1
40.1.85,40.1.82,1
41.1.86,41.1.83,0.9467329
42.1.87,42.1.84,1
42.2.88,42.2.85,1
43.1.89,_,0
43.2.90,43.1.86,1
43.3.91,43.2.87,1
44.1.92,_,0
44.2.93,_,0
44.3.94,_,0
44.4.95,44.3.90,1
44.5.96,44.4.91,1
44.6.97,44.5.92,1
45.1.98,_,0
45.2.99,45.2.94,1
45.3.100,45.3.95,1
45.4.101,45.4.96,1
46.1.102,_,0
46.2.103,_,0
46.3.104,_,0
46.4.105,46.2.98,1
46.5.106,46.3.99,1
46.6.107,46.4.100,1
46.7.108,46.5.101,1
46.8.109,46.6.102,1
46.9.110,46.7.103,1
46.10.111,46.8.104,1
46.11.112,46.9.105,1
46.12.113,46.10.106,1
46.13.114,46.11.107,1
46.14.115,46.12.108,1
46.15.116,46.13.109,1
46.16.117,46.14.110,1
46.17.118,46.15.111,1
47.1.119,47.1.112,1
47.2.120,47.2.113,1
47.3.121,47.3.114,1
47.4.122,47.4.115,1
47.5.123,47.5.116,1
47.6.124,47.6.117,1
47.7.125,47.7.118,1
47.8.126,47.8.119,1
47.9.127,47.9.120,1
47.10.128,47.10.121,1
47.11.129,47.11.122,1
47.12.130,47.12.123,1
47.13.131,47.13.124,1
47.14.132,47.14.125,1
47.15.133,47.15.126,1
47.16.134,47.16.127,1
47.17.135,47.17.128,1
47.18.136,47.18.129,1
47.19.137,47.19.130,1
47.20.138,47.20.131,1
47.21.139,47.21.132,1
47.22.140,47.22.133,1
47.23.141,47.23.134,1
47.24.142,47.24.135,1
47.25.143,47.25.136,1
47.26.144,47.26.137,1
47.27.145,47.27.138,1
47.28.146,47.28.139,1
47.29.147,47.29.140,1
47.30.148,47.30.141,1
47.31.149,47.31.142,1
47.32.150,47.32.143,1
47.33.151,47.33.144,1
48.1.152,48.1.145,1
48.2.153,48.2.146,1
49.1.154,49.1.147,1
49.2.155,_,0
49.3.156,49.2.148,0.7369678
49.4.157,49.3.149,1
49.5.158,49.4.150,1
