_,8.1.9,0
_,9.1.10,0
1.1.1,1.1.1,0.81162715
2.1.2,2.1.2,1
3.1.3,3.1.3,0.83271474
4.1.4,4.1.4,1
4.2.5,4.2.5,1
5.1.6,5.1.6,1
6.1.7,6.1.7,1
7.1.8,7.1.8,1
8.1.9,10.1.11,0.8548857
9.1.10,11.1.12,1
10.1.11,12.1.13,1
11.1.12,13.1.14,1
12.1.13,14.1.15,1
13.1.14,15.1.16,1
13.2.15,15.2.17,1
13.3.16,15.3.18,1
13.4.17,15.4.19,1
14.1.18,16.1.20,1
15.1.19,17.1.21,1
16.1.20,18.1.22,0.8354839
17.1.21,19.1.23,1
18.1.22,20.1.24,1
18.2.23,20.2.25,1
19.1.24,21.1.26,1
20.1.25,22.1.27,1
21.1.26,23.1.28,1
22.1.27,24.1.29,1
22.2.28,24.2.30,1
22.3.29,24.3.31,1
22.4.30,24.4.32,1
22.5.31,24.5.33,1
22.6.32,24.6.34,1
22.7.33,24.7.35,1
22.8.34,24.8.36,1
22.9.35,24.9.37,1
22.10.36,24.10.38,1
22.11.37,24.11.39,1
22.12.38,24.12.40,1
22.13.39,24.13.41,1
22.14.40,24.14.42,1
22.15.41,24.15.43,1
22.16.42,24.16.44,1
22.17.43,24.17.45,1
23.1.44,25.1.46,1
24.1.45,26.1.47,1
24.2.46,26.2.48,1
25.1.47,27.1.49,1
26.1.48,28.1.50,1
26.2.49,28.2.51,1
26.3.50,28.3.52,1
27.1.51,29.1.53,1
28.1.52,30.1.54,1
29.1.53,31.1.55,1
30.1.54,32.1.56,1
30.2.55,32.2.57,1
30.3.56,32.3.58,1
30.4.57,32.4.59,1
30.5.58,32.5.60,1
30.6.59,32.6.61,1
30.7.60,32.7.62,1
30.8.61,32.8.63,1
30.9.62,32.9.64,1
30.10.63,32.10.65,1
30.11.64,32.11.66,1
30.12.65,32.12.67,1
30.13.66,32.13.68,1
30.14.67,32.14.69,1
30.15.68,32.15.70,1
30.16.69,32.16.71,1
31.1.70,33.1.72,1
32.1.71,34.1.73,1
32.2.72,34.2.74,1
