_,1.1.1,0
1.1.1,2.1.2,0.711666
2.1.2,3.1.3,1
3.1.3,4.1.4,1
4.1.4,5.1.5,1
5.1.5,6.1.6,1
5.2.6,6.2.7,1
5.3.7,6.3.8,1
6.1.8,7.1.9,1
6.2.9,7.2.10,1
6.3.10,7.3.11,1
6.4.11,7.4.12,1
6.5.12,7.5.13,1
6.6.13,7.6.14,1
6.7.14,7.7.15,1
6.8.15,7.8.16,1
6.9.16,7.9.17,1
6.10.17,7.10.18,1
7.1.18,8.1.19,1
7.2.19,8.2.20,1
7.3.20,8.3.21,1
7.4.21,8.4.22,1
8.1.22,9.1.23,1
8.2.23,9.2.24,1
8.3.24,9.3.25,1
8.4.25,9.4.26,1
9.1.26,10.1.27,1
9.2.27,10.2.28,1
9.3.28,10.3.29,1
9.4.29,10.4.30,1
9.5.30,10.5.31,1
9.6.31,10.6.32,1
9.7.32,10.7.33,1
9.8.33,10.8.34,1
9.9.34,10.9.35,1
10.1.35,11.1.36,1
10.2.36,11.2.37,1
10.3.37,11.3.38,1
11.1.38,12.1.39,1
11.2.39,12.2.40,1
11.3.40,12.3.41,1
12.1.41,13.1.42,1
13.1.42,14.1.43,1
14.1.43,15.1.44,1
15.1.44,16.1.45,1
16.1.45,17.1.46,1
17.1.46,18.1.47,1
18.1.47,19.1.48,1
19.1.48,20.1.49,1
19.2.49,20.2.50,1
19.3.50,20.3.51,1
19.4.51,20.4.52,1
20.1.52,21.1.53,1
20.2.53,21.2.54,1
20.3.54,21.3.55,1
20.4.55,21.4.56,1
20.5.56,21.5.57,1
21.1.57,22.1.58,1
22.1.58,23.1.59,1
23.1.59,24.1.60,1
23.2.60,24.2.61,1
23.3.61,24.3.62,1
23.4.62,24.4.63,1
23.5.63,24.5.64,1
