_,3.1.7,0
_,29.66.161,0
1.1.1,1.1.1,1
1.2.2,1.2.2,1
1.3.3,1.3.3,1
1.4.4,1.4.4,1
1.5.5,1.5.5,1
2.1.6,2.1.6,1
3.1.7,4.1.8,1
4.1.8,5.1.9,1
4.2.9,5.2.10,1
4.3.10,5.3.11,1
5.1.11,6.1.12,1
6.1.12,7.1.13,1
7.1.13,8.1.14,1
8.1.14,9.1.15,1
8.2.15,9.2.16,1
8.3.16,9.3.17,1
8.4.17,9.4.18,1
8.5.18,9.5.19,1
8.6.19,9.6.20,1
8.7.20,9.7.21,1
8.8.21,9.8.22,1
8.9.22,9.9.23,1
9.1.23,10.1.24,1
9.2.24,10.2.25,1
9.3.25,10.3.26,1
10.1.26,11.1.27,1
10.2.27,11.2.28,1
11.1.28,12.1.29,1
12.1.29,13.1.30,1
13.1.30,14.1.31,1
13.2.31,14.2.32,1
13.3.32,14.3.33,1
14.1.33,15.1.34,1
14.2.34,15.2.35,1
14.3.35,15.3.36,1
14.4.36,15.4.37,1
14.5.37,15.5.38,1
14.6.38,15.6.39,1
14.7.39,15.7.40,1
14.8.40,15.8.41,1
14.9.41,15.9.42,1
14.10.42,15.10.43,1
14.11.43,15.11.44,1
14.12.44,15.12.45,1
14.13.45,15.13.46,1
14.14.46,15.14.47,1
14.15.47,15.15.48,1
14.16.48,15.16.49,1
14.17.49,15.17.50,1
14.18.50,15.18.51,1
14.19.51,15.19.52,1
15.1.52,16.1.53,1
16.1.53,17.1.54,1
16.2.54,17.2.55,1
17.1.55,18.1.56,1
18.1.56,19.1.57,1
19.1.57,20.1.58,1
20.1.58,21.1.59,1
21.1.59,22.1.60,1
21.2.60,22.2.61,1
21.3.61,22.3.62,1
22.1.62,23.1.63,1
22.2.63,23.2.64,1
22.3.64,23.3.65,1
22.4.65,23.4.66,1
22.5.66,23.5.67,1
22.6.67,23.6.68,1
22.7.68,23.7.69,1
22.8.69,23.8.70,1
22.9.70,23.9.71,1
22.10.71,23.10.72,1
22.11.72,23.11.73,1
22.12.73,23.12.74,1
22.13.74,23.13.75,1
22.14.75,23.14.76,1
22.15.76,23.15.77,1
22.16.77,23.16.78,1
22.17.78,23.17.79,1
22.18.79,23.18.80,1
22.19.80,23.19.81,1
22.20.81,23.20.82,1
23.1.82,24.1.83,1
23.2.83,24.2.84,1
24.1.84,25.1.85,1
24.2.85,25.2.86,1
24.3.86,25.3.87,1
24.4.87,25.4.88,1
25.1.88,26.1.89,1
25.2.89,26.2.90,1
25.3.90,26.3.91,1
25.4.91,26.4.92,1
25.5.92,26.5.93,1
26.1.93,27.1.94,1
27.1.94,28.1.95,1
28.1.95,29.1.96,1
28.2.96,29.2.97,1
28.3.97,29.3.98,1
28.4.98,29.4.99,1
28.5.99,29.5.100,1
28.6.100,29.6.101,1
28.7.101,29.7.102,1
28.8.102,29.8.103,1
28.9.103,29.9.104,1
28.10.104,29.10.105,1
28.11.105,29.11.106,1
28.12.106,29.12.107,1
28.13.107,29.13.108,1
28.14.108,29.14.109,1
28.15.109,29.15.110,1
28.16.110,29.16.111,1
28.17.111,29.17.112,1
28.18.112,29.18.113,1
28.19.113,29.19.114,1
28.20.114,29.20.115,1
28.21.115,29.21.116,1
28.22.116,29.22.117,1
28.23.117,29.23.118,1
28.24.118,29.24.119,1
28.25.119,29.25.120,1
28.26.120,29.26.121,1
28.27.121,29.27.122,1
28.28.122,29.28.123,1
28.29.123,29.29.124,1
28.30.124,29.30.125,1
28.31.125,29.31.126,1
28.32.126,29.32.127,1
28.33.127,29.33.128,1
28.34.128,29.34.129,1
28.35.129,29.35.130,1
28.36.130,29.36.131,1
28.37.131,29.37.132,1
28.38.132,29.38.133,1
28.39.133,29.39.134,1
28.40.134,29.40.135,1
28.41.135,29.41.136,1
28.42.136,29.42.137,1
28.43.137,29.43.138,1
28.44.138,29.44.139,1
28.45.139,29.45.140,1
28.46.140,29.46.141,1
28.47.141,29.47.142,1
28.48.142,29.48.143,1
28.49.143,29.49.144,1
28.50.144,29.50.145,1
28.51.145,29.51.146,1
28.52.146,29.52.147,1
28.53.147,29.53.148,1
28.54.148,29.54.149,1
28.55.149,29.55.150,1
28.56.150,29.56.151,1
28.57.151,29.58.153,0.9037027
28.58.152,29.57.152,1
28.59.153,29.59.154,1
28.60.154,29.60.155,1
28.61.155,29.61.156,1
28.62.156,29.62.157,1
28.63.157,29.63.158,1
28.64.158,29.64.159,1
28.65.159,29.65.160,1
28.66.160,29.67.162,1
29.1.161,30.1.163,1
30.1.162,31.1.164,1
30.2.163,31.2.165,1
31.1.164,32.1.166,1
32.1.165,33.1.167,1
32.2.166,33.2.168,1
33.1.167,34.1.169,1
33.2.168,34.2.170,1
33.3.169,34.3.171,1
33.4.170,34.4.172,1
34.1.171,35.1.173,1
35.1.172,36.1.174,1
36.1.173,37.1.175,1
37.1.174,38.1.176,1
37.2.175,38.2.177,1
37.3.176,38.3.178,1
37.4.177,38.4.179,1
37.5.178,38.5.180,1
