_,6.1.8,0
_,11.2.20,0
_,33.2.64,0
1.1.1,1.1.1,1
2.1.2,2.1.2,1
3.1.3,3.1.3,1
4.1.4,6.2.9,0.8535218
5.1.5,4.1.4,1
5.2.6,4.2.5,1
5.3.7,4.3.6,1
6.1.8,5.1.7,1
7.1.9,7.1.10,1
7.2.10,7.2.11,1
8.1.11,8.1.12,1
9.1.12,9.1.13,1
9.2.13,9.2.14,1
9.3.14,9.3.15,1
9.4.15,9.4.16,1
9.5.16,9.5.17,1
10.1.17,10.1.18,1
11.1.18,11.1.19,1
11.2.19,11.3.21,1
12.1.20,12.1.22,1
13.1.21,13.1.23,1
14.1.22,14.1.24,1
15.1.23,15.1.25,1
15.2.24,15.2.26,1
16.1.25,16.1.27,1
16.2.26,16.2.28,1
17.1.27,17.1.29,1
18.1.28,18.1.30,1
18.2.29,18.2.31,1
19.1.30,19.1.32,1
19.2.31,19.2.33,1
20.1.32,20.1.34,1
21.1.33,21.1.35,1
22.1.34,22.1.36,1
22.2.35,22.2.37,1
22.3.36,22.3.38,1
22.4.37,22.4.39,1
22.5.38,22.5.40,1
23.1.39,23.1.41,1
23.2.40,23.2.42,1
24.1.41,24.1.43,1
24.2.42,24.2.44,1
25.1.43,25.1.45,1
26.1.44,26.1.46,1
26.2.45,26.2.47,1
27.1.46,27.1.48,1
27.2.47,27.2.49,1
28.1.48,28.1.50,1
29.1.49,29.1.51,1
30.1.50,_,0
31.1.51,30.1.52,1
31.2.52,30.2.53,1
31.3.53,30.3.54,1
31.4.54,30.4.55,1
31.5.55,30.5.56,1
31.6.56,30.6.57,1
31.7.57,30.7.58,1
32.1.58,_,0
32.2.59,_,0
33.1.60,31.1.59,1
34.1.61,32.1.60,1
34.2.62,32.2.61,1
34.3.63,32.3.62,1
35.1.64,33.1.63,1
35.2.65,33.3.65,1
