_,1.1.1,0
_,1.2.2,0
_,1.3.3,0
_,1.4.4,0
_,1.5.5,0
_,9.1.15,0
_,10.1.16,0
_,12.1.24,0
_,45.2.81,0
_,58.1.113,0
1.1.1,_,0
2.1.2,2.1.6,1
3.1.3,3.1.7,0.8961929
4.1.4,4.1.8,1
5.1.5,5.1.9,0.89897454
6.1.6,6.1.10,1
7.1.7,7.1.11,1
7.2.8,7.2.12,1
7.3.9,7.3.13,0.93156934
8.1.10,8.1.14,1
9.1.11,11.1.17,1
9.2.12,11.2.18,1
9.3.13,11.3.19,1
9.4.14,11.4.20,1
9.5.15,11.5.21,1
9.6.16,11.6.22,1
9.7.17,11.7.23,1
10.1.18,_,0
10.2.19,12.2.25,1
11.1.20,13.1.26,1
11.2.21,13.2.27,1
12.1.22,14.1.28,1
12.2.23,14.2.29,1
13.1.24,15.1.30,0.9931035
14.1.25,16.1.31,1
14.2.26,16.2.32,1
15.1.27,17.1.33,1
16.1.28,18.1.34,1
17.1.29,19.1.35,1
18.1.30,20.1.36,0.98941183
19.1.31,21.1.37,1
19.2.32,21.2.38,1
20.1.33,22.1.39,1
20.2.34,22.2.40,1
21.1.35,23.1.41,1
21.2.36,23.2.42,1
22.1.37,24.1.43,1
23.1.38,25.1.44,1
23.2.39,25.2.45,1
23.3.40,25.3.46,1
24.1.41,26.1.47,0.9972851
25.1.42,27.1.48,1
26.1.43,28.1.49,1
26.2.44,28.2.50,1
26.3.45,28.3.51,1
27.1.46,29.1.52,1
27.2.47,29.2.53,1
27.3.48,29.3.54,1
27.4.49,29.4.55,1
27.5.50,29.5.56,1
27.6.51,29.6.57,1
28.1.52,30.1.58,1
29.1.53,31.1.59,1
30.1.54,32.1.60,0.9963856
31.1.55,33.1.61,1
31.2.56,33.2.62,1
32.1.57,34.1.63,1
32.2.58,34.2.64,1
33.1.59,35.1.65,1
33.2.60,35.2.66,1
34.1.61,36.1.67,1
35.1.62,37.1.68,0.96337676
36.1.63,38.1.69,0.94800866
36.2.64,38.2.70,0.837395
37.1.65,39.1.71,1
38.1.66,40.1.72,1
38.2.67,40.2.73,0.9589174
39.1.68,41.1.74,1
40.1.69,42.1.75,1
40.2.70,42.2.76,1
41.1.71,43.1.77,1
41.2.72,43.2.78,1
42.1.73,44.1.79,0.954
43.1.74,45.1.80,0.9289237
43.2.75,45.3.82,1
44.1.76,46.1.83,0.9407743
45.1.77,47.1.84,1
45.2.78,47.2.85,1
45.3.79,47.3.86,1
45.4.80,47.4.87,1
46.1.81,48.1.88,1
46.2.82,48.2.89,1
47.1.83,49.1.90,0.96230173
48.1.84,50.1.91,1
49.1.85,51.1.92,1
50.1.86,52.1.93,0.918718
50.2.87,52.2.94,1
50.3.88,52.3.95,1
50.4.89,52.4.96,1
50.5.90,52.5.97,1
50.6.91,52.6.98,1
50.7.92,52.7.99,1
50.8.93,52.8.100,1
50.9.94,52.9.101,1
50.10.95,52.10.102,1
50.11.96,52.11.103,1
50.12.97,52.12.104,0.9903226
51.1.98,53.1.105,1
51.2.99,53.2.106,1
52.1.100,54.1.107,1
52.2.101,54.2.108,1
53.1.102,55.1.109,1
53.2.103,55.2.110,1
54.1.104,56.1.111,0.8728267
55.1.105,57.1.112,1
56.1.106,_,0
57.1.107,59.1.114,1
57.2.108,59.2.115,1
57.3.109,59.3.116,1
58.1.110,60.1.117,1
58.2.111,60.2.118,1
59.1.112,61.1.119,1
60.1.113,62.1.120,1
60.2.114,62.2.121,1
60.3.115,62.3.122,1
61.1.116,63.1.123,1
62.1.117,64.1.124,1
63.1.118,65.1.125,1
64.1.119,66.1.126,1
65.1.120,67.1.127,1
66.1.121,68.1.128,0.99464285
67.1.122,69.1.129,1
68.1.123,70.1.130,1
69.1.124,71.1.131,1
