_,3.1.3,0
_,6.1.14,0
1.1.1,1.1.1,1
2.1.2,2.1.2,1
3.1.3,_,0
4.1.4,_,0
5.1.5,_,0
5.2.6,_,0
5.3.7,_,0
6.1.8,_,0
6.2.9,_,0
6.3.10,_,0
7.1.11,_,0
8.1.12,_,0
8.2.13,_,0
9.1.14,4.1.4,1
9.2.15,4.2.5,1
9.3.16,4.3.6,1
9.4.17,4.4.7,1
9.5.18,4.5.8,1
9.6.19,4.6.9,1
9.7.20,4.7.10,1
9.8.21,4.8.11,1
10.1.22,_,0
11.1.23,_,0
11.2.24,_,0
11.3.25,_,0
11.4.26,_,0
11.5.27,_,0
11.6.28,_,0
12.1.29,5.1.12,0.4530802
12.2.30,5.2.13,1
13.1.31,_,0
13.2.32,6.2.15,1
14.1.33,_,0
15.1.34,_,0
16.1.35,_,0
16.2.36,_,0
16.3.37,_,0
16.4.38,_,0
16.5.39,_,0
16.6.40,_,0
16.7.41,_,0
17.1.42,_,0
18.1.43,9.1.20,0.55971646
18.2.44,9.2.21,1
18.3.45,9.3.22,1
18.4.46,_,0
18.5.47,10.1.23,0.790603
18.6.48,10.2.24,1
18.7.49,10.3.25,1
18.8.50,10.4.26,1
18.9.51,10.5.27,1
19.1.52,7.2.17,0.4842785
20.1.53,7.1.16,0.66963106
20.2.54,7.2.17,0.79188067
21.1.55,_,0
22.1.56,8.1.18,0.74037254
22.2.57,8.2.19,0.79123664
