_,2.1.2,0
_,3.1.3,0
_,28.2.68,0
_,28.3.69,0
1.1.1,1.1.1,1
2.1.2,4.1.4,0.7353241
3.1.3,5.1.5,1
4.1.4,6.1.6,1
5.1.5,7.1.7,1
5.2.6,7.2.8,1
5.3.7,7.3.9,1
5.4.8,7.4.10,1
5.5.9,7.5.11,1
5.6.10,7.6.12,1
5.7.11,7.7.13,1
5.8.12,7.8.14,1
5.9.13,7.9.15,1
5.10.14,7.10.16,1
5.11.15,7.11.17,1
5.12.16,7.12.18,1
6.1.17,8.1.19,1
7.1.18,9.1.20,1
8.1.19,10.1.21,1
9.1.20,11.1.22,1
10.1.21,12.1.23,1
11.1.22,13.1.24,1
12.1.23,14.1.25,1
13.1.24,15.1.26,1
13.2.25,15.2.27,1
13.3.26,15.3.28,1
14.1.27,16.1.29,1
15.1.28,17.1.30,1
16.1.29,18.1.31,1
16.2.30,18.2.32,1
16.3.31,18.3.33,1
16.4.32,18.4.34,1
16.5.33,18.5.35,1
16.6.34,18.6.36,1
16.7.35,18.7.37,1
16.8.36,18.8.38,1
16.9.37,18.9.39,1
16.10.38,18.10.40,1
16.11.39,18.11.41,1
16.12.40,18.12.42,1
16.13.41,18.13.43,1
17.1.42,19.1.44,1
18.1.43,20.1.45,1
18.2.44,20.2.46,1
18.3.45,20.3.47,1
19.1.46,21.1.48,1
20.1.47,22.1.49,1
21.1.48,23.1.50,1
22.1.49,24.1.51,1
22.2.50,24.2.52,1
22.3.51,24.3.53,1
23.1.52,25.1.54,1
23.2.53,25.2.55,1
24.1.54,26.1.56,1
24.2.55,26.2.57,1
24.3.56,26.3.58,1
24.4.57,26.4.59,1
24.5.58,26.5.60,1
24.6.59,26.6.61,1
25.1.60,27.1.62,1
25.2.61,27.2.63,1
25.3.62,27.3.64,1
25.4.63,27.4.65,0.78516835
25.5.64,27.5.66,1
26.1.65,28.1.67,1
26.2.66,_,0
26.3.67,_,0
27.1.68,29.1.70,1
27.2.69,29.2.71,1
27.3.70,29.3.72,1
27.4.71,29.4.73,1
27.5.72,29.5.74,1
