1.1.1,_,0
26.27.139,25.27.138,1
26.28.140,25.28.139,1
26.29.141,25.29.140,1
26.30.142,25.30.141,1
26.31.143,25.31.142,1
26.32.144,25.32.143,1
26.33.145,25.33.144,1
26.34.146,25.34.145,1
26.35.147,25.35.146,1
26.36.148,25.36.147,1
26.37.149,25.37.148,1
26.38.150,25.38.149,1
26.39.151,25.39.150,1
27.1.152,26.1.151,1
28.1.153,27.1.152,1
28.2.154,27.2.153,1
28.3.155,27.3.154,1
28.4.156,27.4.155,1
28.5.157,27.5.156,1
28.6.158,27.6.157,1
28.7.159,27.7.158,1
28.8.160,27.8.159,1
28.9.161,27.9.160,1
28.10.162,27.10.161,1
28.11.163,27.11.162,1
28.12.164,27.12.163,1
28.13.165,27.13.164,1
28.14.166,27.14.165,1
28.15.167,27.15.166,1
28.16.168,27.16.167,1
28.17.169,27.17.168,1
29.1.170,28.1.169,1
30.1.171,29.1.170,1
31.1.172,30.1.171,1
32.1.173,31.1.172,1
33.1.174,32.1.173,1
33.2.175,32.2.174,1
33.3.176,32.3.175,1
33.4.177,32.4.176,1
33.5.178,32.5.177,1
34.1.179,33.1.178,1
35.1.180,34.1.179,1
36.1.181,35.1.180,1
36.2.182,35.2.181,1
36.3.183,35.3.182,1
36.4.184,35.4.183,1
36.5.185,35.5.184,1
36.6.186,35.6.185,1
36.7.187,35.7.186,1
36.8.188,35.8.187,1
37.1.189,36.1.188,1
37.2.190,36.2.189,1
37.3.191,36.3.190,1
38.1.192,37.1.191,1
39.1.193,38.1.192,1
39.2.194,38.2.193,1
39.3.195,38.3.194,1
39.4.196,38.4.195,1
40.1.197,39.1.196,1
41.1.198,40.1.197,1
42.1.199,41.1.198,1
43.1.200,42.1.199,1
43.2.201,42.2.200,1
43.3.202,42.3.201,1
43.4.203,42.4.202,1
43.5.204,42.5.203,1
43.6.205,42.6.204,1
43.7.206,42.7.205,1
43.8.207,42.8.206,1
43.9.208,42.9.207,1
43.10.209,42.10.208,1
43.11.210,42.11.209,1
44.1.211,43.1.210,1
44.2.212,43.2.211,1
44.3.213,43.3.212,1
44.4.214,43.4.213,1
44.5.215,43.5.214,1
44.6.216,43.6.215,1
44.7.217,43.7.216,1
44.8.218,43.8.217,1
44.9.219,43.9.218,1
44.10.220,43.10.219,1
44.11.221,43.11.220,1
44.12.222,43.12.221,1
45.1.223,44.1.222,1
46.1.224,45.1.223,1
