1.1.1,1.1.1,0.9809524
2.1.2,2.1.2,1
3.1.3,3.1.3,1
4.1.4,4.1.4,1
5.1.5,5.1.5,1
5.2.6,5.2.6,1
5.3.7,5.3.7,1
5.4.8,5.4.8,1
5.5.9,5.5.9,1
5.6.10,5.6.10,1
5.7.11,5.7.11,1
5.8.12,5.8.12,1
5.9.13,5.9.13,1
5.10.14,5.10.14,1
5.11.15,5.11.15,1
5.12.16,5.12.16,1
5.13.17,5.13.17,1
5.14.18,5.14.18,1
5.15.19,5.15.19,1
5.16.20,5.16.20,1
5.17.21,5.17.21,1
6.1.22,6.1.22,1
7.1.23,7.1.23,1
7.2.24,7.2.24,1
7.3.25,7.3.25,1
7.4.26,7.4.26,1
7.5.27,7.5.27,1
7.6.28,7.6.28,1
7.7.29,7.7.29,1
7.8.30,7.8.30,1
7.9.31,7.9.31,1
7.10.32,7.10.32,1
7.11.33,7.11.33,1
7.12.34,7.12.34,1
7.13.35,7.13.35,1
8.1.36,8.1.36,1
9.1.37,9.1.37,1
10.1.38,10.1.38,1
11.1.39,11.1.39,1
12.1.40,12.1.40,1
13.1.41,13.1.41,1
13.2.42,13.2.42,1
13.3.43,13.3.43,1
13.4.44,13.4.44,1
13.5.45,13.5.45,1
13.6.46,13.6.46,1
13.7.47,13.7.47,1
13.8.48,13.8.48,1
13.9.49,13.9.49,1
13.10.50,13.10.50,1
13.11.51,13.11.51,1
13.12.52,13.12.52,1
14.1.53,14.1.53,1
15.1.54,15.1.54,1
