_,3.2.4,0
_,3.3.5,0
1.1.1,1.1.1,1
2.1.2,2.1.2,1
3.1.3,3.1.3,0.9222176
4.1.4,4.1.6,1
5.1.5,5.1.7,1
6.1.6,6.1.8,1
6.2.7,6.2.9,1
6.3.8,6.3.10,1
7.1.9,7.1.11,1
7.2.10,7.2.12,1
8.1.11,8.1.13,1
8.2.12,8.2.14,1
8.3.13,8.3.15,1
8.4.14,8.4.16,1
8.5.15,8.5.17,1
9.1.16,9.1.18,1
10.1.17,10.1.19,1
11.1.18,11.1.20,1
11.2.19,11.2.21,1
11.3.20,11.3.22,1
12.1.21,12.1.23,1
13.1.22,13.1.24,1
13.2.23,13.2.25,1
13.3.24,13.3.26,1
13.4.25,13.4.27,1
13.5.26,13.5.28,1
13.6.27,13.6.29,1
13.7.28,13.7.30,1
14.1.29,14.1.31,1
15.1.30,15.1.32,1
16.1.31,16.1.33,1
16.2.32,16.2.34,1
16.3.33,16.3.35,1
16.4.34,16.4.36,1
16.5.35,16.5.37,1
17.1.36,17.1.38,1
18.1.37,18.1.39,1
19.1.38,19.1.40,1
19.2.39,19.2.41,1
19.3.40,19.3.42,1
19.4.41,19.4.43,1
19.5.42,19.5.44,1
19.6.43,19.6.45,1
19.7.44,19.7.46,1
19.8.45,19.8.47,1
19.9.46,19.9.48,1
20.1.47,20.1.49,1
20.2.48,20.2.50,1
20.3.49,20.3.51,1
20.4.50,20.4.52,1
20.5.51,20.5.53,1
21.1.52,21.1.54,1
22.1.53,22.1.55,1
23.1.54,23.1.56,1
23.2.55,23.2.57,1
23.3.56,23.3.58,1
23.4.57,23.4.59,1
23.5.58,23.5.60,1
24.1.59,24.1.61,1
25.1.60,25.1.62,1
26.1.61,26.1.63,1
26.2.62,26.2.64,1
27.1.63,27.1.65,1
28.1.64,28.1.66,1
28.2.65,28.2.67,1
28.3.66,28.3.68,1
28.4.67,28.4.69,1
28.5.68,28.5.70,1
28.6.69,28.6.71,1
28.7.70,28.7.72,1
29.1.71,29.1.73,1
30.1.72,30.1.74,1
30.2.73,30.2.75,1
30.3.74,30.3.76,1
30.4.75,30.4.77,1
30.5.76,30.5.78,1
30.6.77,30.6.79,1
30.7.78,30.7.80,1
31.1.79,31.1.81,1
32.1.80,32.1.82,1
33.1.81,33.1.83,1
33.2.82,33.2.84,1
33.3.83,33.3.85,1
33.4.84,33.4.86,1
33.5.85,33.5.87,1
34.1.86,34.1.88,1
35.1.87,35.1.89,1
36.1.88,36.1.90,1
36.2.89,36.2.91,1
36.3.90,36.3.92,1
36.4.91,36.4.93,1
36.5.92,36.5.94,1
36.6.93,36.6.95,1
36.7.94,36.7.96,1
37.1.95,37.1.97,1
38.1.96,38.1.98,1
38.2.97,38.2.99,1
38.3.98,38.3.100,1
39.1.99,39.1.101,1
40.1.100,40.1.102,1
40.2.101,40.2.103,1
40.3.102,40.3.104,1
40.4.103,40.4.105,1
40.5.104,40.5.106,1
40.6.105,40.6.107,1
40.7.106,40.7.108,1
40.8.107,40.8.109,1
40.9.108,40.9.110,1
41.1.109,41.1.111,1
42.1.110,42.1.112,1
42.2.111,42.2.113,1
42.3.112,42.3.114,1
43.1.113,43.1.115,1
43.2.114,43.2.116,1
43.3.115,43.3.117,1
43.4.116,43.4.118,1
43.5.117,43.5.119,1
43.6.118,43.6.120,1
43.7.119,43.7.121,1
43.8.120,43.8.122,1
43.9.121,43.9.123,1
43.10.122,43.10.124,1
43.11.123,43.11.125,1
43.12.124,43.12.126,1
43.13.125,43.13.127,1
43.14.126,43.14.128,1
43.15.127,43.15.129,1
43.16.128,43.16.130,1
44.1.129,44.1.131,1
45.1.130,45.1.132,1
46.1.131,46.1.133,1
46.2.132,46.2.134,1
47.1.133,47.1.135,1
47.2.134,47.2.136,1
47.3.135,47.3.137,1
47.4.136,47.4.138,1
47.5.137,47.5.139,1
47.6.138,47.6.140,1
47.7.139,47.7.141,1
47.8.140,47.8.142,1
48.1.141,48.1.143,1
