_,1.1.1,0
_,1.2.2,0
_,1.3.3,0
_,1.4.4,0
_,1.5.5,0
_,16.1.37,0
1.1.1,_,0
2.1.2,2.1.6,1
3.1.3,3.1.7,1
4.1.4,4.1.8,1
5.1.5,5.1.9,1
6.1.6,6.1.10,0.92314905
7.1.7,7.1.11,1
7.2.8,7.2.12,0.7808434
7.3.9,7.3.13,1
7.4.10,7.4.14,1
8.1.11,8.1.15,1
9.1.12,9.1.16,1
9.2.13,9.2.17,1
9.3.14,9.3.18,1
9.4.15,9.4.19,1
10.1.16,10.1.20,1
11.1.17,11.1.21,1
11.2.18,11.2.22,0.7908511
11.3.19,11.3.23,1
11.4.20,11.4.24,1
12.1.21,12.1.25,1
12.2.22,12.2.26,0.878286
12.3.23,12.3.27,1
12.4.24,12.4.28,1
12.5.25,12.5.29,1
13.1.26,13.1.30,1
13.2.27,13.2.31,1
13.3.28,13.3.32,1
13.4.29,13.4.33,1
13.5.30,13.5.34,1
14.1.31,14.1.35,1
15.1.32,15.1.36,1
16.1.33,_,0
17.1.34,17.1.38,1
18.1.35,18.1.39,0.5667552
18.2.36,18.2.40,1
19.1.37,_,0
20.1.38,_,0
20.2.39,_,0
20.3.40,_,0
20.4.41,_,0
20.5.42,_,0
21.1.43,19.1.41,0.73053145
22.1.44,20.1.42,1
22.2.45,20.2.43,1
22.3.46,20.3.44,0.7382362
22.4.47,20.4.45,1
22.5.48,20.5.46,1
22.6.49,20.6.47,1
22.7.50,20.7.48,1
22.8.51,20.8.49,1
22.9.52,20.9.50,1
22.10.53,20.10.51,1
23.1.54,21.1.52,1
24.1.55,22.1.53,1
25.1.56,23.1.54,1
26.1.57,24.1.55,1
27.1.58,25.1.56,1
28.1.59,26.1.57,1
28.2.60,26.2.58,1
29.1.61,27.1.59,1
29.2.62,27.2.60,1
29.3.63,27.3.61,1
29.4.64,27.4.62,1
30.1.65,28.1.63,1
30.2.66,28.2.64,1
30.3.67,28.3.65,1
31.1.68,29.1.66,1
32.1.69,30.1.67,1
33.1.70,31.1.68,1
33.2.71,31.2.69,1
33.3.72,31.3.70,1
33.4.73,31.4.71,1
33.5.74,31.5.72,0.763626
33.6.75,31.6.73,1
33.7.76,31.7.74,1
34.1.77,32.1.75,1
34.2.78,32.2.76,0.76272845
34.3.79,32.3.77,1
34.4.80,32.4.78,1
35.1.81,33.1.79,1
35.2.82,33.2.80,1
35.3.83,33.3.81,1
35.4.84,33.4.82,1
35.5.85,33.5.83,1
35.6.86,33.6.84,1
36.1.87,34.1.85,1
37.1.88,35.1.86,1
37.2.89,35.2.87,1
37.3.90,35.3.88,1
38.1.91,36.1.89,1
39.1.92,37.1.90,1
40.1.93,38.1.91,1
41.1.94,39.1.92,1
41.2.95,39.2.93,0.775
41.3.96,39.3.94,1
41.4.97,39.4.95,1
42.1.98,40.1.96,1
42.2.99,40.2.97,1
42.3.100,40.3.98,1
43.1.101,41.1.99,1
43.2.102,41.2.100,1
43.3.103,41.3.101,1
44.1.104,42.1.102,1
44.2.105,42.2.103,1
44.3.106,42.3.104,1
44.4.107,42.4.105,1
44.5.108,42.5.106,1
44.6.109,42.6.107,1
44.7.110,42.7.108,1
45.1.111,43.1.109,1
45.2.112,43.2.110,1
45.3.113,43.3.111,1
45.4.114,43.4.112,1
45.5.115,43.5.113,1
45.6.116,43.6.114,1
45.7.117,43.7.115,1
45.8.118,43.8.116,1
45.9.119,43.9.117,1
46.1.120,44.1.118,1
47.1.121,45.1.119,1
47.2.122,45.2.120,1
47.3.123,45.3.121,1
48.1.124,46.1.122,0.9827819
48.2.125,46.2.123,0.7857503
48.3.126,46.3.124,1
48.4.127,46.4.125,1
48.5.128,46.5.126,1
49.1.129,47.1.127,1
50.1.130,48.1.128,1
51.1.131,49.1.129,0.953125
51.2.132,49.2.130,1
51.3.133,49.3.131,1
