_,14.1.30,0
_,14.2.31,0
_,14.3.32,0
_,14.4.33,0
_,14.5.34,0
_,14.6.35,0
_,14.7.36,0
_,14.8.37,0
_,14.9.38,0
_,17.1.41,0
_,17.2.42,0
_,17.3.43,0
_,17.4.44,0
_,17.5.45,0
_,22.1.52,0
_,22.2.53,0
_,22.3.54,0
_,22.4.55,0
_,22.5.56,0
_,24.1.58,0
1.1.1,1.1.1,1
2.1.2,2.1.2,0.9356135
3.1.3,3.1.3,0.9260243
4.1.4,4.1.4,0.8371472
5.1.5,5.1.5,1
6.1.6,6.1.6,1
6.2.7,6.2.7,1
6.3.8,6.3.8,1
6.4.9,6.4.9,1
6.5.10,6.5.10,1
7.1.11,7.1.11,1
7.2.12,7.2.12,1
7.3.13,7.3.13,1
7.4.14,7.4.14,1
7.5.15,7.5.15,1
8.1.16,8.1.16,0.938802
9.1.17,9.1.17,1
10.1.18,10.1.18,0.7878986
11.1.19,11.1.19,1
11.2.20,11.2.20,1
11.3.21,11.3.21,1
11.4.22,11.4.22,1
11.5.23,11.5.23,1
11.6.24,11.6.24,1
11.7.25,11.7.25,1
12.1.26,12.1.26,1
13.1.27,13.1.27,1
13.2.28,13.2.28,1
13.3.29,13.3.29,1
14.1.30,15.1.39,0.6146675
15.1.31,16.1.40,1
16.1.32,18.1.46,0.5658287
17.1.33,19.1.47,1
18.1.34,20.1.48,1
18.2.35,20.2.49,1
18.3.36,20.3.50,1
19.1.37,21.1.51,1
20.1.38,23.1.57,1
