1.1.1,_,0
2.1.2,1.1.1,1
3.1.3,2.1.2,1
4.1.4,3.1.3,1
4.2.5,3.2.4,1
5.1.6,4.1.5,1
6.1.7,5.1.6,1
7.1.8,6.1.7,1
8.1.9,7.1.8,1
9.1.10,8.1.9,1
9.2.11,8.2.10,1
9.3.12,8.3.11,1
10.1.13,9.1.12,1
11.1.14,10.1.13,1
12.1.15,11.1.14,1
13.1.16,12.1.15,1
13.2.17,12.2.16,1
14.1.18,13.1.17,1
14.2.19,13.2.18,1
14.3.20,13.3.19,1
14.4.21,13.4.20,1
14.5.22,13.5.21,1
14.6.23,13.6.22,1
14.7.24,13.7.23,1
14.8.25,13.8.24,1
14.9.26,13.9.25,1
14.10.27,13.10.26,1
14.11.28,13.11.27,1
15.1.29,14.1.28,1
15.2.30,14.2.29,1
15.3.31,14.3.30,1
15.4.32,14.4.31,1
15.5.33,14.5.32,1
15.6.34,14.6.33,1
15.7.35,14.7.34,1
15.8.36,14.8.35,1
15.9.37,14.9.36,1
15.10.38,14.10.37,1
15.11.39,14.11.38,1
15.12.40,14.12.39,1
15.13.41,14.13.40,1
15.14.42,14.14.41,1
15.15.43,14.15.42,1
15.16.44,14.16.43,1
15.17.45,14.17.44,1
15.18.46,14.18.45,1
15.19.47,14.19.46,1
16.1.48,15.1.47,1
17.1.49,16.1.48,1
17.2.50,16.2.49,1
18.1.51,17.1.50,1
19.1.52,18.1.51,1
20.1.53,19.1.52,1
21.1.54,20.1.53,1
21.2.55,20.2.54,1
21.3.56,20.3.55,1
21.4.57,20.4.56,1
21.5.58,20.5.57,1
21.6.59,20.6.58,1
22.1.60,21.1.59,1
22.2.61,21.2.60,1
22.3.62,21.3.61,1
22.4.63,21.4.62,1
22.5.64,21.5.63,1
22.6.65,21.6.64,1
22.7.66,21.7.65,1
22.8.67,21.8.66,1
23.1.68,22.1.67,1
23.2.69,22.2.68,1
23.3.70,22.3.69,1
24.1.71,23.1.70,1
24.2.72,23.2.71,1
24.3.73,23.3.72,1
