_,2.1.2,0
_,3.1.3,0
_,4.1.4,0
_,4.3.6,0
_,4.5.8,0
1.1.1,1.1.1,0.5301548
2.1.2,_,0
3.1.3,_,0
4.1.4,_,0
5.1.5,_,0
5.2.6,4.2.5,1
5.3.7,_,0
5.4.8,4.4.7,1
5.5.9,_,0
5.6.10,_,0
5.7.11,_,0
6.1.12,_,0
7.1.13,_,0
7.2.14,_,0
7.3.15,_,0
7.4.16,_,0
7.5.17,_,0
7.6.18,_,0
7.7.19,_,0
7.8.20,_,0
7.9.21,_,0
7.10.22,_,0
7.11.23,_,0
7.12.24,_,0
7.13.25,_,0
7.14.26,_,0
8.1.27,_,0
9.1.28,_,0
9.2.29,_,0
9.3.30,_,0
9.4.31,_,0
9.5.32,_,0
9.6.33,_,0
9.7.34,_,0
9.8.35,_,0
9.9.36,_,0
9.10.37,_,0
9.11.38,_,0
9.12.39,_,0
9.13.40,_,0
9.14.41,_,0
9.15.42,_,0
9.16.43,_,0
9.17.44,_,0
9.18.45,_,0
9.19.46,_,0
9.20.47,_,0
9.21.48,_,0
9.22.49,_,0
9.23.50,_,0
10.1.51,_,0
11.1.52,_,0
12.1.53,_,0
12.2.54,_,0
12.3.55,_,0
12.4.56,_,0
12.5.57,_,0
12.6.58,_,0
12.7.59,_,0
12.8.60,_,0
12.9.61,_,0
13.1.62,_,0
14.1.63,_,0
14.2.64,_,0
14.3.65,_,0
14.4.66,_,0
14.5.67,_,0
14.6.68,_,0
14.7.69,_,0
14.8.70,_,0
14.9.71,_,0
14.10.72,_,0
14.11.73,_,0
14.12.74,_,0
14.13.75,_,0
14.14.76,_,0
15.1.77,_,0
17.1.78,5.1.9,1
17.2.79,5.2.10,1
17.3.80,5.3.11,1
17.4.81,5.4.12,1
17.5.82,5.5.13,1
17.6.83,5.6.14,1
18.1.84,6.1.15,1
18.2.85,6.2.16,1
18.3.86,6.3.17,1
19.1.87,7.1.18,1
20.1.88,8.1.19,1
