_,1.1.1,0
_,1.2.2,0
_,1.3.3,0
_,1.4.4,0
_,1.5.5,0
1.1.1,_,0
2.1.2,2.1.6,1
3.1.3,3.1.7,1
4.1.4,4.1.8,1
5.1.5,5.1.9,0.8116921
6.1.6,6.1.10,1
6.2.7,6.2.11,1
6.3.8,6.3.12,1
6.4.9,6.4.13,1
6.5.10,6.5.14,1
6.6.11,6.6.15,1
7.1.12,7.1.16,1
8.1.13,8.1.17,1
8.2.14,8.2.18,1
8.3.15,8.3.19,1
8.4.16,8.4.20,1
8.5.17,8.5.21,1
8.6.18,8.6.22,1
8.7.19,8.7.23,1
8.8.20,8.8.24,1
8.9.21,8.9.25,1
8.10.22,8.10.26,1
8.11.23,8.11.27,1
8.12.24,8.12.28,1
8.13.25,8.13.29,1
8.14.26,8.14.30,1
8.15.27,8.15.31,1
8.16.28,8.16.32,1
8.17.29,8.17.33,1
9.1.30,9.1.34,1
10.1.31,10.1.35,1
10.2.32,10.2.36,1
10.3.33,10.3.37,1
10.4.34,10.4.38,1
10.5.35,10.5.39,1
11.1.36,11.1.40,1
12.1.37,12.1.41,1
13.1.38,13.1.42,1
14.1.39,14.1.43,1
14.2.40,14.2.44,1
14.3.41,14.3.45,0.8942308
15.1.42,15.1.46,1
16.1.43,16.1.47,1
17.1.44,17.1.48,1
18.1.45,18.1.49,1
18.2.46,18.2.50,1
18.3.47,18.3.51,1
18.4.48,18.4.52,1
18.5.49,18.5.53,1
18.6.50,18.6.54,1
18.7.51,18.7.55,1
19.1.52,19.1.56,1
20.1.53,20.1.57,1
20.2.54,20.2.58,1
20.3.55,20.3.59,1
20.4.56,20.4.60,1
20.5.57,20.5.61,1
20.6.58,20.6.62,1
20.7.59,20.7.63,1
21.1.60,21.1.64,1
21.2.61,21.2.65,1
22.1.62,22.1.66,1
22.2.63,22.2.67,1
22.3.64,22.3.68,1
22.4.65,22.4.69,1
22.5.66,22.5.70,1
22.6.67,22.6.71,1
22.7.68,22.7.72,1
23.1.69,23.1.73,1
24.1.70,24.1.74,1
25.1.71,25.1.75,1
26.1.72,26.1.76,1
27.1.73,27.1.77,1
28.1.74,28.1.78,1
29.1.75,29.1.79,1
30.1.76,30.1.80,1
31.1.77,31.1.81,1
32.1.78,32.1.82,1
32.2.79,32.2.83,1
32.3.80,32.3.84,1
33.1.81,33.1.85,1
33.2.82,33.2.86,1
33.3.83,33.3.87,1
33.4.84,33.4.88,1
33.5.85,33.5.89,1
33.6.86,33.6.90,1
34.1.87,34.1.91,1
35.1.88,35.1.92,1
36.1.89,36.1.93,1
36.2.90,36.2.94,1
36.3.91,36.3.95,1
36.4.92,36.4.96,1
36.5.93,36.5.97,1
36.6.94,36.6.98,1
36.7.95,36.7.99,1
36.8.96,36.8.100,1
37.1.97,37.1.101,1
