_,2.1.2,0
_,2.2.3,0
_,2.3.4,0
_,9.1.14,0
_,11.1.29,0
_,12.1.30,0
_,12.2.31,0
_,12.3.32,0
_,13.1.33,0
_,13.2.34,0
_,13.3.35,0
_,13.4.36,0
_,13.5.37,0
_,13.6.38,0
_,13.7.39,0
_,13.8.40,0
_,13.9.41,0
_,13.10.42,0
_,13.11.43,0
_,13.12.44,0
_,13.13.45,0
_,14.1.46,0
_,14.2.47,0
_,14.3.48,0
1.1.1,1.1.1,1
2.1.2,3.1.5,1
3.1.3,4.1.6,1
4.1.4,5.1.7,1
5.1.5,6.1.8,1
5.2.6,6.2.9,1
5.3.7,6.3.10,1
5.4.8,6.4.11,1
6.1.9,7.1.12,1
7.1.10,8.1.13,1
8.1.11,10.1.15,1
8.2.12,_,0
8.3.13,10.2.16,1
8.4.14,10.3.17,1
8.5.15,10.4.18,1
8.6.16,10.5.19,1
8.7.17,10.6.20,1
8.8.18,10.7.21,1
8.9.19,10.8.22,1
8.10.20,10.9.23,1
8.11.21,10.10.24,1
8.12.22,10.11.25,1
8.13.23,10.12.26,1
8.14.24,10.13.27,1
8.15.25,10.14.28,1
9.1.26,15.1.49,1
10.1.27,16.1.50,1
11.1.28,17.1.51,1
12.1.29,18.1.52,1
13.1.30,19.1.53,1
14.1.31,20.1.54,1
14.2.32,20.2.55,1
14.3.33,20.3.56,1
14.4.34,20.4.57,1
14.5.35,20.5.58,1
14.6.36,20.6.59,1
14.7.37,20.7.60,1
14.8.38,20.8.61,1
14.9.39,20.9.62,1
