1.1.1,1.1.1,0.9836956
2.1.2,2.1.2,1
3.1.3,3.1.3,1
4.1.4,4.1.4,1
4.2.5,4.2.5,1
5.1.6,5.1.6,1
6.1.7,6.1.7,1
7.1.8,7.1.8,1
8.1.9,8.1.9,1
9.1.10,9.1.10,1
10.1.11,10.1.11,1
11.1.12,11.1.12,1
12.1.13,12.1.13,1
13.1.14,13.1.14,1
14.1.15,14.1.15,1
15.1.16,15.1.16,1
16.1.17,16.1.17,1
16.2.18,16.2.18,1
16.3.19,16.3.19,1
16.4.20,16.4.20,1
16.5.21,16.5.21,1
17.1.22,17.1.22,1
18.1.23,18.1.23,1
18.2.24,18.2.24,1
18.3.25,18.3.25,1
18.4.26,18.4.26,1
19.1.27,19.1.27,1
20.1.28,20.1.28,1
21.1.29,21.1.29,1
22.1.30,22.1.30,1
22.2.31,22.2.31,1
22.3.32,22.3.32,1
23.1.33,23.1.33,1
24.1.34,24.1.34,1
25.1.35,25.1.35,1
26.1.36,26.1.36,1
27.1.37,27.1.37,1
28.1.38,28.1.38,1
29.1.39,29.1.39,1
30.1.40,30.1.40,1
31.1.41,31.1.41,1
31.2.42,31.2.42,1
31.3.43,31.3.43,1
32.1.44,32.1.44,1
33.1.45,33.1.45,1
34.1.46,34.1.46,1
35.1.47,35.1.47,1
36.1.48,36.1.48,1
37.1.49,37.1.49,1
38.1.50,38.1.50,1
39.1.51,39.1.51,1
40.1.52,40.1.52,1
41.1.53,41.1.53,1
42.1.54,42.1.54,1
43.1.55,43.1.55,1
