1.1.1,_,0
40.4.139,39.4.138,1
40.5.140,39.5.139,1
40.6.141,39.6.140,1
40.7.142,39.7.141,1
40.8.143,39.8.142,1
40.9.144,39.9.143,1
41.1.145,40.1.144,1
42.1.146,41.1.145,1
42.2.147,41.2.146,1
42.3.148,41.3.147,1
42.4.149,41.4.148,1
42.5.150,41.5.149,1
42.6.151,41.6.150,1
42.7.152,41.7.151,1
42.8.153,41.8.152,1
42.9.154,41.9.153,1
42.10.155,41.10.154,1
42.11.156,41.11.155,1
42.12.157,41.12.156,1
42.13.158,41.13.157,1
42.14.159,41.14.158,1
43.1.160,42.1.159,1
44.1.161,43.1.160,1
45.1.162,44.1.161,1
46.1.163,45.1.162,1
46.2.164,45.2.163,1
46.3.165,45.3.164,1
46.4.166,45.4.165,1
46.5.167,45.5.166,1
46.6.168,45.6.167,1
46.7.169,45.7.168,1
46.8.170,45.8.169,1
46.9.171,45.9.170,1
46.10.172,45.10.171,1
46.11.173,45.11.172,1
46.12.174,45.12.173,1
46.13.175,45.13.174,1
46.14.176,45.14.175,1
46.15.177,45.15.176,1
46.16.178,45.16.177,1
46.17.179,45.17.178,1
46.18.180,45.18.179,1
46.19.181,45.19.180,1
46.20.182,45.20.181,1
46.21.183,45.21.182,1
46.22.184,45.22.183,1
46.23.185,45.23.184,1
46.24.186,45.24.185,1
47.1.187,46.1.186,1
48.1.188,47.1.187,1
48.2.189,47.2.188,1
48.3.190,47.3.189,1
48.4.191,47.4.190,1
48.5.192,47.5.191,1
48.6.193,47.6.192,1
48.7.194,47.7.193,1
48.8.195,47.8.194,1
48.9.196,47.9.195,1
48.10.197,47.10.196,1
48.11.198,47.11.197,1
48.12.199,47.12.198,1
48.13.200,47.13.199,1
48.14.201,47.14.200,1
48.15.202,47.15.201,1
48.16.203,47.16.202,1
48.17.204,47.17.203,1
48.18.205,47.18.204,1
48.19.206,47.19.205,1
48.20.207,47.20.206,1
48.21.208,47.21.207,1
48.22.209,47.22.208,1
48.23.210,47.23.209,1
48.24.211,47.24.210,1
49.1.212,48.1.211,1
50.1.213,49.1.212,1
51.1.214,50.1.213,1
52.1.215,51.1.214,1
52.2.216,51.2.215,1
52.3.217,51.3.216,1
52.4.218,51.4.217,1
52.5.219,51.5.218,1
52.6.220,51.6.219,1
52.7.221,51.7.220,1
52.8.222,51.8.221,1
52.9.223,51.9.222,1
52.10.224,51.10.223,1
52.11.225,51.11.224,1
52.12.226,51.12.225,1
52.13.227,51.13.226,1
53.1.228,52.1.227,1
54.1.229,53.1.228,1
55.1.230,54.1.229,1
56.1.231,55.1.230,1
56.2.232,55.2.231,1
56.3.233,55.3.232,1
56.4.234,55.4.233,1
56.5.235,55.5.234,1
56.6.236,55.6.235,1
56.7.237,55.7.236,1
56.8.238,55.8.237,1
56.9.239,55.9.238,1
56.10.240,55.10.239,1
56.11.241,55.11.240,1
56.12.242,55.12.241,1
56.13.243,55.13.242,1
56.14.244,55.14.243,1
56.15.245,55.15.244,1
56.16.246,55.16.245,1
56.17.247,55.17.246,1
56.18.248,55.18.247,1
56.19.249,55.19.248,1
57.1.250,56.1.249,1
58.1.251,57.1.250,1
59.1.252,58.1.251,1
60.1.253,59.1.252,1
60.2.254,59.2.253,1
60.3.255,59.3.254,1
60.4.256,59.4.255,1
60.5.257,59.5.256,1
60.6.258,59.6.257,1
60.7.259,59.7.258,1
60.8.260,59.8.259,1
60.9.261,59.9.260,1
60.10.262,59.10.261,1
60.11.263,59.11.262,1
60.12.264,59.12.263,1
60.13.265,59.13.264,1
60.14.266,59.14.265,1
60.15.267,59.15.266,1
60.16.268,59.16.267,1
60.17.269,59.17.268,1
61.1.270,60.1.269,1
62.1.271,61.1.270,1
63.1.272,62.1.271,1
64.1.273,63.1.272,1
64.2.274,63.2.273,1
64.3.275,63.3.274,1
65.1.276,64.1.275,1
66.1.277,65.1.276,1
66.2.278,65.2.277,1
66.3.279,65.3.278,1
66.4.280,65.4.279,1
67.1.281,66.1.280,1
