_,16.1.27,0
_,17.1.28,0
1.1.1,1.1.1,1
2.1.2,2.1.2,1
3.1.3,3.1.3,1
3.2.4,3.2.4,1
3.3.5,3.3.5,1
4.1.6,4.1.6,1
4.2.7,4.2.7,1
5.1.8,5.1.8,1
6.1.9,6.1.9,1
6.2.10,6.2.10,1
6.3.11,6.3.11,1
6.4.12,_,0
6.5.13,_,0
7.1.14,7.1.12,1
8.1.15,8.1.13,1
8.2.16,8.2.14,1
8.3.17,8.3.15,1
9.1.18,9.1.16,1
9.2.19,9.2.17,1
9.3.20,9.3.18,1
10.1.21,10.1.19,0.87233245
11.1.22,11.1.20,1
12.1.23,12.1.21,0.740952
12.2.24,_,0
12.3.25,_,0
12.4.26,_,0
12.5.27,13.1.22,1
12.6.28,13.2.23,1
12.7.29,13.3.24,1
12.8.30,_,0
12.9.31,_,0
13.1.32,_,0
13.2.33,_,0
13.3.34,_,0
14.1.35,14.1.25,1
15.1.36,_,0
16.1.37,15.1.26,1
17.1.38,_,0
17.2.39,_,0
17.3.40,_,0
18.1.41,_,0
19.1.42,_,0
19.2.43,_,0
19.3.44,_,0
19.4.45,_,0
19.5.46,_,0
19.6.47,_,0
19.7.48,_,0
19.8.49,_,0
20.1.50,_,0
21.1.51,_,0
22.1.52,_,0
23.1.53,_,0
24.1.54,_,0
25.1.55,_,0
26.1.56,_,0
26.2.57,_,0
26.3.58,_,0
26.4.59,_,0
26.5.60,_,0
26.6.61,_,0
26.7.62,_,0
26.8.63,_,0
26.9.64,_,0
26.10.65,_,0
26.11.66,_,0
26.12.67,_,0
26.13.68,_,0
26.14.69,_,0
26.15.70,_,0
26.16.71,_,0
26.17.72,_,0
26.18.73,_,0
26.19.74,_,0
26.20.75,_,0
26.21.76,_,0
26.22.77,_,0
26.23.78,_,0
26.24.79,_,0
27.1.80,_,0
28.1.81,_,0
28.2.82,_,0
28.3.83,_,0
28.4.84,_,0
28.5.85,_,0
28.6.86,_,0
28.7.87,_,0
28.8.88,_,0
28.9.89,_,0
28.10.90,_,0
28.11.91,_,0
28.12.92,_,0
28.13.93,_,0
28.14.94,_,0
28.15.95,_,0
28.16.96,_,0
28.17.97,_,0
29.1.98,_,0
30.1.99,_,0
30.2.100,_,0
30.3.101,_,0
30.4.102,_,0
30.5.103,_,0
30.6.104,_,0
30.7.105,_,0
30.8.106,_,0
30.9.107,_,0
30.10.108,_,0
30.11.109,_,0
30.12.110,_,0
30.13.111,_,0
30.14.112,_,0
30.15.113,_,0
30.16.114,_,0
30.17.115,_,0
31.1.116,18.1.29,1
32.1.117,19.1.30,1
32.2.118,_,0
32.3.119,19.2.31,1
32.4.120,19.3.32,1
32.5.121,19.4.33,0.6856283
32.6.122,19.5.34,1
32.7.123,19.6.35,1
33.1.124,_,0
34.1.125,_,0
35.1.126,20.1.36,1
36.1.127,21.1.37,1
37.1.128,22.1.38,1
38.1.129,23.1.39,1
39.1.130,24.1.40,1
40.1.131,25.1.41,1
41.1.132,26.1.42,1
