1.1.1,_,0
2.1.2,1.1.1,1
3.1.3,2.1.2,1
4.1.4,3.1.3,1
5.1.5,4.1.4,1
6.1.6,5.1.5,1
7.1.7,6.1.6,1
7.2.8,6.2.7,1
7.3.9,6.3.8,1
8.1.10,7.1.9,1
8.2.11,7.2.10,1
8.3.12,7.3.11,1
8.4.13,7.4.12,1
8.5.14,7.5.13,1
8.6.15,7.6.14,1
8.7.16,7.7.15,1
8.8.17,7.8.16,1
8.9.18,7.9.17,1
8.10.19,7.10.18,1
9.1.20,8.1.19,1
9.2.21,8.2.20,1
9.3.22,8.3.21,1
9.4.23,8.4.22,1
10.1.24,9.1.23,1
10.2.25,9.2.24,1
10.3.26,9.3.25,1
10.4.27,9.4.26,1
11.1.28,10.1.27,1
11.2.29,10.2.28,1
11.3.30,10.3.29,1
11.4.31,10.4.30,1
11.5.32,10.5.31,1
11.6.33,10.6.32,1
11.7.34,10.7.33,1
11.8.35,10.8.34,1
11.9.36,10.9.35,1
12.1.37,11.1.36,1
12.2.38,11.2.37,1
12.3.39,11.3.38,1
13.1.40,12.1.39,1
13.2.41,12.2.40,1
13.3.42,12.3.41,1
14.1.43,13.1.42,1
15.1.44,14.1.43,1
16.1.45,15.1.44,1
17.1.46,16.1.45,1
18.1.47,17.1.46,1
18.2.48,17.2.47,1
18.3.49,17.3.48,1
18.4.50,17.4.49,1
18.5.51,17.5.50,1
18.6.52,17.6.51,1
18.7.53,17.7.52,1
18.8.54,17.8.53,1
18.9.55,17.9.54,1
18.10.56,17.10.55,1
18.11.57,17.11.56,1
19.1.58,18.1.57,1
20.1.59,19.1.58,1
21.1.60,20.1.59,1
21.2.61,20.2.60,1
21.3.62,20.3.61,1
21.4.63,20.4.62,1
22.1.64,21.1.63,1
23.1.65,22.1.64,1
24.1.66,23.1.65,1
25.1.67,24.1.66,1
25.2.68,24.2.67,1
26.1.69,25.1.68,1
26.2.70,25.2.69,1
26.3.71,25.3.70,1
26.4.72,25.4.71,1
27.1.73,26.1.72,1
27.2.74,26.2.73,1
27.3.75,26.3.74,1
27.4.76,26.4.75,1
27.5.77,26.5.76,1
28.1.78,27.1.77,1
29.1.79,28.1.78,1
30.1.80,29.1.79,1
30.2.81,29.2.80,1
30.3.82,29.3.81,1
30.4.83,29.4.82,1
30.5.84,29.5.83,1
