_,17.2.75,0
_,17.4.77,0
_,17.6.79,0
_,17.8.81,0
_,25.12.143,0
_,28.5.157,0
1.1.1,1.1.1,1
1.2.2,1.2.2,1
1.3.3,1.3.3,1
1.4.4,1.4.4,1
1.5.5,1.5.5,1
2.1.6,2.1.6,0.8733758
3.1.7,3.1.7,1
4.1.8,4.1.8,0.83825016
4.2.9,_,0
4.3.10,4.2.9,1
4.4.11,4.3.10,0.94284606
4.5.12,4.4.11,1
4.6.13,4.5.12,0.9193704
5.1.14,5.1.13,1
5.2.15,5.2.14,1
5.3.16,5.3.15,1
6.1.17,6.1.16,0.98990357
7.1.18,7.1.17,1
8.1.19,8.1.18,1
9.1.20,9.1.19,1
9.2.21,9.2.20,1
9.3.22,9.3.21,1
9.4.23,9.4.22,1
9.5.24,9.5.23,1
9.6.25,9.6.24,1
9.7.26,9.7.25,1
9.8.27,9.8.26,1
10.1.28,10.1.27,1
10.2.29,10.2.28,1
10.3.30,10.3.29,1
11.1.31,11.1.30,1
11.2.32,11.2.31,1
11.3.33,11.3.32,1
11.4.34,11.4.33,1
11.5.35,11.5.34,1
11.6.36,11.6.35,1
11.7.37,11.7.36,1
11.8.38,11.8.37,1
11.9.39,11.9.38,1
11.10.40,11.10.39,1
12.1.41,12.1.40,1
13.1.42,13.1.41,1
13.2.43,13.2.42,1
13.3.44,13.3.43,1
13.4.45,13.4.44,1
13.5.46,13.5.45,1
13.6.47,13.6.46,1
13.7.48,13.7.47,1
14.1.49,14.1.48,1
15.1.50,15.1.49,1
15.2.51,15.2.50,1
15.3.52,15.3.51,1
15.4.53,15.4.52,1
15.5.54,15.5.53,1
15.6.55,15.7.55,0.9080206
15.7.56,15.6.54,1
15.8.57,15.8.56,1
15.9.58,15.9.57,1
15.10.59,15.10.58,1
15.11.60,15.11.59,1
15.12.61,15.12.60,1
15.13.62,15.13.61,1
15.14.63,15.14.62,1
15.15.64,15.15.63,1
15.16.65,15.16.64,1
15.17.66,15.17.65,1
15.18.67,15.18.66,1
15.19.68,15.19.67,1
15.20.69,15.20.68,1
15.21.70,15.21.69,1
15.22.71,15.22.70,1
15.23.72,15.23.71,1
15.24.73,15.24.72,1
16.1.74,16.1.73,1
17.1.75,17.1.74,1
17.2.76,_,0
17.3.77,17.3.76,1
17.4.78,_,0
17.5.79,17.5.78,0.9488436
17.6.80,_,0
17.7.81,17.7.80,1
17.8.82,_,0
17.9.83,17.9.82,1
18.1.84,18.1.83,1
19.1.85,19.1.84,0.9916426
20.1.86,20.1.85,1
20.2.87,20.2.86,1
20.3.88,20.3.87,1
20.4.89,20.4.88,1
20.5.90,20.5.89,1
20.6.91,20.6.90,1
20.7.92,20.7.91,1
20.8.93,20.8.92,1
20.9.94,20.9.93,1
20.10.95,20.10.94,1
20.11.96,20.11.95,1
20.12.97,20.12.96,1
20.13.98,20.13.97,1
20.14.99,20.14.98,1
20.15.100,20.15.99,1
20.16.101,20.16.100,1
20.17.102,20.17.101,1
20.18.103,20.18.102,1
21.1.104,21.1.103,1
21.2.105,21.2.104,1
21.3.106,21.3.105,0.985782
22.1.107,22.1.106,1
22.2.108,22.2.107,1
22.3.109,22.3.108,1
22.4.110,22.4.109,1
22.5.111,22.5.110,1
22.6.112,22.6.111,1
22.7.113,22.7.112,1
22.8.114,22.8.113,1
22.9.115,22.9.114,1
22.10.116,22.10.115,1
22.11.117,22.11.116,1
22.12.118,22.12.117,1
22.13.119,22.13.118,1
22.14.120,22.14.119,1
22.15.121,22.15.120,1
22.16.122,22.16.121,1
22.17.123,22.17.122,1
22.18.124,22.18.123,1
22.19.125,22.19.124,1
22.20.126,22.20.125,1
22.21.127,22.21.126,1
22.22.128,22.22.127,1
22.23.129,22.23.128,1
22.24.130,22.24.129,1
23.1.131,23.1.130,1
24.1.132,24.1.131,0.9960785
25.1.133,25.1.132,1
25.2.134,25.2.133,1
25.3.135,25.3.134,1
25.4.136,25.4.135,1
25.5.137,25.5.136,1
25.6.138,25.6.137,1
25.7.139,25.7.138,1
25.8.140,25.8.139,1
25.9.141,25.9.140,1
25.10.142,25.10.141,1
25.11.143,25.11.142,1
25.12.144,25.13.144,1
25.13.145,25.14.145,1
25.14.146,25.15.146,1
25.15.147,25.16.147,1
25.16.148,25.17.148,1
25.17.149,25.18.149,1
25.18.150,25.19.150,1
26.1.151,26.1.151,1
27.1.152,27.1.152,1
28.1.153,28.1.153,1
28.2.154,28.2.154,1
28.3.155,28.3.155,1
28.4.156,28.4.156,1
28.5.157,28.6.158,1
28.6.158,28.7.159,1
28.7.159,28.8.160,1
28.8.160,28.9.161,1
28.9.161,28.10.162,1
28.10.162,28.11.163,1
28.11.163,28.12.164,1
28.12.164,28.13.165,1
29.1.165,29.1.166,1
30.1.166,30.1.167,1
31.1.167,31.1.168,1
31.2.168,31.2.169,1
31.3.169,31.3.170,1
31.4.170,31.4.171,1
31.5.171,31.5.172,1
31.6.172,31.6.173,1
31.7.173,31.7.174,1
31.8.174,31.8.175,1
31.9.175,31.9.176,1
31.10.176,31.10.177,1
31.11.177,31.11.178,1
31.12.178,31.12.179,1
31.13.179,31.13.180,1
31.14.180,31.14.181,1
31.15.181,31.15.182,1
31.16.182,31.16.183,1
31.17.183,31.17.184,1
31.18.184,31.18.185,1
31.19.185,31.19.186,1
