1.1.1,1.1.1,0.9836956
2.1.2,2.1.2,1
3.1.3,3.1.3,1
4.1.4,4.1.4,1
5.1.5,5.1.5,1
6.1.6,6.1.6,1
6.2.7,6.2.7,1
6.3.8,6.3.8,1
6.4.9,6.4.9,1
6.5.10,6.5.10,1
6.6.11,6.6.11,1
6.7.12,6.7.12,1
7.1.13,7.1.13,1
8.1.14,8.1.14,1
9.1.15,9.1.15,1
10.1.16,10.1.16,1
11.1.17,11.1.17,1
11.2.18,11.2.18,1
11.3.19,11.3.19,1
11.4.20,11.4.20,1
12.1.21,12.1.21,1
13.1.22,13.1.22,1
14.1.23,14.1.23,1
15.1.24,15.1.24,1
16.1.25,16.1.25,1
17.1.26,17.1.26,1
17.2.27,17.2.27,1
17.3.28,17.3.28,1
18.1.29,18.1.29,1
19.1.30,19.1.30,1
19.2.31,19.2.31,1
19.3.32,19.3.32,1
20.1.33,20.1.33,1
21.1.34,21.1.34,1
22.1.35,22.1.35,1
23.1.36,23.1.36,1
24.1.37,24.1.37,1
25.1.38,25.1.38,1
26.1.39,26.1.39,1
26.2.40,26.2.40,1
26.3.41,26.3.41,1
26.4.42,26.4.42,1
26.5.43,26.5.43,1
26.6.44,26.6.44,1
26.7.45,26.7.45,1
26.8.46,26.8.46,1
26.9.47,26.9.47,1
26.10.48,26.10.48,1
26.11.49,26.11.49,1
26.12.50,26.12.50,1
26.13.51,26.13.51,1
26.14.52,26.14.52,1
27.1.53,27.1.53,1
28.1.54,28.1.54,1
28.2.55,28.2.55,1
28.3.56,28.3.56,1
28.4.57,28.4.57,1
28.5.58,28.5.58,1
28.6.59,28.6.59,1
28.7.60,28.7.60,1
28.8.61,28.8.61,1
28.9.62,28.9.62,1
28.10.63,28.10.63,1
28.11.64,28.11.64,1
28.12.65,28.12.65,1
28.13.66,28.13.66,1
28.14.67,28.14.67,1
28.15.68,28.15.68,1
28.16.69,28.16.69,1
28.17.70,28.17.70,1
28.18.71,28.18.71,1
28.19.72,28.19.72,1
28.20.73,28.20.73,1
28.21.74,28.21.74,1
28.22.75,28.22.75,1
29.1.76,29.1.76,1
30.1.77,30.1.77,1
30.2.78,30.2.78,1
30.3.79,30.3.79,1
30.4.80,30.4.80,1
31.1.81,31.1.81,1
32.1.82,32.1.82,1
33.1.83,33.1.83,1
34.1.84,34.1.84,1
34.2.85,34.2.85,1
34.3.86,34.3.86,1
34.4.87,34.4.87,1
34.5.88,34.5.88,1
34.6.89,34.6.89,1
34.7.90,34.7.90,1
34.8.91,34.8.91,1
34.9.92,34.9.92,1
34.10.93,34.10.93,1
34.11.94,34.11.94,1
34.12.95,34.12.95,1
34.13.96,34.13.96,1
34.14.97,34.14.97,1
35.1.98,35.1.98,1
36.1.99,36.1.99,1
37.1.100,37.1.100,1
38.1.101,38.1.101,1
38.2.102,38.2.102,1
38.3.103,38.3.103,1
38.4.104,38.4.104,1
38.5.105,38.5.105,1
38.6.106,38.6.106,1
38.7.107,38.7.107,1
38.8.108,38.8.108,1
38.9.109,38.9.109,1
38.10.110,38.10.110,1
38.11.111,38.11.111,1
38.12.112,38.12.112,1
38.13.113,38.13.113,1
38.14.114,38.14.114,1
38.15.115,38.15.115,1
38.16.116,38.16.116,1
38.17.117,38.17.117,1
38.18.118,38.18.118,1
38.19.119,38.19.119,1
38.20.120,38.20.120,1
38.21.121,38.21.121,1
38.22.122,38.22.122,1
38.23.123,38.23.123,1
38.24.124,38.24.124,1
39.1.125,39.1.125,1
40.1.126,40.1.126,1
40.2.127,40.2.127,1
40.3.128,40.3.128,1
40.4.129,40.4.129,1
40.5.130,40.5.130,1
40.6.131,40.6.131,1
40.7.132,40.7.132,1
40.8.133,40.8.133,1
40.9.134,40.9.134,1
40.10.135,40.10.135,1
40.11.136,40.11.136,1
40.12.137,40.12.137,1
40.13.138,40.13.138,1
40.14.139,40.14.139,1
40.15.140,40.15.140,1
40.16.141,40.16.141,1
40.17.142,40.17.142,1
40.18.143,40.18.143,1
40.19.144,40.19.144,1
40.20.145,40.20.145,1
40.21.146,40.21.146,1
40.22.147,40.22.147,1
40.23.148,40.23.148,1
40.24.149,40.24.149,1
41.1.150,41.1.150,1
42.1.151,42.1.151,1
43.1.152,43.1.152,1
44.1.153,44.1.153,1
44.2.154,44.2.154,1
44.3.155,44.3.155,1
44.4.156,44.4.156,1
44.5.157,44.5.157,1
44.6.158,44.6.158,1
44.7.159,44.7.159,1
44.8.160,44.8.160,1
44.9.161,44.9.161,1
44.10.162,44.10.162,1
44.11.163,44.11.163,1
44.12.164,44.12.164,1
44.13.165,44.13.165,1
45.1.166,45.1.166,1
46.1.167,46.1.167,1
47.1.168,47.1.168,1
48.1.169,48.1.169,1
48.2.170,48.2.170,1
48.3.171,48.3.171,1
48.4.172,48.4.172,1
48.5.173,48.5.173,1
48.6.174,48.6.174,1
48.7.175,48.7.175,1
48.8.176,48.8.176,1
48.9.177,48.9.177,1
48.10.178,48.10.178,1
48.11.179,48.11.179,1
48.12.180,48.12.180,1
48.13.181,48.13.181,1
48.14.182,48.14.182,1
48.15.183,48.15.183,1
48.16.184,48.16.184,1
48.17.185,48.17.185,1
48.18.186,48.18.186,1
48.19.187,48.19.187,1
49.1.188,49.1.188,1
50.1.189,50.1.189,1
51.1.190,51.1.190,1
52.1.191,52.1.191,1
52.2.192,52.2.192,1
52.3.193,52.3.193,1
52.4.194,52.4.194,1
52.5.195,52.5.195,1
52.6.196,52.6.196,1
52.7.197,52.7.197,1
52.8.198,52.8.198,1
52.9.199,52.9.199,1
52.10.200,52.10.200,1
52.11.201,52.11.201,1
52.12.202,52.12.202,1
52.13.203,52.13.203,1
52.14.204,52.14.204,1
52.15.205,52.15.205,1
52.16.206,52.16.206,1
52.17.207,52.17.207,1
53.1.208,53.1.208,1
54.1.209,54.1.209,1
55.1.210,55.1.210,1
56.1.211,56.1.211,1
56.2.212,56.2.212,1
56.3.213,56.3.213,1
57.1.214,57.1.214,1
