_,5.1.9,0
_,8.1.19,0
_,9.1.20,0
_,9.2.21,0
_,13.1.30,0
_,13.3.32,0
_,14.2.34,0
_,14.3.35,0
_,14.4.36,0
1.1.1,1.1.1,1
1.2.2,1.2.2,1
1.3.3,1.3.3,1
1.4.4,1.4.4,1
1.5.5,1.5.5,1
2.1.6,2.1.6,1
3.1.7,3.1.7,1
4.1.8,4.1.8,1
5.1.9,_,0
5.2.10,5.2.10,1
5.3.11,5.3.11,1
5.4.12,5.4.12,1
5.5.13,5.5.13,1
5.6.14,5.6.14,1
5.7.15,5.7.15,1
5.8.16,5.8.16,1
6.1.17,6.1.17,1
7.1.18,_,0
8.1.19,7.1.18,0.62509036
9.1.20,10.1.22,1
10.1.21,11.1.23,1
10.2.22,11.2.24,1
10.3.23,11.3.25,1
10.4.24,11.4.26,1
10.5.25,11.5.27,1
10.6.26,11.6.28,1
11.1.27,12.1.29,1
12.1.28,14.1.33,0.6448725
12.2.29,13.2.31,1
12.3.30,_,0
13.1.31,14.5.37,1
14.1.32,15.1.38,1
14.2.33,15.2.39,1
15.1.34,16.1.40,0.723109
16.1.35,17.1.41,1
17.1.36,18.1.42,1
18.1.37,19.1.43,0.9272791
19.1.38,20.1.44,1
19.2.39,20.2.45,1
19.3.40,20.3.46,1
19.4.41,20.4.47,1
19.5.42,20.5.48,1
19.6.43,20.6.49,1
19.7.44,20.7.50,1
19.8.45,20.8.51,1
19.9.46,20.9.52,1
19.10.47,20.10.53,1
19.11.48,20.11.54,1
20.1.49,21.1.55,1
20.2.50,21.2.56,1
20.3.51,21.3.57,1
20.4.52,21.4.58,1
20.5.53,21.5.59,1
20.6.54,21.6.60,1
20.7.55,21.7.61,1
20.8.56,21.8.62,1
20.9.57,21.9.63,1
20.10.58,21.10.64,1
20.11.59,21.11.65,1
21.1.60,22.1.66,1
22.1.61,23.1.67,1
22.2.62,23.2.68,1
22.3.63,23.3.69,1
22.4.64,23.4.70,1
