1.1.1,_,0
2.1.2,1.1.1,1
3.1.3,2.1.2,1
4.1.4,3.1.3,1
4.2.5,3.2.4,1
5.1.6,4.1.5,1
6.1.7,5.1.6,1
7.1.8,6.1.7,1
7.2.9,6.2.8,1
8.1.10,7.1.9,1
9.1.11,8.1.10,1
10.1.12,9.1.11,1
10.2.13,9.2.12,1
11.1.14,10.1.13,1
12.1.15,11.1.14,1
13.1.16,12.1.15,1
14.1.17,13.1.16,1
15.1.18,14.1.17,1
16.1.19,15.1.18,1
16.2.20,15.2.19,1
17.1.21,16.1.20,1
18.1.22,17.1.21,1
18.2.23,17.2.22,1
19.1.24,18.1.23,1
20.1.25,19.1.24,1
21.1.26,20.1.25,1
21.2.27,20.2.26,1
21.3.28,20.3.27,1
21.4.29,20.4.28,1
21.5.30,20.5.29,1
22.1.31,21.1.30,1
23.1.32,22.1.31,1
23.2.33,22.2.32,1
23.3.34,22.3.33,1
23.4.35,22.4.34,1
24.1.36,23.1.35,1
25.1.37,24.1.36,1
26.1.38,25.1.37,1
27.1.39,26.1.38,1
27.2.40,26.2.39,1
27.3.41,26.3.40,1
28.1.42,27.1.41,1
29.1.43,28.1.42,1
30.1.44,29.1.43,1
31.1.45,30.1.44,1
32.1.46,31.1.45,1
33.1.47,32.1.46,1
34.1.48,33.1.47,1
34.2.49,33.2.48,1
35.1.50,34.1.49,1
35.2.51,34.2.50,1
35.3.52,34.3.51,1
36.1.53,35.1.52,1
36.2.54,35.2.53,1
36.3.55,35.3.54,1
37.1.56,36.1.55,1
37.2.57,36.2.56,1
37.3.58,36.3.57,1
38.1.59,37.1.58,1
38.2.60,37.2.59,1
38.3.61,37.3.60,1
39.1.62,38.1.61,1
39.2.63,38.2.62,1
39.3.64,38.3.63,1
40.1.65,39.1.64,1
40.2.66,39.2.65,1
40.3.67,39.3.66,1
41.1.68,40.1.67,1
41.2.69,40.2.68,1
41.3.70,40.3.69,1
41.4.71,40.4.70,1
41.5.72,40.5.71,1
41.6.73,40.6.72,1
42.1.74,41.1.73,1
43.1.75,42.1.74,1
43.2.76,42.2.75,1
43.3.77,42.3.76,1
43.4.78,42.4.77,1
43.5.79,42.5.78,1
43.6.80,42.6.79,1
44.1.81,43.1.80,1
45.1.82,44.1.81,1
46.1.83,45.1.82,1
46.2.84,45.2.83,1
46.3.85,45.3.84,1
46.4.86,45.4.85,1
47.1.87,46.1.86,1
48.1.88,47.1.87,1
48.2.89,47.2.88,1
48.3.90,47.3.89,1
49.1.91,48.1.90,1
50.1.92,49.1.91,1
51.1.93,50.1.92,1
52.1.94,51.1.93,1
53.1.95,52.1.94,1
54.1.96,53.1.95,1
55.1.97,54.1.96,1
56.1.98,55.1.97,1
57.1.99,56.1.98,1
58.1.100,57.1.99,1
59.1.101,58.1.100,1
60.1.102,59.1.101,1
61.1.103,60.1.102,1
61.2.104,60.2.103,1
61.3.105,60.3.104,1
61.4.106,60.4.105,1
62.1.107,61.1.106,1
63.1.108,62.1.107,1
64.1.109,63.1.108,1
65.1.110,64.1.109,1
66.1.111,65.1.110,1
67.1.112,66.1.111,1
68.1.113,67.1.112,1
69.1.114,68.1.113,1
70.1.115,69.1.114,1
71.1.116,70.1.115,1
