_,1.1.1,0
_,1.2.2,0
_,1.3.3,0
_,1.4.4,0
_,1.5.5,0
1.1.1,_,0
2.1.2,2.1.6,1
3.1.3,3.1.7,1
4.1.4,4.1.8,1
4.2.5,4.2.9,1
4.3.6,4.3.10,1
4.4.7,4.4.11,1
4.5.8,4.5.12,1
5.1.9,5.1.13,1
6.1.10,6.1.14,1
7.1.11,7.1.15,1
7.2.12,7.2.16,1
7.3.13,7.3.17,1
7.4.14,7.4.18,1
7.5.15,7.5.19,1
7.6.16,7.6.20,1
7.7.17,7.7.21,1
7.8.18,7.8.22,1
7.9.19,7.9.23,1
7.10.20,7.10.24,1
7.11.21,7.11.25,1
7.12.22,7.12.26,1
7.13.23,7.13.27,1
7.14.24,7.14.28,1
7.15.25,7.15.29,1
7.16.26,7.16.30,1
7.17.27,7.17.31,1
7.18.28,7.18.32,1
7.19.29,7.19.33,1
7.20.30,7.20.34,1
7.21.31,7.21.35,1
7.22.32,7.22.36,1
7.23.33,7.23.37,1
7.24.34,7.24.38,1
7.25.35,7.25.39,1
7.26.36,7.26.40,1
7.27.37,7.27.41,1
7.28.38,7.28.42,1
7.29.39,7.29.43,1
8.1.40,8.1.44,1
9.1.41,9.1.45,1
10.1.42,10.1.46,1
10.2.43,10.2.47,1
10.3.44,10.3.48,1
10.4.45,10.4.49,1
11.1.46,11.1.50,1
12.1.47,12.1.51,1
12.2.48,12.2.52,1
12.3.49,12.3.53,1
12.4.50,12.4.54,1
13.1.51,13.1.55,1
14.1.52,14.1.56,1
15.1.53,15.1.57,1
16.1.54,16.1.58,1
17.1.55,17.1.59,1
18.1.56,18.1.60,1
18.2.57,18.2.61,1
18.3.58,18.3.62,1
18.4.59,18.4.63,1
18.5.60,18.5.64,1
18.6.61,18.6.65,1
19.1.62,19.1.66,1
20.1.63,20.1.67,1
21.1.64,21.1.68,1
22.1.65,22.1.69,1
22.2.66,22.2.70,1
23.1.67,23.1.71,1
24.1.68,24.1.72,1
25.1.69,25.1.73,1
26.1.70,26.1.74,1
27.1.71,27.1.75,1
27.2.72,27.2.76,1
27.3.73,27.3.77,1
27.4.74,27.4.78,1
27.5.75,27.5.79,1
28.1.76,28.1.80,1
29.1.77,29.1.81,1
30.1.78,30.1.82,1
31.1.79,31.1.83,1
32.1.80,32.1.84,1
33.1.81,33.1.85,1
34.1.82,34.1.86,1
35.1.83,35.1.87,1
36.1.84,36.1.88,1
36.2.85,36.2.89,1
36.3.86,36.3.90,1
