_,4.1.4,0
_,6.2.13,0
_,6.3.14,0
1.1.1,1.1.1,1
2.1.2,2.1.2,1
3.1.3,3.1.3,1
4.1.4,_,0
4.2.5,4.2.5,0.62570465
4.3.6,4.3.6,0.7345127
4.4.7,4.4.7,0.5397506
4.5.8,4.5.8,0.5259669
4.6.9,4.4.7,0.616466
4.7.10,4.7.10,0.6277379
4.8.11,4.6.9,1
4.9.12,4.5.8,0.6726978
5.1.13,5.1.11,1
6.1.14,_,0
7.1.15,_,0
8.1.16,6.1.12,0.83022237
8.2.17,6.4.15,1
8.3.18,6.5.16,1
9.1.19,7.1.17,1
10.1.20,8.1.18,1
11.1.21,9.1.19,0.9865922
12.1.22,10.1.20,1
12.2.23,10.2.21,1
12.3.24,10.3.22,1
13.1.25,11.1.23,1
13.2.26,11.2.24,1
13.3.27,11.3.25,1
14.1.28,12.1.26,1
14.2.29,12.2.27,1
14.3.30,12.3.28,1
15.1.31,13.1.29,1
16.1.32,14.1.30,1
17.1.33,15.1.31,1
17.2.34,15.2.32,1
17.3.35,15.3.33,1
17.4.36,15.4.34,1
17.5.37,15.5.35,1
17.6.38,15.6.36,1
17.7.39,15.7.37,1
17.8.40,15.8.38,1
17.9.41,15.9.39,1
17.10.42,15.10.40,1
17.11.43,15.11.41,1
18.1.44,16.1.42,1
18.2.45,16.2.43,1
18.3.46,16.3.44,1
19.1.47,17.1.45,1
19.2.48,17.2.46,0.8631579
19.3.49,17.3.47,1
19.4.50,17.4.48,1
19.5.51,17.5.49,1
19.6.52,17.6.50,1
19.7.53,17.7.51,1
19.8.54,17.8.52,1
19.9.55,17.9.53,1
19.10.56,17.10.54,1
19.11.57,17.11.55,0.78006196
20.1.58,18.1.56,0.9532567
21.1.59,19.1.57,1
22.1.60,20.1.58,1
23.1.61,21.1.59,1
23.2.62,21.2.60,1
23.3.63,21.3.61,1
24.1.64,22.1.62,1
25.1.65,23.1.63,1
25.2.66,23.2.64,1
25.3.67,23.3.65,1
25.4.68,23.4.66,1
25.5.69,23.5.67,1
25.6.70,23.6.68,1
26.1.71,24.1.69,1
27.1.72,25.1.70,1
28.1.73,26.1.71,1
29.1.74,27.1.72,1
30.1.75,28.1.73,1
31.1.76,29.1.74,1
32.1.77,30.1.75,1
33.1.78,31.1.76,1
34.1.79,32.1.77,1
