1.1.1,1.1.1,0.9836956
2.1.2,2.1.2,1
3.1.3,3.1.3,1
4.1.4,4.1.4,1
4.2.5,4.2.5,1
4.3.6,4.3.6,1
4.4.7,4.4.7,1
4.5.8,4.5.8,1
4.6.9,4.6.9,1
4.7.10,4.7.10,1
4.8.11,4.8.11,1
4.9.12,4.9.12,1
4.10.13,4.10.13,1
4.11.14,4.11.14,1
4.12.15,4.12.15,1
4.13.16,4.13.16,1
5.1.17,5.1.17,1
6.1.18,6.1.18,1
7.1.19,7.1.19,1
7.2.20,7.2.20,1
7.3.21,7.3.21,1
8.1.22,8.1.22,1
9.1.23,9.1.23,1
10.1.24,10.1.24,1
11.1.25,11.1.25,1
12.1.26,12.1.26,1
12.2.27,12.2.27,1
12.3.28,12.3.28,1
12.4.29,12.4.29,1
12.5.30,12.5.30,1
12.6.31,12.6.31,1
12.7.32,12.7.32,1
12.8.33,12.8.33,1
13.1.34,13.1.34,1
14.1.35,14.1.35,1
15.1.36,15.1.36,1
15.2.37,15.2.37,1
15.3.38,15.3.38,1
16.1.39,16.1.39,1
17.1.40,17.1.40,1
18.1.41,18.1.41,1
18.2.42,18.2.42,1
18.3.43,18.3.43,1
19.1.44,19.1.44,1
20.1.45,20.1.45,1
21.1.46,21.1.46,1
22.1.47,22.1.47,1
23.1.48,23.1.48,1
24.1.49,24.1.49,1
25.1.50,25.1.50,1
26.1.51,26.1.51,1
27.1.52,27.1.52,1
27.2.53,27.2.53,1
27.3.54,27.3.54,1
28.1.55,28.1.55,1
29.1.56,29.1.56,1
30.1.57,30.1.57,1
31.1.58,31.1.58,1
32.1.59,32.1.59,1
32.2.60,32.2.60,1
32.3.61,32.3.61,1
32.4.62,32.4.62,1
32.5.63,32.5.63,1
33.1.64,33.1.64,1
34.1.65,34.1.65,1
35.1.66,35.1.66,1
36.1.67,36.1.67,1
36.2.68,36.2.68,1
36.3.69,36.3.69,1
37.1.70,37.1.70,1
38.1.71,38.1.71,1
39.1.72,39.1.72,1
40.1.73,40.1.73,1
40.2.74,40.2.74,1
41.1.75,41.1.75,1
42.1.76,42.1.76,1
43.1.77,43.1.77,1
44.1.78,44.1.78,1
44.2.79,44.2.79,1
44.3.80,44.3.80,1
45.1.81,45.1.81,1
45.2.82,45.2.82,1
45.3.83,45.3.83,1
46.1.84,46.1.84,1
46.2.85,46.2.85,1
46.3.86,46.3.86,1
46.4.87,46.4.87,1
46.5.88,46.5.88,1
46.6.89,46.6.89,1
46.7.90,46.7.90,1
47.1.91,47.1.91,1
48.1.92,48.1.92,1
49.1.93,49.1.93,1
50.1.94,50.1.94,1
51.1.95,51.1.95,1
51.2.96,51.2.96,1
51.3.97,51.3.97,1
51.4.98,51.4.98,1
51.5.99,51.5.99,1
52.1.100,52.1.100,1
53.1.101,53.1.101,1
54.1.102,54.1.102,1
55.1.103,55.1.103,1
56.1.104,56.1.104,1
56.2.105,56.2.105,1
56.3.106,56.3.106,1
57.1.107,57.1.107,1
58.1.108,58.1.108,1
59.1.109,59.1.109,1
60.1.110,60.1.110,1
61.1.111,61.1.111,1
61.2.112,61.2.112,1
61.3.113,61.3.113,1
61.4.114,61.4.114,1
61.5.115,61.5.115,1
61.6.116,61.6.116,1
62.1.117,62.1.117,1
63.1.118,63.1.118,1
64.1.119,64.1.119,1
65.1.120,65.1.120,1
66.1.121,66.1.121,1
66.2.122,66.2.122,1
66.3.123,66.3.123,1
66.4.124,66.4.124,1
66.5.125,66.5.125,1
66.6.126,66.6.126,1
66.7.127,66.7.127,1
66.8.128,66.8.128,1
66.9.129,66.9.129,1
66.10.130,66.10.130,1
66.11.131,66.11.131,1
66.12.132,66.12.132,1
66.13.133,66.13.133,1
66.14.134,66.14.134,1
67.1.135,67.1.135,1
68.1.136,68.1.136,1
69.1.137,69.1.137,1
69.2.138,69.2.138,1
69.3.139,69.3.139,1
69.4.140,69.4.140,1
69.5.141,69.5.141,1
70.1.142,70.1.142,1
71.1.143,71.1.143,1
71.2.144,71.2.144,1
71.3.145,71.3.145,1
71.4.146,71.4.146,1
71.5.147,71.5.147,1
71.6.148,71.6.148,1
71.7.149,71.7.149,1
71.8.150,71.8.150,1
71.9.151,71.9.151,1
72.1.152,72.1.152,1
73.1.153,73.1.153,1
74.1.154,74.1.154,1
75.1.155,75.1.155,1
76.1.156,76.1.156,1
77.1.157,77.1.157,1
78.1.158,78.1.158,1
78.2.159,78.2.159,1
78.3.160,78.3.160,1
78.4.161,78.4.161,1
78.5.162,78.5.162,1
78.6.163,78.6.163,1
79.1.164,79.1.164,1
80.1.165,80.1.165,1
80.2.166,80.2.166,1
80.3.167,80.3.167,1
80.4.168,80.4.168,1
80.5.169,80.5.169,1
80.6.170,80.6.170,1
81.1.171,81.1.171,1
82.1.172,82.1.172,1
83.1.173,83.1.173,1
83.2.174,83.2.174,1
83.3.175,83.3.175,1
83.4.176,83.4.176,1
84.1.177,84.1.177,1
85.1.178,85.1.178,1
85.2.179,85.2.179,1
85.3.180,85.3.180,1
85.4.181,85.4.181,1
85.5.182,85.5.182,1
86.1.183,86.1.183,1
87.1.184,87.1.184,1
88.1.185,88.1.185,1
89.1.186,89.1.186,1
90.1.187,90.1.187,1
91.1.188,91.1.188,1
92.1.189,92.1.189,1
92.2.190,92.2.190,1
92.3.191,92.3.191,1
92.4.192,92.4.192,1
92.5.193,92.5.193,1
92.6.194,92.6.194,1
92.7.195,92.7.195,1
92.8.196,92.8.196,1
92.9.197,92.9.197,1
