_,3.1.3,0
_,4.1.4,0
1.1.1,1.1.1,1
2.1.2,2.1.2,1
3.1.3,5.1.5,1
4.1.4,6.1.6,1
4.2.5,6.2.7,1
4.3.6,6.3.8,1
4.4.7,6.4.9,1
4.5.8,6.5.10,1
5.1.9,7.1.11,1
6.1.10,8.1.12,1
7.1.11,9.1.13,1
7.2.12,9.2.14,1
7.3.13,9.3.15,1
8.1.14,10.1.16,1
9.1.15,11.1.17,1
10.1.16,12.1.18,1
11.1.17,13.1.19,1
11.2.18,13.2.20,1
11.3.19,13.3.21,1
11.4.20,13.4.22,1
11.5.21,13.5.23,1
12.1.22,14.1.24,1
13.1.23,15.1.25,1
14.1.24,16.1.26,1
15.1.25,17.1.27,1
15.2.26,17.2.28,1
15.3.27,17.3.29,1
15.4.28,17.4.30,1
15.5.29,17.5.31,1
16.1.30,18.1.32,1
17.1.31,19.1.33,1
18.1.32,20.1.34,1
19.1.33,21.1.35,1
20.1.34,22.1.36,1
21.1.35,23.1.37,1
22.1.36,24.1.38,1
23.1.37,25.1.39,1
24.1.38,26.1.40,1
25.1.39,27.1.41,1
25.2.40,27.2.42,1
26.1.41,28.1.43,1
26.2.42,28.2.44,1
26.3.43,28.3.45,1
26.4.44,28.4.46,1
26.5.45,28.5.47,1
27.1.46,29.1.48,1
27.2.47,29.2.49,1
27.3.48,29.3.50,1
28.1.49,30.1.51,1
29.1.50,31.1.52,1
30.1.51,32.1.53,1
31.1.52,33.1.54,1
32.1.53,34.1.55,1
33.1.54,35.1.56,1
33.2.55,35.2.57,1
33.3.56,35.3.58,1
34.1.57,36.1.59,1
35.1.58,37.1.60,1
36.1.59,38.1.61,1
36.2.60,38.2.62,1
36.3.61,38.3.63,1
36.4.62,38.4.64,1
36.5.63,38.5.65,1
36.6.64,38.6.66,1
36.7.65,38.7.67,1
36.8.66,38.8.68,1
37.1.67,39.1.69,1
37.2.68,39.2.70,1
37.3.69,39.3.71,1
38.1.70,40.1.72,1
38.2.71,40.2.73,1
38.3.72,40.3.74,1
39.1.73,41.1.75,1
39.2.74,41.2.76,1
39.3.75,41.3.77,1
39.4.76,41.4.78,1
39.5.77,41.5.79,1
40.1.78,42.1.80,1
41.1.79,43.1.81,1
42.1.80,44.1.82,1
43.1.81,45.1.83,1
44.1.82,46.1.84,1
44.2.83,46.2.85,1
44.3.84,46.3.86,1
44.4.85,46.4.87,1
44.5.86,46.5.88,1
44.6.87,46.6.89,1
44.7.88,46.7.90,1
45.1.89,47.1.91,1
46.1.90,48.1.92,1
47.1.91,49.1.93,1
48.1.92,50.1.94,1
49.1.93,51.1.95,0.9216081
50.1.94,52.1.96,1
