_,1.1.1,0
_,1.2.2,0
_,1.3.3,0
_,1.4.4,0
_,1.5.5,0
1.1.1,_,0
2.1.2,2.1.6,1
3.1.3,3.1.7,1
4.1.4,4.1.8,0.8586153
5.1.5,5.1.9,1
6.1.6,6.1.10,1
6.2.7,6.2.11,1
6.3.8,6.3.12,1
7.1.9,7.1.13,1
7.2.10,7.2.14,1
7.3.11,7.3.15,1
7.4.12,7.4.16,1
7.5.13,7.5.17,1
7.6.14,7.6.18,1
7.7.15,7.7.19,1
7.8.16,7.8.20,1
7.9.17,7.9.21,1
7.10.18,7.10.22,1
8.1.19,8.1.23,1
8.2.20,8.2.24,0.97280145
8.3.21,8.3.25,0.9747835
8.4.22,8.4.26,1
9.1.23,9.1.27,0.9719363
9.2.24,9.2.28,0.9649198
9.3.25,9.3.29,0.9630128
9.4.26,9.4.30,0.9769484
10.1.27,10.1.31,1
10.2.28,10.2.32,1
10.3.29,10.3.33,1
10.4.30,10.4.34,1
10.5.31,10.5.35,1
10.6.32,10.6.36,1
10.7.33,10.7.37,1
10.8.34,10.8.38,1
10.9.35,10.9.39,1
11.1.36,11.1.40,0.98742753
11.2.37,11.2.41,1
11.3.38,11.3.42,0.98189265
12.1.39,12.1.43,0.96867144
12.2.40,12.2.44,1
12.3.41,12.3.45,0.9867815
13.1.42,13.1.46,1
14.1.43,14.1.47,1
15.1.44,15.1.48,1
16.1.45,16.1.49,0.9874613
17.1.46,17.1.50,1
17.2.47,17.2.51,1
17.3.48,17.3.52,1
17.4.49,17.4.53,1
17.5.50,17.5.54,1
17.6.51,17.6.55,1
17.7.52,17.7.56,1
17.8.53,17.8.57,1
17.9.54,17.9.58,1
17.10.55,17.10.59,1
17.11.56,17.11.60,1
18.1.57,18.1.61,0.99594593
19.1.58,19.1.62,1
20.1.59,20.1.63,1
20.2.60,20.2.64,1
20.3.61,20.3.65,1
20.4.62,20.4.66,1
21.1.63,21.1.67,0.99751043
22.1.64,22.1.68,1
22.2.65,22.2.69,1
23.1.66,23.1.70,1
24.1.67,24.1.71,1
24.2.68,24.2.72,1
25.1.69,25.1.73,1
26.1.70,26.1.74,0.9828788
26.2.71,26.2.75,1
26.3.72,26.3.76,1
27.1.73,27.1.77,1
28.1.74,28.1.78,0.9566444
28.2.75,28.2.79,0.989627
28.3.76,28.3.80,1
28.4.77,28.4.81,1
29.1.78,29.1.82,1
29.2.79,29.2.83,1
29.3.80,29.3.84,1
29.4.81,29.4.85,1
29.5.82,29.5.86,0.96556026
30.1.83,30.1.87,0.77315307
31.1.84,31.1.88,1
32.1.85,32.1.89,1
32.2.86,32.2.90,1
32.3.87,32.3.91,1
