_,4.1.8,0
_,7.2.20,0
_,9.1.22,0
_,10.1.23,0
_,10.3.25,0
_,10.4.26,0
_,11.2.28,0
1.1.1,1.1.1,1
1.2.2,1.2.2,1
1.3.3,1.3.3,1
1.4.4,1.4.4,1
1.5.5,1.5.5,1
2.1.6,2.1.6,1
3.1.7,3.1.7,1
4.1.8,5.1.9,1
5.1.9,6.1.10,1
5.2.10,6.2.11,1
5.3.11,6.3.12,1
5.4.12,6.4.13,1
5.5.13,6.5.14,1
5.6.14,6.6.15,1
5.7.15,6.7.16,1
5.8.16,6.8.17,1
5.9.17,6.9.18,1
6.1.18,7.1.19,1
7.1.19,8.1.21,1
8.1.20,_,0
9.1.21,11.1.27,0.6586373
9.2.22,10.2.24,1
9.3.23,11.3.29,0.70013154
10.1.24,12.1.30,1
11.1.25,13.1.31,1
12.1.26,14.1.32,1
13.1.27,15.1.33,1
13.2.28,15.2.34,1
13.3.29,15.3.35,0.79733896
14.1.30,16.1.36,1
14.2.31,16.2.37,1
14.3.32,16.3.38,0.74838734
15.1.33,17.1.39,1
15.2.34,17.2.40,1
15.3.35,17.3.41,0.7781528
16.1.36,18.1.42,1
17.1.37,19.1.43,1
18.1.38,20.1.44,1
18.2.39,20.2.45,1
18.3.40,21.1.46,1
18.4.41,21.2.47,1
18.5.42,21.3.48,1
18.6.43,21.4.49,1
18.7.44,21.5.50,1
18.8.45,21.6.51,1
18.9.46,21.7.52,1
18.10.47,21.8.53,1
18.11.48,21.9.54,1
19.1.49,22.1.55,0.9044894
19.2.50,_,0
19.3.51,23.1.56,0.79530144
20.1.52,24.1.57,1
20.2.53,24.2.58,1
20.3.54,25.1.59,1
20.4.55,25.2.60,1
20.5.56,25.3.61,1
20.6.57,25.4.62,1
20.7.58,25.5.63,1
20.8.59,25.6.64,1
20.9.60,25.7.65,1
20.10.61,25.8.66,1
20.11.62,25.9.67,1
21.1.63,26.1.68,0.9266863
22.1.64,27.1.69,0.8727985
23.1.65,28.1.70,0.6807389
24.1.66,29.1.71,0.85362095
25.1.67,30.1.72,1
26.1.68,31.1.73,1
26.2.69,31.2.74,1
26.3.70,31.3.75,1
26.4.71,_,0
26.5.72,32.1.76,1
26.6.73,32.2.77,1
26.7.74,32.3.78,1
27.1.75,33.1.79,1
28.1.76,34.1.80,1
29.1.77,35.1.81,1
30.1.78,36.1.82,1
31.1.79,37.1.83,1
32.1.80,38.1.84,1
33.1.81,39.1.85,1
34.1.82,40.1.86,1
35.1.83,41.1.87,1
