_,3.1.3,0
1.1.1,1.1.1,0.91516155
2.1.2,2.1.2,1
3.1.3,4.1.4,1
4.1.4,5.1.5,0.925283
5.1.5,6.1.6,1
6.1.6,7.1.7,0.9556451
7.1.7,8.1.8,1
8.1.8,9.1.9,1
8.2.9,9.2.10,1
8.3.10,9.3.11,1
8.4.11,9.4.12,1
8.5.12,9.5.13,1
8.6.13,9.6.14,1
9.1.14,10.1.15,1
10.1.15,11.1.16,1
11.1.16,12.1.17,1
11.2.17,12.2.18,1
11.3.18,12.3.19,1
11.4.19,12.4.20,1
12.1.20,13.1.21,1
13.1.21,14.1.22,1
14.1.22,15.1.23,1
15.1.23,16.1.24,1
15.2.24,16.2.25,1
15.3.25,16.3.26,1
15.4.26,16.4.27,1
15.5.27,16.5.28,1
16.1.28,17.1.29,1
17.1.29,18.1.30,1
18.1.30,19.1.31,1
19.1.31,20.1.32,1
20.1.32,21.1.33,1
20.2.33,21.2.34,1
20.3.34,21.3.35,1
20.4.35,21.4.36,1
20.5.36,21.5.37,1
20.6.37,21.6.38,1
20.7.38,21.7.39,1
20.8.39,21.8.40,1
20.9.40,21.9.41,1
20.10.41,21.10.42,0.9828572
20.10.41,21.15.47,0.69275117
20.11.42,21.11.43,1
20.12.43,21.12.44,1
20.13.44,21.13.45,1
20.14.45,21.14.46,1
20.15.46,21.15.47,0.94806707
20.16.47,21.16.48,1
20.17.48,21.17.49,0.92082214
20.18.49,21.18.50,1
20.19.50,21.19.51,1
20.20.51,21.20.52,0.92265826
20.21.52,21.21.53,1
20.22.53,21.22.54,1
20.23.54,21.23.55,1
20.24.55,21.24.56,0.941639
20.25.56,21.25.57,1
20.26.57,21.26.58,1
20.27.58,21.27.59,1
20.28.59,21.28.60,1
20.29.60,21.29.61,0.982353
20.29.60,21.15.47,0.58989626
21.1.61,22.1.62,1
22.1.62,23.1.63,1
22.2.63,23.2.64,1
22.3.64,23.3.65,1
23.1.65,24.1.66,1
23.2.66,24.2.67,1
23.3.67,24.3.68,1
23.4.68,24.4.69,1
23.5.69,24.5.70,0.8909091
24.1.70,25.1.71,1
