1.1.1,_,0
2.1.2,1.1.1,1
3.1.3,2.1.2,1
4.1.4,3.1.3,1
5.1.5,4.1.4,1
6.1.6,5.1.5,1
6.2.7,5.2.6,1
6.3.8,5.3.7,1
7.1.9,6.1.8,1
8.1.10,7.1.9,1
9.1.11,8.1.10,1
9.2.12,8.2.11,1
9.3.13,8.3.12,1
10.1.14,9.1.13,1
11.1.15,10.1.14,1
11.2.16,10.2.15,1
11.3.17,10.3.16,1
11.4.18,10.4.17,1
11.5.19,10.5.18,1
11.6.20,10.6.19,1
12.1.21,11.1.20,1
12.2.22,11.2.21,1
13.1.23,12.1.22,1
14.1.24,13.1.23,1
15.1.25,14.1.24,1
16.1.26,15.1.25,1
17.1.27,16.1.26,1
18.1.28,17.1.27,1
19.1.29,18.1.28,1
19.2.30,18.2.29,1
19.3.31,18.3.30,1
20.1.32,19.1.31,1
21.1.33,20.1.32,1
21.2.34,20.2.33,1
21.3.35,20.3.34,1
21.4.36,20.4.35,1
21.5.37,20.5.36,1
22.1.38,21.1.37,1
23.1.39,22.1.38,1
24.1.40,23.1.39,1
24.2.41,23.2.40,1
24.3.42,23.3.41,1
25.1.43,24.1.42,1
26.1.44,25.1.43,1
26.2.45,25.2.44,1
26.3.46,25.3.45,1
26.4.47,25.4.46,1
26.5.48,25.5.47,1
27.1.49,26.1.48,1
28.1.50,27.1.49,1
29.1.51,28.1.50,1
30.1.52,29.1.51,1
30.2.53,29.2.52,1
30.3.54,29.3.53,1
30.4.55,29.4.54,1
30.5.56,29.5.55,1
30.6.57,29.6.56,1
30.7.58,29.7.57,1
30.8.59,29.8.58,1
30.9.60,29.9.59,1
30.10.61,29.10.60,1
30.11.62,29.11.61,1
31.1.63,30.1.62,1
32.1.64,31.1.63,1
33.1.65,32.1.64,1
34.1.66,33.1.65,1
34.2.67,33.2.66,1
34.3.68,33.3.67,1
34.4.69,33.4.68,1
35.1.70,34.1.69,1
36.1.71,35.1.70,1
36.2.72,35.2.71,1
36.3.73,35.3.72,1
37.1.74,36.1.73,1
