1.1.1,_,0
2.1.2,1.1.1,1
3.1.3,2.1.2,1
4.1.4,3.1.3,1
5.1.5,4.1.4,1
6.1.6,5.1.5,1
6.2.7,5.2.6,1
6.3.8,5.3.7,1
6.4.9,5.4.8,1
6.5.10,5.5.9,1
6.6.11,5.6.10,1
6.7.12,5.7.11,1
6.8.13,5.8.12,1
7.1.14,6.1.13,1
8.1.15,7.1.14,1
8.2.16,7.2.15,1
8.3.17,7.3.16,1
8.4.18,7.4.17,1
8.5.19,7.5.18,1
8.6.20,7.6.19,1
8.7.21,7.7.20,1
8.8.22,7.8.21,1
8.9.23,7.9.22,1
8.10.24,7.10.23,1
8.11.25,7.11.24,1
8.12.26,7.12.25,1
9.1.27,8.1.26,1
10.1.28,9.1.27,1
11.1.29,10.1.28,1
12.1.30,11.1.29,1
13.1.31,12.1.30,1
14.1.32,13.1.31,1
15.1.33,14.1.32,1
16.1.34,15.1.33,1
16.2.35,15.2.34,1
17.1.36,16.1.35,1
17.2.37,16.2.36,1
17.3.38,16.3.37,1
17.4.39,16.4.38,1
17.5.40,16.5.39,1
18.1.41,17.1.40,1
18.2.42,17.2.41,1
18.3.43,17.3.42,1
19.1.44,18.1.43,1
20.1.45,19.1.44,1
21.1.46,20.1.45,1
22.1.47,21.1.46,1
22.2.48,21.2.47,1
23.1.49,22.1.48,1
23.2.50,22.2.49,1
23.3.51,22.3.50,1
24.1.52,23.1.51,1
25.1.53,24.1.52,1
26.1.54,25.1.53,1
27.1.55,26.1.54,1
28.1.56,27.1.55,1
28.2.57,27.2.56,1
28.3.58,27.3.57,1
28.4.59,27.4.58,1
28.5.60,27.5.59,1
29.1.61,28.1.60,1
30.1.62,29.1.61,1
30.2.63,29.2.62,1
30.3.64,29.3.63,1
31.1.65,30.1.64,1
32.1.66,31.1.65,1
32.2.67,31.2.66,1
32.3.68,31.3.67,1
32.4.69,31.4.68,1
32.5.70,31.5.69,1
32.6.71,31.6.70,1
32.7.72,31.7.71,1
32.8.73,31.8.72,1
32.9.74,31.9.73,1
32.10.75,31.10.74,1
32.11.76,31.11.75,1
32.12.77,31.12.76,1
33.1.78,32.1.77,1
34.1.79,33.1.78,1
35.1.80,34.1.79,1
36.1.81,35.1.80,1
36.2.82,35.2.81,1
36.3.83,35.3.82,1
37.1.84,36.1.83,1
38.1.85,37.1.84,1
39.1.86,38.1.85,1
39.2.87,38.2.86,1
39.3.88,38.3.87,1
39.4.89,38.4.88,1
39.5.90,38.5.89,1
39.6.91,38.6.90,1
39.7.92,38.7.91,1
39.8.93,38.8.92,1
39.9.94,38.9.93,1
39.10.95,38.10.94,1
39.11.96,38.11.95,1
39.12.97,38.12.96,1
39.13.98,38.13.97,1
39.14.99,38.14.98,1
40.1.100,39.1.99,1
41.1.101,40.1.100,1
42.1.102,41.1.101,1
42.2.103,41.2.102,1
43.1.104,42.1.103,1
44.1.105,43.1.104,1
45.1.106,44.1.105,1
46.1.107,45.1.106,1
46.2.108,45.2.107,1
47.1.109,46.1.108,1
48.1.110,47.1.109,1
49.1.111,48.1.110,1
50.1.112,49.1.111,1
50.2.113,49.2.112,1
50.3.114,49.3.113,1
51.1.115,50.1.114,1
