_,3.3.5,0
_,4.1.6,0
_,13.1.18,0
_,13.14.31,0
1.1.1,1.1.1,1
2.1.2,_,0
3.1.3,3.1.3,0.7701759
3.2.4,_,0
3.3.5,3.2.4,0.5127181
4.1.6,_,0
5.1.7,_,0
6.1.8,_,0
7.1.9,_,0
7.2.10,_,0
7.3.11,_,0
7.4.12,_,0
7.5.13,_,0
7.6.14,_,0
8.1.15,_,0
9.1.16,_,0
10.1.17,_,0
10.2.18,_,0
11.1.19,_,0
12.1.20,_,0
12.2.21,_,0
13.1.22,_,0
14.1.23,_,0
14.2.24,_,0
14.3.25,_,0
14.4.26,_,0
14.5.27,_,0
14.6.28,_,0
14.7.29,_,0
14.8.30,_,0
14.9.31,_,0
14.10.32,_,0
15.1.33,_,0
15.2.34,_,0
15.3.35,_,0
15.4.36,_,0
15.5.37,_,0
16.1.38,2.1.2,1
17.1.39,_,0
18.1.40,5.1.7,1
19.1.41,6.1.8,0.8827865
20.1.42,7.1.9,0.9358398
21.1.43,8.1.10,1
22.1.44,9.1.11,1
23.1.45,10.1.12,1
23.2.46,10.2.13,1
23.3.47,10.3.14,1
23.4.48,10.4.15,1
24.1.49,11.1.16,1
25.1.50,12.1.17,1
26.1.51,13.4.21,1
26.2.52,13.5.22,1
26.3.53,13.6.23,1
26.4.54,13.7.24,1
26.5.55,13.8.25,1
26.6.56,_,0
26.7.57,13.10.27,1
26.8.58,13.11.28,0.8529738
26.9.59,13.12.29,1
26.10.60,13.13.30,1
26.11.61,_,0
26.12.62,13.15.32,1
26.13.63,13.16.33,1
26.14.64,13.17.34,1
26.15.65,13.18.35,0.82992715
26.16.66,13.19.36,0.93342245
26.17.67,13.20.37,1
26.18.68,13.21.38,0.91641283
26.19.69,13.22.39,0.88078713
26.19.69,13.26.43,0.6142867
26.20.70,13.23.40,1
26.21.71,13.24.41,1
26.22.72,13.25.42,1
26.23.73,13.26.43,0.8744682
26.24.74,13.27.44,1
26.25.75,13.28.45,0.91444534
26.26.76,13.29.46,1
26.27.77,13.30.47,0.81938213
26.28.78,13.31.48,1
26.29.79,13.32.49,1
26.30.80,13.33.50,0.89422137
26.30.80,13.34.51,0.5958394
26.31.81,13.34.51,0.88995516
26.32.82,13.35.52,1
26.33.83,13.36.53,1
26.34.84,13.37.54,1
26.35.85,13.38.55,1
26.36.86,13.39.56,1
26.37.87,13.40.57,1
26.38.88,13.41.58,1
26.39.89,13.42.59,1
26.40.90,_,0
26.41.91,_,0
26.42.92,13.43.60,0.82279885
26.43.93,13.44.61,1
26.44.94,13.45.62,1
26.45.95,13.46.63,1
26.46.96,13.47.64,1
26.47.97,13.48.65,1
26.48.98,13.49.66,1
26.49.99,13.50.67,1
26.50.100,13.51.68,1
26.51.101,13.52.69,1
26.52.102,13.53.70,1
26.53.103,13.54.71,1
26.54.104,13.55.72,1
26.55.105,13.56.73,1
26.56.106,13.57.74,1
26.57.107,13.58.75,1
26.58.108,13.59.76,1
26.59.109,13.60.77,1
26.60.110,13.61.78,1
26.61.111,13.62.79,1
26.62.112,13.63.80,1
26.63.113,13.64.81,1
26.64.114,13.65.82,1
26.65.115,13.66.83,1
26.66.116,13.67.84,1
26.67.117,13.68.85,1
26.68.118,13.69.86,1
26.69.119,13.70.87,1
26.70.120,13.71.88,1
26.71.121,13.72.89,0.5147106
26.72.122,_,0
26.73.123,_,0
27.1.124,_,0
27.2.125,_,0
27.3.126,_,0
27.4.127,_,0
27.5.128,_,0
27.6.129,_,0
27.7.130,_,0
27.8.131,_,0
27.9.132,_,0
27.10.133,_,0
27.11.134,_,0
27.12.135,_,0
27.13.136,_,0
27.14.137,_,0
27.15.138,_,0
28.1.139,_,0
28.2.140,_,0
28.3.141,_,0
28.4.142,_,0
28.5.143,_,0
29.1.144,_,0
30.1.145,_,0
30.2.146,_,0
30.3.147,_,0
30.4.148,_,0
30.5.149,_,0
31.1.150,_,0
31.2.151,_,0
31.3.152,_,0
31.4.153,_,0
31.5.154,_,0
31.6.155,_,0
31.7.156,_,0
31.8.157,_,0
31.9.158,_,0
31.10.159,_,0
31.11.160,_,0
32.1.161,_,0
33.1.162,_,0
34.1.163,_,0
34.2.164,_,0
34.3.165,_,0
35.1.166,_,0
36.1.167,_,0
36.2.168,_,0
36.3.169,_,0
36.4.170,_,0
36.5.171,_,0
36.6.172,_,0
36.7.173,_,0
36.8.174,13.9.26,0.48199227
36.9.175,13.11.28,0.6266526
36.10.176,_,0
36.11.177,_,0
36.12.178,13.18.35,0.5322852
36.13.179,13.19.36,0.6484426
36.14.180,_,0
36.15.181,_,0
36.16.182,_,0
36.17.183,_,0
36.18.184,13.22.39,0.47071368
36.19.185,_,0
36.20.186,_,0
36.21.187,13.26.43,0.58190286
36.22.188,_,0
36.23.189,_,0
36.24.190,_,0
36.25.191,13.30.47,0.57163984
36.26.192,_,0
36.27.193,_,0
36.28.194,_,0
36.29.195,_,0
36.30.196,_,0
36.31.197,_,0
36.32.198,_,0
36.33.199,_,0
36.34.200,_,0
36.35.201,_,0
36.36.202,_,0
36.37.203,_,0
36.38.204,_,0
36.39.205,13.3.20,0.6627765
36.40.206,_,0
36.41.207,13.72.89,0.76462567
36.42.208,13.2.19,0.6928414
36.43.209,13.73.90,1
