_,5.1.5,0
_,5.4.8,0
1.1.1,1.1.1,0.9701276
2.1.2,2.1.2,1
3.1.3,3.1.3,1
4.1.4,4.1.4,1
5.1.5,5.2.6,1
5.2.6,5.3.7,0.931513
6.1.7,6.1.9,1
7.1.8,7.1.10,1
8.1.9,8.1.11,1
8.2.10,8.2.12,0.8459724
8.3.11,8.3.13,0.97812474
8.4.12,8.4.14,1
8.5.13,8.5.15,1
8.6.14,8.6.16,1
9.1.15,9.1.17,1
10.1.16,10.1.18,0.9796976
11.1.17,11.1.19,1
11.2.18,11.2.20,0.91034275
12.1.19,12.1.21,1
13.1.20,13.1.22,0.9732416
14.1.21,14.1.23,1
14.2.22,14.2.24,1
14.3.23,14.3.25,1
14.4.24,14.4.26,1
14.5.25,14.5.27,1
15.1.26,15.1.28,1
15.2.27,15.2.29,1
15.3.28,15.3.30,1
15.4.29,15.4.31,1
16.1.30,16.1.32,1
17.1.31,17.1.33,1
18.1.32,18.1.34,1
19.1.33,19.1.35,1
20.1.34,20.1.36,1
20.2.35,20.2.37,1
20.3.36,20.3.38,1
20.4.37,20.4.39,1
20.5.38,20.5.40,1
20.6.39,20.6.41,1
20.7.40,20.7.42,1
20.8.41,20.8.43,1
20.9.42,20.9.44,1
20.10.43,20.10.45,1
21.1.44,21.1.46,1
22.1.45,22.1.47,1
22.2.46,22.2.48,1
22.3.47,22.3.49,0.9904926
22.4.48,22.4.50,1
22.5.49,22.5.51,1
22.6.50,22.6.52,1
22.7.51,22.7.53,0.98898995
