_,3.46.63,0
_,3.262.279,0
_,3.263.280,0
_,3.264.281,0
_,3.284.301,0
_,3.285.302,0
_,3.286.303,0
_,3.432.449,0
_,3.435.452,0
_,3.510.527,0
_,3.513.530,0
_,3.583.600,0
_,3.585.602,0
_,3.598.615,0
_,3.599.616,0
_,3.600.617,0
_,3.602.619,0
_,3.604.621,0
_,3.605.622,0
_,3.606.623,0
_,3.607.624,0
_,3.609.626,0
_,3.610.627,0
_,13.1.637,0
1.1.1,1.1.1,1
1.2.2,1.2.2,1
1.3.3,1.3.3,1
2.1.4,2.1.4,1
2.2.5,2.2.5,1
2.3.6,2.3.6,1
2.4.7,2.4.7,1
2.5.8,2.5.8,1
2.6.9,2.6.9,1
2.7.10,2.7.10,1
2.8.11,2.8.11,1
2.9.12,2.9.12,1
2.10.13,2.10.13,1
2.11.14,2.11.14,1
2.12.15,2.12.15,1
2.13.16,2.13.16,1
2.14.17,2.14.17,1
3.1.18,3.1.18,1
3.2.19,3.2.19,1
3.3.20,3.3.20,1
3.4.21,3.4.21,1
3.5.22,3.5.22,1
3.6.23,3.6.23,1
3.7.24,_,0
3.8.25,_,0
3.9.26,_,0
3.10.27,_,0
3.11.28,3.7.24,1
3.12.29,3.8.25,0.6124954
3.13.30,3.9.26,1
3.14.31,3.10.27,1
3.15.32,3.11.28,1
3.16.33,3.12.29,1
3.17.34,3.13.30,1
3.18.35,_,0
3.19.36,3.14.31,0.5755179
3.20.37,_,0
3.21.38,_,0
3.22.39,_,0
3.23.40,_,0
3.24.41,_,0
3.25.42,3.15.32,1
3.26.43,3.16.33,1
3.27.44,3.17.34,1
3.28.45,3.18.35,1
3.29.46,3.19.36,1
3.30.47,3.20.37,1
3.31.48,3.21.38,1
3.32.49,3.22.39,1
3.33.50,3.23.40,1
3.34.51,3.24.41,1
3.35.52,3.25.42,1
3.36.53,3.26.43,1
3.37.54,3.27.44,1
3.38.55,3.28.45,1
3.39.56,3.29.46,1
3.40.57,3.30.47,1
3.41.58,3.31.48,1
3.42.59,3.32.49,1
3.43.60,_,0
3.44.61,3.33.50,0.640079
3.45.62,_,0
3.46.63,3.33.50,0.6050763
3.46.63,3.34.51,0.6050763
3.47.64,_,0
3.48.65,3.35.52,1
3.49.66,3.36.53,1
3.50.67,3.37.54,1
3.51.68,3.38.55,1
3.52.69,3.39.56,1
3.53.70,3.40.57,1
3.54.71,3.41.58,1
3.55.72,3.42.59,1
3.56.73,3.43.60,1
3.57.74,3.44.61,1
3.58.75,_,0
3.59.76,_,0
3.60.77,_,0
3.61.78,_,0
3.62.79,3.45.62,1
3.63.80,_,0
3.64.81,_,0
3.65.82,3.47.64,1
3.66.83,3.48.65,1
3.67.84,_,0
3.68.85,_,0
3.69.86,_,0
3.70.87,_,0
3.71.88,_,0
3.72.89,_,0
3.73.90,_,0
3.74.91,_,0
3.75.92,_,0
3.76.93,_,0
3.77.94,_,0
3.78.95,_,0
3.79.96,_,0
3.80.97,_,0
3.81.98,_,0
3.82.99,_,0
3.83.100,_,0
3.84.101,_,0
3.85.102,3.49.66,1
3.86.103,3.50.67,1
3.87.104,3.51.68,1
3.88.105,3.52.69,1
3.89.106,3.53.70,1
3.90.107,_,0
3.91.108,_,0
3.92.109,3.54.71,1
3.93.110,3.55.72,1
3.94.111,3.56.73,0.80099547
3.95.112,3.57.74,1
3.96.113,3.58.75,1
3.97.114,3.59.76,1
3.98.115,3.60.77,1
3.99.116,3.61.78,1
3.100.117,3.62.79,1
3.101.118,3.63.80,1
3.102.119,3.64.81,1
3.103.120,3.65.82,1
3.104.121,3.66.83,1
3.105.122,3.67.84,1
3.106.123,3.68.85,1
3.107.124,3.69.86,1
3.108.125,3.70.87,1
3.109.126,3.71.88,1
3.110.127,3.72.89,1
3.111.128,3.73.90,1
3.112.129,3.74.91,1
3.113.130,3.75.92,1
3.114.131,_,0
3.115.132,_,0
3.116.133,_,0
3.117.134,_,0
3.118.135,_,0
3.119.136,_,0
3.120.137,_,0
3.121.138,_,0
3.122.139,_,0
3.123.140,_,0
3.124.141,_,0
3.125.142,3.76.93,1
3.126.143,3.77.94,1
3.127.144,3.78.95,1
3.128.145,3.79.96,1
3.129.146,3.80.97,1
3.130.147,3.81.98,1
3.131.148,3.82.99,1
3.132.149,3.83.100,1
3.133.150,3.84.101,1
3.134.151,3.85.102,1
3.135.152,3.86.103,1
3.136.153,3.87.104,1
3.137.154,3.88.105,1
3.138.155,3.89.106,1
3.139.156,3.90.107,1
3.140.157,3.91.108,1
3.141.158,3.92.109,1
3.142.159,3.93.110,1
3.143.160,_,0
3.144.161,3.94.111,1
3.145.162,3.95.112,0.9
3.146.163,3.96.113,1
3.147.164,3.97.114,1
3.148.165,3.98.115,1
3.149.166,3.99.116,1
3.150.167,3.100.117,1
3.151.168,3.101.118,1
3.152.169,3.102.119,1
3.153.170,3.103.120,1
3.154.171,3.104.121,1
3.155.172,3.105.122,1
3.156.173,3.106.123,1
3.157.174,3.107.124,1
3.158.175,3.108.125,1
3.159.176,3.109.126,1
3.160.177,3.110.127,1
3.161.178,3.111.128,1
3.162.179,3.112.129,1
3.163.180,3.113.130,1
3.164.181,3.114.131,1
3.165.182,3.115.132,1
3.166.183,3.116.133,1
3.167.184,3.117.134,1
3.168.185,3.118.135,1
3.169.186,3.119.136,1
3.170.187,3.120.137,1
3.171.188,3.121.138,1
3.172.189,3.122.139,1
3.173.190,3.123.140,1
3.174.191,3.124.141,1
3.175.192,3.125.142,1
3.176.193,3.126.143,1
3.177.194,3.127.144,1
3.178.195,3.128.145,1
3.179.196,3.129.146,1
3.180.197,3.130.147,1
3.181.198,3.131.148,1
3.182.199,3.132.149,1
3.183.200,3.133.150,1
3.184.201,3.134.151,1
3.185.202,3.135.152,1
3.186.203,3.136.153,1
3.187.204,3.137.154,1
3.188.205,3.138.155,1
3.189.206,3.139.156,1
3.190.207,3.140.157,1
3.191.208,3.141.158,1
3.192.209,3.142.159,1
3.193.210,3.143.160,1
3.194.211,3.144.161,1
3.195.212,3.145.162,1
3.196.213,3.146.163,1
3.197.214,3.147.164,1
3.198.215,3.148.165,1
3.199.216,3.149.166,1
3.200.217,3.150.167,1
3.201.218,3.151.168,1
3.202.219,3.152.169,1
3.203.220,3.153.170,1
3.204.221,3.154.171,1
3.205.222,3.155.172,1
3.206.223,3.156.173,1
3.207.224,3.157.174,1
3.208.225,3.158.175,1
3.209.226,3.159.176,1
3.210.227,3.160.177,1
3.211.228,3.161.178,1
3.212.229,3.162.179,1
3.213.230,3.163.180,1
3.214.231,3.164.181,1
3.215.232,3.165.182,0.9389831
3.216.233,3.166.183,1
3.217.234,3.167.184,1
3.218.235,3.168.185,1
3.219.236,3.169.186,1
3.220.237,3.170.187,1
3.221.238,3.171.188,1
3.222.239,3.172.189,1
3.223.240,3.173.190,1
3.224.241,3.174.191,1
3.225.242,3.175.192,1
3.226.243,3.176.193,1
3.227.244,3.177.194,1
3.228.245,3.178.195,1
3.229.246,3.179.196,1
3.230.247,3.180.197,1
3.231.248,3.181.198,1
3.232.249,3.182.199,1
3.233.250,3.183.200,1
3.234.251,3.184.201,1
3.235.252,3.185.202,1
3.236.253,3.186.203,1
3.237.254,3.187.204,1
3.238.255,3.188.205,1
3.239.256,3.189.206,1
3.240.257,3.190.207,1
3.241.258,3.191.208,1
3.242.259,3.192.209,1
3.243.260,3.193.210,1
3.244.261,3.194.211,1
3.245.262,3.195.212,1
3.246.263,3.196.213,1
3.247.264,3.197.214,1
3.248.265,3.198.215,1
3.249.266,3.199.216,1
3.250.267,3.200.217,1
3.251.268,3.201.218,1
3.252.269,3.202.219,1
3.253.270,3.203.220,1
3.254.271,3.204.221,1
3.255.272,3.205.222,1
3.256.273,3.206.223,1
3.257.274,3.207.224,1
3.258.275,3.208.225,1
3.259.276,3.209.226,1
3.260.277,3.210.227,1
3.261.278,3.211.228,1
3.262.279,3.212.229,0.9869566
3.263.280,3.213.230,1
3.264.281,3.214.231,1
3.265.282,3.215.232,1
3.266.283,3.216.233,1
3.267.284,3.217.234,1
3.268.285,3.218.235,1
3.269.286,3.219.236,1
3.270.287,3.220.237,0.706383
3.271.288,3.221.238,1
3.272.289,3.222.239,1
3.273.290,3.223.240,1
3.274.291,3.224.241,1
3.275.292,3.225.242,1
3.276.293,3.226.243,1
3.277.294,3.227.244,1
3.278.295,_,0
3.279.296,_,0
3.280.297,_,0
3.281.298,_,0
3.282.299,3.228.245,1
3.283.300,3.229.246,1
3.284.301,3.230.247,1
3.285.302,3.231.248,1
3.286.303,3.232.249,1
3.287.304,3.233.250,1
3.288.305,3.234.251,1
3.289.306,3.235.252,1
3.290.307,3.236.253,1
3.291.308,3.237.254,1
3.292.309,3.238.255,1
3.293.310,3.239.256,1
3.294.311,3.240.257,1
3.295.312,3.241.258,1
3.296.313,3.242.259,1
3.297.314,3.243.260,1
3.298.315,3.244.261,1
3.299.316,3.245.262,1
3.300.317,3.246.263,1
3.301.318,3.247.264,1
3.302.319,3.248.265,0.9942857
3.303.320,3.249.266,1
3.304.321,3.250.267,1
3.305.322,3.251.268,1
3.306.323,3.252.269,1
3.307.324,3.253.270,1
3.308.325,3.254.271,1
3.309.326,3.255.272,1
3.310.327,3.256.273,1
3.311.328,3.257.274,1
3.312.329,3.258.275,1
3.313.330,3.259.276,1
3.314.331,3.260.277,1
3.315.332,3.261.278,1
3.316.333,_,0
3.317.334,3.265.282,1
3.318.335,3.266.283,1
3.319.336,3.267.284,0.8910124
3.320.337,3.268.285,1
3.321.338,3.269.286,1
3.322.339,3.270.287,1
3.323.340,3.271.288,1
3.324.341,3.272.289,1
3.325.342,3.273.290,1
3.326.343,3.274.291,1
3.327.344,3.275.292,1
3.328.345,3.276.293,1
3.329.346,3.277.294,1
3.330.347,3.278.295,1
3.331.348,3.279.296,1
3.332.349,3.280.297,1
3.333.350,3.281.298,1
3.334.351,3.282.299,1
3.335.352,3.283.300,1
3.336.353,3.287.304,1
3.337.354,3.288.305,0.8692341
3.338.355,3.289.306,1
3.339.356,3.290.307,1
3.340.357,3.291.308,1
3.341.358,3.292.309,1
3.342.359,3.293.310,1
3.343.360,3.294.311,1
3.344.361,3.295.312,1
3.345.362,3.296.313,1
3.346.363,3.297.314,1
3.347.364,3.298.315,1
3.348.365,3.299.316,1
3.349.366,3.300.317,1
3.350.367,3.301.318,1
3.351.368,3.302.319,1
3.352.369,3.303.320,1
3.353.370,3.304.321,1
3.354.371,3.305.322,1
3.355.372,3.306.323,1
3.356.373,3.307.324,1
3.357.374,3.308.325,1
3.358.375,3.309.326,1
3.359.376,3.310.327,1
3.360.377,3.311.328,1
3.361.378,3.312.329,1
3.362.379,3.313.330,1
3.363.380,3.314.331,1
3.364.381,3.315.332,1
3.365.382,3.316.333,1
3.366.383,3.317.334,1
3.367.384,3.318.335,1
3.368.385,3.319.336,1
3.369.386,3.320.337,1
3.370.387,3.321.338,1
3.371.388,3.322.339,1
3.372.389,3.323.340,1
3.373.390,3.324.341,1
3.374.391,3.325.342,1
3.375.392,_,0
3.376.393,_,0
3.377.394,_,0
3.378.395,3.326.343,1
3.379.396,3.327.344,1
3.380.397,3.328.345,1
3.381.398,3.329.346,1
3.382.399,3.330.347,1
3.383.400,3.331.348,1
3.384.401,3.332.349,1
3.385.402,3.333.350,1
3.386.403,3.334.351,1
3.387.404,3.335.352,1
3.388.405,3.336.353,1
3.389.406,3.337.354,1
3.390.407,3.338.355,1
3.391.408,3.339.356,1
3.392.409,3.340.357,1
3.393.410,3.341.358,1
3.394.411,3.342.359,1
3.395.412,3.343.360,1
3.396.413,3.344.361,1
3.397.414,3.345.362,1
3.398.415,3.346.363,1
3.399.416,3.347.364,1
3.400.417,3.348.365,1
3.401.418,3.349.366,1
3.402.419,3.350.367,1
3.403.420,3.351.368,1
3.404.421,3.352.369,1
3.405.422,3.353.370,1
3.406.423,3.354.371,1
3.407.424,3.355.372,1
3.408.425,3.356.373,1
3.409.426,3.357.374,1
3.410.427,3.358.375,1
3.411.428,3.359.376,1
3.412.429,3.360.377,1
3.413.430,3.361.378,1
3.414.431,3.362.379,1
3.415.432,3.363.380,1
3.416.433,3.364.381,1
3.417.434,3.365.382,1
3.418.435,3.366.383,1
3.419.436,3.367.384,1
3.420.437,3.368.385,1
3.421.438,3.369.386,1
3.422.439,3.370.387,1
3.423.440,3.371.388,1
3.424.441,3.372.389,1
3.425.442,3.373.390,1
3.426.443,3.374.391,1
3.427.444,3.375.392,1
3.428.445,3.376.393,1
3.429.446,3.377.394,1
3.430.447,3.378.395,1
3.431.448,3.379.396,1
3.432.449,3.380.397,1
