_,8.10.74,0
_,25.1.239,0
1.1.1,1.1.1,1
1.2.2,1.2.2,1
1.3.3,1.3.3,1
2.1.4,2.1.4,1
2.2.5,2.2.5,1
2.3.6,2.3.6,1
2.4.7,2.4.7,1
2.5.8,2.5.8,1
2.6.9,2.6.9,1
2.7.10,2.7.10,1
2.8.11,2.8.11,1
2.9.12,2.9.12,1
2.10.13,2.10.13,1
2.11.14,2.11.14,1
2.12.15,2.12.15,1
2.13.16,2.13.16,1
2.14.17,2.14.17,1
2.15.18,2.15.18,1
3.1.19,3.1.19,1
3.2.20,3.2.20,1
3.3.21,3.3.21,1
3.4.22,3.4.22,1
3.5.23,3.5.23,1
3.6.24,3.6.24,1
3.7.25,3.7.25,1
3.8.26,3.8.26,1
3.9.27,3.9.27,1
3.10.28,3.10.28,1
3.11.29,3.11.29,1
3.12.30,3.12.30,1
3.13.31,3.13.31,1
4.1.32,4.1.32,1
4.2.33,4.2.33,1
4.3.34,4.3.34,1
4.4.35,4.4.35,1
4.5.36,4.5.36,1
4.6.37,4.6.37,1
4.7.38,4.7.38,1
4.8.39,4.8.39,1
4.9.40,4.9.40,1
4.10.41,4.10.41,1
4.11.42,4.11.42,1
4.12.43,4.12.43,1
5.1.44,5.1.44,1
5.2.45,5.2.45,1
5.3.46,5.3.46,1
6.1.47,6.1.47,1
6.2.48,6.2.48,1
6.3.49,6.3.49,1
6.4.50,6.4.50,1
6.5.51,6.5.51,1
6.6.52,6.6.52,1
6.7.53,6.7.53,1
6.8.54,6.8.54,1
6.9.55,6.9.55,1
6.10.56,6.10.56,1
6.11.57,6.11.57,1
6.12.58,6.12.58,1
6.13.59,6.13.59,1
6.14.60,6.14.60,1
6.15.61,6.15.61,1
6.16.62,_,0
6.17.63,_,0
6.18.64,6.16.62,1
6.19.65,6.17.63,1
7.1.66,7.1.64,1
8.1.67,8.1.65,1
8.2.68,8.2.66,1
8.3.69,8.3.67,1
8.4.70,8.4.68,1
8.5.71,8.5.69,1
8.6.72,8.6.70,1
8.7.73,8.7.71,1
8.8.74,8.8.72,1
8.9.75,8.9.73,1
8.10.76,_,0
8.11.77,8.11.75,1
8.12.78,8.12.76,1
8.13.79,8.13.77,1
8.14.80,8.14.78,1
8.15.81,8.15.79,1
9.1.82,9.1.80,1
9.2.83,9.2.81,1
9.3.84,9.3.82,1
10.1.85,10.1.83,1
11.1.86,11.1.84,1
11.2.87,11.2.85,1
11.3.88,11.3.86,1
11.4.89,11.4.87,1
11.5.90,11.5.88,1
11.6.91,11.6.89,1
11.7.92,11.7.90,1
11.8.93,11.8.91,1
11.9.94,11.9.92,1
11.10.95,11.10.93,1
12.1.96,12.1.94,1
12.2.97,12.2.95,1
12.3.98,12.3.96,1
13.1.99,13.1.97,1
13.2.100,13.2.98,1
13.3.101,13.3.99,1
14.1.102,14.1.100,1
14.2.103,14.2.101,1
15.1.104,15.1.102,1
15.2.105,15.2.103,1
15.3.106,15.3.104,1
16.1.107,16.1.105,1
16.2.108,16.2.106,1
16.3.109,16.3.107,1
16.4.110,16.4.108,1
16.5.111,16.5.109,1
16.6.112,16.6.110,1
16.7.113,16.7.111,1
16.8.114,16.8.112,1
16.9.115,16.9.113,1
16.10.116,16.10.114,1
17.1.117,17.1.115,1
17.2.118,17.2.116,1
17.3.119,17.3.117,1
17.4.120,17.4.118,1
17.5.121,17.5.119,1
18.1.122,18.1.120,1
18.2.123,18.2.121,1
18.3.124,18.3.122,1
18.4.125,18.4.123,1
18.5.126,18.5.124,1
18.6.127,18.6.125,1
18.7.128,18.7.126,1
18.8.129,18.8.127,1
18.9.130,18.9.128,1
18.10.131,18.10.129,1
18.11.132,18.11.130,1
18.12.133,18.12.131,1
18.13.134,18.13.132,1
18.14.135,18.14.133,1
18.15.136,18.15.134,1
18.16.137,18.16.135,1
18.17.138,18.17.136,1
18.18.139,18.18.137,1
18.19.140,18.19.138,1
18.20.141,18.20.139,1
18.21.142,18.21.140,1
18.22.143,18.22.141,1
18.23.144,18.23.142,1
18.24.145,18.24.143,1
18.25.146,18.25.144,1
18.26.147,18.26.145,1
18.27.148,18.27.146,1
18.28.149,18.28.147,1
18.29.150,18.29.148,1
18.30.151,18.30.149,1
18.31.152,18.31.150,1
18.32.153,18.32.151,1
18.33.154,18.33.152,1
18.34.155,18.34.153,1
18.35.156,18.35.154,1
18.36.157,18.36.155,1
18.37.158,18.37.156,1
18.38.159,18.38.157,1
18.39.160,18.39.158,1
18.40.161,18.40.159,1
18.41.162,18.41.160,1
18.42.163,18.42.161,1
18.43.164,18.43.162,1
18.44.165,18.44.163,1
18.45.166,18.45.164,1
18.46.167,18.46.165,1
18.47.168,18.47.166,1
18.48.169,18.48.167,1
18.49.170,18.49.168,1
18.50.171,18.50.169,1
18.51.172,18.51.170,1
18.52.173,18.52.171,1
18.53.174,18.53.172,1
18.54.175,18.54.173,1
18.55.176,18.55.174,1
18.56.177,18.56.175,1
18.57.178,18.57.176,1
18.58.179,18.58.177,1
18.59.180,18.59.178,1
18.60.181,18.60.179,1
18.61.182,18.61.180,1
18.62.183,18.62.181,1
18.63.184,18.63.182,1
18.64.185,18.64.183,1
18.65.186,18.65.184,1
18.66.187,18.66.185,1
18.67.188,18.67.186,1
18.68.189,18.68.187,1
18.69.190,18.69.188,1
18.70.191,18.70.189,1
18.71.192,18.71.190,1
18.72.193,18.72.191,1
19.1.194,19.1.192,1
19.2.195,19.2.193,1
19.3.196,19.3.194,1
20.1.197,20.1.195,1
20.2.198,20.2.196,1
20.3.199,20.3.197,1
20.4.200,20.4.198,1
20.5.201,20.5.199,1
21.1.202,21.1.200,1
21.2.203,21.2.201,1
21.3.204,21.3.202,1
21.4.205,21.4.203,1
22.1.206,22.1.204,1
22.2.207,22.2.205,1
22.3.208,22.3.206,1
22.4.209,22.4.207,1
22.5.210,22.5.208,1
22.6.211,22.6.209,1
22.7.212,22.7.210,1
22.8.213,22.8.211,1
22.9.214,22.9.212,1
22.10.215,22.10.213,1
22.11.216,22.11.214,1
23.1.217,23.1.215,1
23.2.218,23.2.216,1
23.3.219,23.3.217,0.86377096
23.4.220,23.4.218,1
23.5.221,23.5.219,0.9138968
23.6.222,23.6.220,1
23.7.223,23.7.221,1
23.8.224,_,0
23.9.225,23.8.222,0.84495544
23.10.226,_,0
23.11.227,_,0
23.12.228,_,0
23.13.229,_,0
23.14.230,_,0
23.15.231,_,0
24.1.232,_,0
24.2.233,_,0
24.3.234,_,0
24.4.235,_,0
24.5.236,_,0
24.6.237,_,0
24.7.238,_,0
24.8.239,_,0
24.9.240,_,0
24.10.241,_,0
24.11.242,_,0
24.12.243,_,0
24.13.244,_,0
24.14.245,_,0
24.15.246,_,0
24.16.247,_,0
24.17.248,_,0
24.18.249,_,0
25.1.250,_,0
26.1.251,_,0
26.2.252,_,0
26.3.253,_,0
27.1.254,_,0
27.2.255,_,0
27.3.256,_,0
28.1.257,_,0
28.2.258,_,0
29.1.259,_,0
29.2.260,_,0
29.3.261,_,0
29.4.262,_,0
29.5.263,_,0
30.1.264,24.1.223,1
30.2.265,24.2.224,1
30.3.266,24.3.225,1
