_,4.3.16,0
_,4.4.17,0
_,4.5.18,0
_,4.8.21,0
_,4.9.22,0
_,4.10.23,0
_,5.1.26,0
_,5.2.27,0
_,5.3.28,0
_,6.1.29,0
_,6.2.30,0
_,6.3.31,0
_,7.1.32,0
_,8.1.33,0
_,9.1.34,0
_,9.2.35,0
_,9.3.36,0
_,9.4.37,0
_,9.5.38,0
_,9.6.39,0
_,9.7.40,0
_,9.8.41,0
_,9.9.42,0
_,9.10.43,0
_,10.1.44,0
_,11.1.45,0
_,11.2.46,0
_,12.1.47,0
_,12.2.48,0
_,12.3.49,0
_,12.4.50,0
_,13.1.51,0
_,13.2.52,0
_,13.3.53,0
_,14.1.54,0
_,15.1.55,0
_,15.2.56,0
_,15.3.57,0
_,16.1.58,0
_,17.1.59,0
_,18.1.60,0
_,19.1.61,0
_,19.2.62,0
_,20.1.63,0
_,21.1.64,0
_,22.1.65,0
_,23.1.66,0
_,24.1.67,0
_,24.2.68,0
_,25.1.69,0
_,26.1.70,0
_,27.1.71,0
_,27.2.72,0
_,27.3.73,0
_,28.1.74,0
_,28.2.75,0
_,28.3.76,0
_,29.1.77,0
_,30.1.78,0
_,30.2.79,0
_,30.3.80,0
_,30.4.81,0
_,30.5.82,0
_,30.6.83,0
_,30.7.84,0
_,30.8.85,0
_,30.9.86,0
_,30.10.87,0
_,30.11.88,0
_,30.12.89,0
_,30.13.90,0
_,30.14.91,0
_,30.15.92,0
_,30.16.93,0
_,30.17.94,0
_,30.18.95,0
_,30.19.96,0
_,30.20.97,0
_,30.21.98,0
_,31.1.99,0
_,31.2.100,0
_,31.3.101,0
_,31.4.102,0
_,32.1.103,0
_,32.2.104,0
_,32.3.105,0
_,32.4.106,0
_,32.5.107,0
_,33.1.108,0
_,33.2.109,0
_,33.3.110,0
_,34.1.111,0
_,34.2.112,0
_,34.3.113,0
_,35.1.114,0
_,36.1.115,0
_,37.1.116,0
_,38.1.117,0
_,38.2.118,0
_,38.3.119,0
_,38.4.120,0
_,38.5.121,0
_,39.1.122,0
_,40.1.123,0
_,40.2.124,0
_,40.3.125,0
_,41.1.126,0
_,42.1.127,0
_,42.2.128,0
_,42.3.129,0
_,43.1.130,0
_,44.1.131,0
_,44.2.132,0
_,44.3.133,0
_,44.4.134,0
_,44.5.135,0
_,44.6.136,0
_,44.7.137,0
_,44.8.138,0
_,44.9.139,0
_,44.10.140,0
_,44.11.141,0
_,44.12.142,0
_,44.13.143,0
_,44.14.144,0
_,44.15.145,0
_,44.16.146,0
_,44.17.147,0
_,44.18.148,0
_,44.19.149,0
_,44.20.150,0
_,44.21.151,0
_,44.22.152,0
_,44.23.153,0
_,44.24.154,0
_,44.25.155,0
_,44.26.156,0
_,44.27.157,0
_,44.28.158,0
_,44.29.159,0
_,44.30.160,0
_,44.31.161,0
_,44.32.162,0
_,44.33.163,0
_,44.34.164,0
_,44.35.165,0
_,45.1.166,0
_,46.1.167,0
_,46.2.168,0
_,46.3.169,0
_,46.4.170,0
_,46.5.171,0
_,46.6.172,0
_,46.7.173,0
_,46.8.174,0
_,46.9.175,0
_,46.10.176,0
_,47.1.177,0
_,47.2.178,0
_,47.3.179,0
_,48.1.180,0
_,48.2.181,0
_,48.3.182,0
_,48.4.183,0
_,49.1.184,0
_,50.1.185,0
_,51.1.186,0
_,51.2.187,0
_,52.1.188,0
_,53.1.189,0
_,54.1.190,0
_,54.2.191,0
_,54.3.192,0
_,54.4.193,0
_,54.5.194,0
_,54.6.195,0
_,54.7.196,0
_,55.1.197,0
_,56.1.198,0
_,57.1.199,0
_,58.1.200,0
_,58.2.201,0
_,58.3.202,0
_,58.4.203,0
_,58.5.204,0
_,59.1.205,0
_,60.1.206,0
_,60.2.207,0
_,60.3.208,0
_,61.1.209,0
_,61.2.210,0
_,62.1.211,0
_,63.1.212,0
1.1.1,1.1.1,1
2.1.2,2.1.2,1
2.2.3,2.2.3,1
2.3.4,2.3.4,1
2.4.5,2.4.5,1
2.5.6,2.5.6,1
2.6.7,2.6.7,1
2.7.8,2.7.8,1
2.8.9,2.8.9,1
2.9.10,2.9.10,1
2.10.11,2.10.11,1
2.11.12,2.11.12,1
3.1.13,3.1.13,1
4.1.14,4.1.14,1
4.2.15,4.2.15,1
4.3.16,_,0
4.4.17,4.6.19,1
4.5.18,4.7.20,1
4.6.19,_,0
4.7.20,4.11.24,1
4.8.21,_,0
4.9.22,_,0
4.10.23,_,0
4.11.24,_,0
4.12.25,_,0
4.13.26,_,0
4.14.27,4.12.25,1
5.1.28,_,0
