_,2.1.6,0
_,5.3.17,0
_,6.1.30,0
_,8.1.51,0
_,12.1.89,0
_,24.1.225,0
1.1.1,1.1.1,1
1.2.2,1.2.2,1
1.3.3,1.3.3,1
1.4.4,1.4.4,1
1.5.5,1.5.5,1
2.1.6,_,0
3.1.7,3.1.7,1
3.2.8,3.2.8,1
3.3.9,3.3.9,1
3.4.10,3.4.10,1
3.5.11,3.5.11,1
3.6.12,26.4.237,0.6666667
3.7.13,_,0
3.8.14,_,0
3.9.15,26.1.234,0.8063443
3.10.16,26.2.235,0.78677046
3.11.17,_,0
3.12.18,26.3.236,0.7151716
4.1.19,4.1.12,1
4.2.20,4.2.13,1
4.3.21,4.3.14,0.7082405
5.1.22,5.1.15,1
5.2.23,5.2.16,1
5.3.24,5.4.18,1
5.4.25,5.5.19,1
5.5.26,5.6.20,1
5.6.27,5.7.21,1
5.7.28,5.8.22,1
5.8.29,5.9.23,1
5.9.30,5.10.24,1
5.10.31,5.11.25,1
5.11.32,5.12.26,1
5.12.33,5.13.27,1
5.13.34,5.14.28,1
5.14.35,5.15.29,1
6.1.36,6.2.31,1
6.2.37,6.3.32,1
6.3.38,6.4.33,1
6.4.39,6.5.34,1
6.5.40,6.6.35,1
7.1.41,7.1.36,1
7.2.42,7.2.37,1
7.3.43,7.3.38,1
7.4.44,7.4.39,1
7.5.45,7.5.40,1
7.6.46,7.6.41,1
7.7.47,7.7.42,1
7.8.48,7.8.43,1
7.9.49,7.9.44,1
7.10.50,7.10.45,1
7.11.51,7.11.46,1
7.12.52,7.12.47,1
7.13.53,7.13.48,1
7.14.54,7.14.49,1
7.15.55,7.15.50,1
8.1.56,8.2.52,1
8.2.57,8.3.53,1
8.3.58,8.4.54,1
9.1.59,9.1.55,1
9.2.60,9.2.56,1
9.3.61,9.3.57,1
10.1.62,10.1.58,1
10.2.63,10.2.59,1
10.3.64,10.3.60,1
10.4.65,10.4.61,1
10.5.66,10.5.62,1
10.6.67,10.6.63,1
10.7.68,10.7.64,1
10.8.69,10.8.65,1
10.9.70,10.9.66,1
10.10.71,10.10.67,1
10.11.72,10.11.68,1
10.12.73,10.12.69,1
10.13.74,10.13.70,1
10.14.75,10.14.71,1
10.15.76,10.15.72,1
10.16.77,10.16.73,1
10.17.78,10.17.74,1
10.18.79,10.18.75,1
10.19.80,10.19.76,1
10.20.81,10.20.77,1
10.21.82,10.21.78,1
10.22.83,10.22.79,1
10.23.84,10.23.80,1
11.1.85,11.1.81,1
11.2.86,11.2.82,1
11.3.87,11.3.83,0.9981191
