_,2.1.4,0
_,9.1.37,0
_,10.1.38,0
_,11.1.39,0
_,12.1.40,0
_,13.1.41,0
_,13.2.42,0
_,13.3.43,0
_,13.4.44,0
_,14.1.45,0
_,14.2.46,0
_,15.1.47,0
_,15.2.48,0
_,16.1.49,0
_,16.2.50,0
1.1.1,1.1.1,1
1.2.2,1.2.2,1
1.3.3,1.3.3,1
1.4.4,_,0
1.5.5,_,0
1.6.6,_,0
1.7.7,_,0
1.8.8,_,0
1.9.9,_,0
1.10.10,_,0
1.11.11,_,0
1.12.12,_,0
1.13.13,_,0
1.14.14,_,0
2.1.15,_,0
2.2.16,2.2.5,1
2.3.17,2.3.6,1
3.1.18,4.1.25,0.7472584
3.2.19,_,0
3.3.20,4.3.27,0.5314234
4.1.21,_,0
4.2.22,_,0
5.1.23,5.1.28,0.7857982
5.2.24,_,0
5.3.25,5.3.30,0.8973352
6.1.26,6.1.31,0.7762136
7.1.27,8.1.35,0.6992337
7.2.28,_,0
8.1.29,_,0
8.2.30,_,0
8.3.31,_,0
9.1.32,3.1.7,1
9.2.33,3.2.8,1
9.3.34,3.3.9,1
9.4.35,3.4.10,1
9.5.36,3.5.11,1
9.6.37,3.6.12,1
9.7.38,3.7.13,1
9.8.39,3.8.14,1
9.9.40,3.9.15,0.9828572
9.10.41,3.10.16,1
9.11.42,3.11.17,1
9.12.43,3.12.18,1
9.13.44,3.13.19,1
9.14.45,3.14.20,1
9.15.46,3.15.21,1
9.16.47,3.16.22,1
9.17.48,_,0
9.18.49,_,0
9.19.50,_,0
9.20.51,3.17.23,1
9.21.52,3.18.24,1
10.1.53,_,0
10.2.54,_,0
10.3.55,_,0
11.1.56,_,0
11.2.57,_,0
12.1.58,_,0
13.1.59,_,0
14.1.60,_,0
15.1.61,_,0
15.2.62,4.2.26,1
15.3.63,_,0
15.4.64,5.2.29,1
15.5.65,_,0
15.6.66,_,0
15.7.67,_,0
15.8.68,_,0
15.9.69,_,0
16.1.70,7.1.32,1
16.2.71,7.2.33,1
16.3.72,7.3.34,1
17.1.73,_,0
17.2.74,_,0
17.3.75,_,0
17.4.76,_,0
17.5.77,_,0
17.6.78,_,0
17.7.79,_,0
17.8.80,_,0
17.9.81,_,0
17.10.82,_,0
17.11.83,_,0
17.12.84,_,0
17.13.85,_,0
17.14.86,_,0
17.15.87,_,0
17.16.88,_,0
17.17.89,_,0
17.18.90,_,0
17.19.91,_,0
17.20.92,_,0
17.21.93,_,0
17.22.94,_,0
17.23.95,_,0
17.24.96,_,0
17.25.97,_,0
17.26.98,_,0
17.27.99,_,0
17.28.100,_,0
17.29.101,_,0
17.30.102,_,0
17.31.103,_,0
17.32.104,_,0
17.33.105,_,0
17.34.106,_,0
17.35.107,_,0
17.36.108,_,0
17.37.109,_,0
17.38.110,_,0
17.39.111,_,0
17.40.112,_,0
17.41.113,_,0
17.42.114,_,0
17.43.115,_,0
17.44.116,_,0
17.45.117,_,0
17.46.118,_,0
17.47.119,_,0
17.48.120,_,0
17.49.121,_,0
17.50.122,_,0
17.51.123,_,0
17.52.124,_,0
17.53.125,_,0
17.54.126,_,0
17.55.127,_,0
17.56.128,_,0
17.57.129,_,0
17.58.130,_,0
17.59.131,_,0
17.60.132,_,0
17.61.133,_,0
17.62.134,_,0
17.63.135,_,0
17.64.136,_,0
17.65.137,_,0
18.1.138,_,0
18.2.139,_,0
18.3.140,_,0
18.4.141,_,0
18.5.142,_,0
18.6.143,_,0
18.7.144,_,0
19.1.145,_,0
19.2.146,_,0
19.3.147,_,0
19.4.148,_,0
19.5.149,_,0
19.6.150,_,0
20.1.151,_,0
21.1.152,_,0
22.1.153,_,0
22.2.154,_,0
22.3.155,_,0
22.4.156,_,0
23.1.157,_,0
23.2.158,_,0
23.3.159,_,0
23.4.160,_,0
24.1.161,_,0
24.2.162,_,0
24.3.163,_,0
24.4.164,_,0
24.5.165,_,0
24.6.166,_,0
24.7.167,_,0
24.8.168,_,0
25.1.169,_,0
25.2.170,_,0
25.3.171,_,0
25.4.172,_,0
25.5.173,_,0
25.6.174,_,0
25.7.175,_,0
26.1.176,_,0
27.1.177,_,0
28.1.178,_,0
28.2.179,_,0
29.1.180,_,0
29.2.181,_,0
30.1.182,_,0
31.1.183,_,0
32.1.184,_,0
32.2.185,_,0
33.1.186,_,0
33.2.187,_,0
34.1.188,_,0
34.2.189,_,0
35.1.190,8.2.36,1
36.1.191,_,0
37.1.192,_,0
38.1.193,_,0
38.2.194,_,0
39.1.195,_,0
39.2.196,_,0
40.1.197,_,0
40.2.198,_,0
40.3.199,_,0
41.1.200,_,0
41.2.201,_,0
41.3.202,_,0
41.4.203,_,0
42.1.204,_,0
43.1.205,_,0
43.2.206,_,0
43.3.207,_,0
43.4.208,_,0
44.1.209,_,0
45.1.210,_,0
45.2.211,_,0
46.1.212,_,0
46.2.213,_,0
46.3.214,_,0
47.1.215,_,0
47.2.216,_,0
48.1.217,_,0
48.2.218,_,0
49.1.219,_,0
49.2.220,_,0
50.1.221,_,0
50.2.222,_,0
50.3.223,_,0
51.1.224,_,0
51.2.225,_,0
52.1.226,_,0
52.2.227,_,0
52.3.228,_,0
53.1.229,_,0
53.2.230,_,0
53.3.231,_,0
